"Time, s","Power, hp","Thrust, kg",RPM,"Throttle, %","Altitude, m","Propeller efficiency, %","Propeller pitch, %","Propeller pitch, deg","Manifold pressure, atm","IAS, km/h","TAS, km/h",Mach number,"Climb, m/s","Acceleration, m/s^2","Pitch angle, deg","AoA, deg","AoS, deg","Turn, s","Turn radius, m","Load factor, g",Supercharger gear,"WEP remain, m:s","Fuel consumption, kg/min","Mass of Fuel, kg","Mixture, %","Radiator, %","Oil radiator, %","Engine temperature, deg C","Oil temperature, deg C","Water temperature, deg C"
37.4,1853,1433,2600,110,278,78,100,33.3,1.59,271,275,0.22,22.6,0.28,20.5,3.3,-0.0,0.0,0,1.0,1,34:27,8.42,126,60,0,0,180,85,0
37.6,1853,1433,2600,110,283,78,100,33.3,1.59,271,275,0.22,22.6,0.28,20.5,3.3,-0.1,0.0,0,1.0,1,34:27,8.42,126,60,0,0,180,85,0
37.9,1853,1432,2600,110,290,78,100,33.3,1.59,271,275,0.22,22.7,0.28,20.6,3.3,-0.1,0.0,0,1.0,1,34:27,8.42,126,60,0,0,180,85,0
38.1,1853,1432,2600,110,295,78,100,33.3,1.59,271,275,0.22,22.8,0.28,20.6,3.3,-0.1,0.0,0,1.0,1,34:26,8.42,126,60,0,0,180,85,0
38.4,1853,1432,2600,110,301,78,100,33.3,1.59,271,275,0.22,22.9,0.00,20.6,3.2,-0.1,0.0,0,1.0,1,34:26,8.42,126,60,0,0,181,85,0
38.6,1853,1431,2600,110,307,78,100,33.3,1.59,271,275,0.22,22.9,0.00,20.6,3.2,-0.1,0.0,0,1.0,1,34:26,8.42,126,60,0,0,181,86,0
38.9,1853,1431,2600,110,313,78,100,33.3,1.59,271,275,0.22,23.0,0.00,20.7,3.2,-0.1,0.0,0,1.0,1,34:26,8.42,126,60,0,0,181,86,0
39.1,1853,1431,2600,110,318,78,100,33.3,1.59,271,275,0.22,23.0,0.00,20.7,3.2,-0.1,0.0,0,1.0,1,34:25,8.42,126,60,0,0,182,86,0
39.4,1853,1431,2600,110,324,78,100,33.3,1.59,271,275,0.22,23.0,0.00,20.6,3.1,-0.1,0.0,0,1.0,1,34:25,8.17,126,60,0,0,182,86,0
39.6,1853,1430,2600,110,329,78,100,33.3,1.59,271,275,0.22,23.0,0.00,20.6,3.1,-0.0,0.0,0,1.0,1,34:25,8.17,126,60,0,0,182,86,0
39.9,1853,1430,2600,110,336,78,100,33.4,1.59,271,275,0.22,23.0,0.00,20.6,3.1,-0.0,0.0,0,0.9,1,34:25,8.17,126,60,0,0,183,87,0
40.1,1853,1430,2600,110,341,78,100,33.4,1.59,271,275,0.23,23.0,0.00,20.6,3.0,-0.0,0.0,0,0.9,1,34:24,8.17,126,60,0,0,183,87,0
40.4,1853,1429,2600,110,348,78,100,33.4,1.59,271,275,0.23,23.0,0.00,20.5,3.0,0.0,0.0,0,0.9,1,34:24,8.17,126,60,0,0,183,87,0
40.6,1853,1429,2600,110,353,78,100,33.4,1.59,271,275,0.23,23.0,0.00,20.5,3.0,0.0,0.0,0,0.9,1,34:24,8.17,126,60,0,0,184,87,0
40.9,1853,1429,2600,110,360,78,100,33.4,1.59,271,275,0.23,22.9,0.00,20.4,3.0,0.1,0.0,0,0.9,1,34:24,8.17,126,60,0,0,184,87,0
41.1,1853,1429,2600,110,364,78,100,33.4,1.59,271,276,0.23,22.9,0.00,20.4,3.0,0.1,0.0,0,0.9,1,34:23,8.17,126,60,0,0,184,88,0
41.4,1853,1428,2600,110,371,78,100,33.4,1.59,271,276,0.23,22.8,0.28,20.3,3.0,0.1,0.0,0,0.9,1,34:23,8.17,126,60,0,0,184,88,0
41.6,1853,1428,2600,110,376,78,100,33.4,1.59,271,276,0.23,22.8,0.28,20.3,3.0,0.2,0.0,0,0.9,1,34:23,8.17,126,60,0,0,185,88,0
41.9,1853,1428,2600,110,382,78,100,33.4,1.59,271,276,0.23,22.8,0.28,20.3,3.0,0.2,0.0,0,0.9,1,34:23,8.17,126,60,0,0,185,88,0
42.1,1853,1427,2600,110,387,78,100,33.4,1.59,271,276,0.23,22.8,0.28,20.3,3.0,0.2,0.0,0,0.9,1,34:22,8.17,126,60,0,0,185,88,0
42.4,1853,1427,2600,110,394,78,100,33.4,1.59,271,276,0.23,22.7,0.00,20.1,2.9,0.3,0.0,0,0.9,1,34:22,8.17,126,60,0,0,186,89,0
42.6,1853,1427,2600,110,398,78,100,33.4,1.59,271,276,0.23,22.6,0.00,20.1,3.0,0.3,0.0,0,0.9,1,34:22,8.17,126,60,0,0,186,89,0
42.9,1853,1426,2600,110,405,78,100,33.4,1.59,271,276,0.23,22.6,0.00,20.2,3.0,0.3,0.0,0,0.9,1,34:22,8.17,126,60,0,0,186,89,0
43.1,1853,1426,2600,110,410,78,100,33.5,1.59,271,276,0.23,22.6,0.00,20.2,3.1,0.3,0.0,0,0.9,1,34:21,8.17,125,60,0,0,186,89,0
43.4,1853,1425,2600,110,417,78,100,33.5,1.59,271,276,0.23,22.6,0.00,20.2,3.1,0.3,0.0,0,1.0,1,34:21,8.17,125,60,0,0,187,89,0
43.6,1853,1425,2600,110,421,78,100,33.5,1.59,271,276,0.23,22.6,0.00,20.3,3.1,0.2,0.0,0,1.0,1,34:21,8.17,125,60,0,0,187,90,0
43.9,1853,1425,2600,110,428,78,100,33.5,1.59,271,276,0.23,22.6,0.00,20.3,3.2,0.2,0.0,0,1.0,1,34:21,8.17,125,60,0,0,187,90,0
44.1,1853,1424,2600,110,432,78,100,33.5,1.59,271,277,0.23,22.7,0.00,20.4,3.2,0.2,0.0,0,1.0,1,34:20,8.17,125,60,0,0,188,90,0
44.4,1853,1424,2600,110,439,78,100,33.5,1.59,271,277,0.23,22.7,0.28,20.4,3.2,0.1,0.0,0,1.0,1,34:20,8.17,125,60,0,0,188,90,0
44.6,1853,1424,2600,110,444,78,100,33.5,1.59,271,277,0.23,22.8,0.28,20.5,3.2,0.1,0.0,0,1.0,1,34:20,8.17,125,60,0,0,188,90,0
44.9,1854,1424,2600,110,451,78,100,33.5,1.59,271,277,0.23,22.8,0.28,20.5,3.2,-0.0,0.0,0,1.0,1,34:20,8.17,125,60,0,0,188,90,0
45.2,1854,1423,2600,110,458,78,100,33.5,1.59,271,277,0.23,22.9,0.00,20.5,3.2,-0.1,0.0,0,1.0,1,34:19,8.40,125,60,0,0,189,91,0
45.4,1854,1423,2600,110,463,78,100,33.5,1.59,271,277,0.23,22.9,0.00,20.5,3.2,-0.1,0.0,0,1.0,1,34:19,8.40,125,60,0,0,189,91,0
45.7,1854,1423,2600,110,470,78,100,33.5,1.59,271,277,0.23,22.9,0.00,20.6,3.2,-0.2,0.0,0,1.0,1,34:19,8.40,125,60,0,0,189,91,0
45.9,1854,1423,2600,110,474,78,100,33.5,1.59,271,277,0.23,23.0,0.00,20.6,3.2,-0.2,0.0,0,1.0,1,34:19,8.40,125,60,0,0,190,91,0
46.2,1854,1422,2600,110,481,78,100,33.5,1.59,271,277,0.23,23.0,0.00,20.6,3.2,-0.2,0.0,0,1.0,1,34:18,8.40,125,60,0,0,190,91,0
46.4,1854,1422,2600,110,486,78,100,33.5,1.59,271,277,0.23,23.0,0.00,20.6,3.1,-0.1,0.0,0,1.0,1,34:18,8.40,125,60,0,0,190,91,0
46.7,1854,1422,2600,110,493,78,100,33.6,1.59,270,277,0.23,23.0,0.00,20.5,3.1,-0.1,0.0,0,0.9,1,34:18,8.40,125,60,0,0,191,92,0
46.9,1854,1421,2600,110,497,78,100,33.6,1.59,270,277,0.23,23.0,0.00,20.5,3.1,-0.1,0.0,0,1.0,1,34:18,8.40,125,60,0,0,191,92,0
47.2,1854,1421,2600,110,504,78,100,33.6,1.59,270,277,0.23,23.0,0.00,20.4,3.0,-0.1,0.0,0,0.9,1,34:17,8.40,125,60,0,0,191,92,0
47.4,1854,1421,2600,110,509,78,100,33.6,1.59,270,277,0.23,22.9,0.00,20.3,3.0,-0.0,0.0,0,0.9,1,34:17,8.40,125,60,0,0,191,92,0
47.7,1854,1420,2600,110,516,78,100,33.6,1.59,270,277,0.23,22.9,0.00,20.3,3.0,0.0,0.0,0,0.9,1,34:17,8.40,125,60,0,0,192,92,0
47.9,1854,1420,2600,110,520,78,100,33.6,1.59,270,277,0.23,22.8,0.00,20.2,3.0,0.0,0.0,0,0.9,1,34:17,8.40,125,60,0,0,192,92,0
48.2,1854,1420,2600,110,528,78,100,33.6,1.59,270,277,0.23,22.8,0.00,20.2,3.0,0.1,0.0,0,0.9,1,34:16,8.40,125,60,0,0,192,93,0
48.4,1854,1420,2600,110,532,78,100,33.6,1.59,270,277,0.23,22.7,0.00,20.1,3.0,0.1,0.0,0,0.9,1,34:16,8.40,125,60,0,0,192,93,0
48.7,1854,1419,2600,110,539,78,100,33.6,1.59,270,277,0.23,22.7,0.00,20.1,3.0,0.1,0.0,0,0.9,1,34:16,8.40,125,60,0,0,193,93,0
48.9,1854,1419,2600,110,544,78,100,33.6,1.59,270,278,0.23,22.6,0.00,20.1,3.0,0.1,0.0,0,0.9,1,34:16,8.40,125,60,0,0,193,93,0
49.2,1854,1418,2600,110,550,78,100,33.6,1.59,270,278,0.23,22.6,0.28,20.1,3.1,0.1,0.0,0,0.9,1,34:15,8.40,125,60,0,0,193,93,0
49.4,1854,1418,2600,110,555,78,100,33.6,1.59,270,278,0.23,22.6,0.28,20.1,3.1,0.1,0.0,0,0.9,1,34:15,8.40,125,60,0,0,193,93,0
49.7,1854,1418,2600,110,562,78,100,33.7,1.59,270,278,0.23,22.6,0.28,20.2,3.2,0.1,0.0,0,1.0,1,34:15,8.40,125,60,0,0,194,93,0
49.9,1854,1418,2600,110,567,78,100,33.7,1.59,270,278,0.23,22.6,0.28,20.2,3.2,0.1,0.0,0,1.0,1,34:15,8.40,125,60,0,0,194,93,0
50.2,1854,1417,2600,110,572,78,100,33.7,1.59,270,278,0.23,22.7,0.00,20.3,3.2,0.1,0.0,0,1.0,1,34:14,8.07,124,60,0,0,194,94,0
50.4,1854,1417,2600,110,577,78,100,33.7,1.59,270,278,0.23,22.7,0.00,20.3,3.2,0.1,0.0,0,1.0,1,34:14,8.07,124,60,0,0,194,94,0
50.7,1854,1417,2600,110,585,78,100,33.7,1.59,270,278,0.23,22.8,0.00,20.4,3.2,0.1,0.0,0,1.0,1,34:14,8.07,124,60,0,0,195,94,0
50.9,1854,1416,2600,110,589,78,100,33.7,1.59,270,278,0.23,22.8,0.00,20.4,3.2,0.1,0.0,0,1.0,1,34:14,8.07,124,60,0,0,195,94,0
51.2,1854,1416,2600,110,596,78,100,33.7,1.59,270,278,0.23,22.8,0.00,20.4,3.2,0.2,0.0,0,1.0,1,34:13,8.42,124,60,0,0,195,94,0
51.4,1854,1416,2600,110,600,78,100,33.7,1.59,270,278,0.23,22.9,0.00,20.4,3.2,0.1,0.0,0,1.0,1,34:13,8.42,124,60,0,0,196,94,0
51.6,1854,1416,2600,110,605,78,100,33.7,1.59,270,278,0.23,22.9,0.00,20.4,3.2,0.1,0.0,0,1.0,1,34:13,8.42,124,60,0,0,196,94,0
51.9,1854,1415,2600,110,611,78,100,33.7,1.59,270,278,0.23,22.9,0.00,20.4,3.2,0.1,0.0,0,1.0,1,34:13,8.42,124,60,0,0,196,94,0
52.1,1854,1415,2600,110,617,78,100,33.7,1.59,270,278,0.23,22.9,0.00,20.4,3.1,0.1,0.0,0,1.0,1,34:12,8.42,124,60,0,0,196,94,0
52.4,1854,1415,2600,110,623,78,100,33.7,1.59,270,278,0.23,22.9,0.00,20.4,3.1,0.1,0.0,0,0.9,1,34:12,8.42,124,60,0,0,197,95,0
52.6,1854,1414,2600,110,628,78,100,33.7,1.59,270,278,0.23,22.9,0.00,20.3,3.1,0.1,0.0,0,0.9,1,34:12,8.42,124,60,0,0,197,95,0
52.9,1854,1414,2600,110,635,78,100,33.8,1.59,270,279,0.23,22.9,0.00,20.3,3.1,0.0,0.0,0,0.9,1,34:12,8.42,124,60,0,0,197,95,0
53.1,1854,1414,2600,110,639,78,100,33.8,1.59,270,279,0.23,22.9,0.00,20.3,3.1,0.0,0.0,0,0.9,1,34:11,8.42,124,60,0,0,197,95,0
53.4,1854,1413,2600,110,647,78,100,33.8,1.59,270,279,0.23,22.9,0.28,20.3,3.1,-0.0,0.0,0,0.9,1,34:11,8.08,124,60,0,0,198,95,0
53.6,1854,1413,2600,110,651,78,100,33.8,1.59,270,279,0.23,22.9,0.28,20.3,3.1,-0.0,0.0,0,0.9,1,34:11,8.08,124,60,0,0,198,95,0
53.9,1854,1413,2600,110,658,78,100,33.8,1.59,270,279,0.23,22.8,0.28,20.2,3.1,-0.0,0.0,0,0.9,1,34:11,8.08,124,60,0,0,198,95,0
54.1,1854,1413,2600,110,663,78,100,33.8,1.59,270,279,0.23,22.8,0.28,20.2,3.1,0.0,0.0,0,0.9,1,34:10,8.08,124,60,0,0,198,95,0
54.5,1854,1412,2600,110,669,78,100,33.8,1.59,270,279,0.23,22.8,0.00,20.2,3.1,0.0,0.0,0,0.9,1,34:10,8.58,124,60,0,0,199,95,0
54.7,1854,1412,2600,110,674,78,100,33.8,1.59,270,279,0.23,22.8,0.00,20.2,3.1,0.0,0.0,0,1.0,1,34:10,8.58,124,60,0,0,199,95,0
55.0,1854,1412,2600,110,681,78,100,33.8,1.59,270,279,0.23,22.8,0.00,20.3,3.2,0.1,0.0,0,1.0,1,34:09,8.58,124,60,0,0,199,96,0
55.2,1854,1412,2600,110,686,78,100,33.8,1.59,270,279,0.23,22.8,0.00,20.3,3.2,0.1,0.0,0,1.0,1,34:09,8.58,124,60,0,0,199,96,0
55.5,1854,1411,2600,110,693,78,100,33.8,1.59,270,279,0.23,22.8,0.00,20.3,3.2,0.1,0.0,0,1.0,1,34:09,8.17,124,60,0,0,200,96,0
55.7,1854,1411,2600,110,697,78,100,33.8,1.59,270,279,0.23,22.9,0.00,20.4,3.2,0.1,0.0,0,1.0,1,34:09,8.17,124,60,0,0,200,96,0
56.0,1854,1411,2600,110,704,78,100,33.8,1.59,270,279,0.23,22.9,0.00,20.4,3.2,0.1,0.0,0,1.0,1,34:08,8.17,124,60,0,0,200,96,0
56.2,1854,1411,2600,110,709,78,100,33.8,1.59,270,279,0.23,22.9,0.00,20.4,3.2,0.1,0.0,0,1.0,1,34:08,8.17,124,60,0,0,200,96,0
56.5,1854,1410,2600,110,716,78,100,33.9,1.59,270,279,0.23,23.0,0.00,20.4,3.2,0.1,0.0,0,1.0,1,34:08,8.44,124,60,0,0,201,96,0
56.7,1854,1410,2600,110,720,78,100,33.9,1.59,270,279,0.23,23.0,0.00,20.4,3.2,0.0,0.0,0,1.0,1,34:08,8.44,124,60,0,0,201,96,0
57.0,1854,1410,2600,110,727,78,100,33.9,1.59,270,279,0.23,23.0,0.00,20.4,3.2,0.0,0.0,0,1.0,1,34:07,8.44,124,60,0,0,201,96,0
57.2,1854,1410,2600,110,731,78,100,33.9,1.59,270,279,0.23,23.0,0.00,20.4,3.1,0.0,0.0,0,0.9,1,34:07,8.44,124,60,0,0,201,96,0
57.4,1854,1409,2600,110,737,78,100,33.9,1.59,270,279,0.23,23.0,0.00,20.4,3.1,-0.0,0.0,0,0.9,1,34:07,8.21,124,60,0,0,201,96,0
57.7,1854,1409,2600,110,743,78,100,33.9,1.59,270,279,0.23,23.0,0.00,20.3,3.1,-0.0,0.0,0,0.9,1,34:07,8.21,123,60,0,0,202,96,0
57.9,1855,1409,2600,110,748,78,100,33.9,1.59,270,279,0.23,23.0,0.00,20.3,3.0,-0.0,0.0,0,0.9,1,34:07,8.21,123,60,0,0,202,96,0
58.2,1855,1408,2600,110,755,78,100,33.9,1.59,270,280,0.23,22.9,0.00,20.2,3.0,-0.0,0.0,0,0.9,1,34:06,8.21,123,60,0,0,202,97,0
58.4,1855,1408,2600,110,760,78,100,33.9,1.59,270,280,0.23,22.8,0.27,20.1,3.0,-0.1,0.0,0,0.9,1,34:06,8.21,123,60,0,0,202,97,0
58.7,1855,1408,2600,110,766,78,100,33.9,1.59,269,280,0.23,22.8,0.27,20.1,3.0,-0.1,0.0,0,0.9,1,34:06,8.21,123,60,0,0,203,97,0
58.9,1855,1408,2600,110,770,78,100,33.9,1.59,269,280,0.23,22.7,0.27,20.0,3.0,-0.1,0.0,0,0.9,1,34:06,8.21,123,60,0,0,203,97,0
59.2,1855,1407,2600,110,778,78,100,33.9,1.59,269,280,0.23,22.7,0.27,20.0,3.0,-0.1,0.0,0,0.9,1,34:05,8.21,123,60,0,0,203,97,0
59.4,1855,1407,2600,110,782,78,100,34.0,1.59,270,280,0.23,22.6,0.00,19.9,3.0,-0.1,0.0,0,0.9,1,34:05,8.21,123,60,0,0,203,97,0
59.7,1855,1406,2600,110,789,78,100,34.0,1.59,270,280,0.23,22.6,0.00,19.9,3.1,-0.1,0.0,0,0.9,1,34:05,8.21,123,60,0,0,204,97,0
59.9,1855,1406,2600,110,794,78,100,34.0,1.59,270,280,0.23,22.6,0.00,20.0,3.1,-0.2,0.0,0,0.9,1,34:05,8.21,123,60,0,0,204,97,0
60.2,1855,1406,2600,110,800,78,100,34.0,1.59,270,280,0.23,22.5,0.00,20.0,3.2,-0.2,0.0,0,0.9,1,34:04,8.21,123,60,0,0,204,97,0
60.4,1855,1406,2600,110,805,78,100,34.0,1.59,270,280,0.23,22.6,0.00,20.0,3.2,-0.2,0.0,0,1.0,1,34:04,8.21,123,60,0,0,204,97,0
60.7,1855,1405,2600,110,812,78,100,34.0,1.59,270,280,0.23,22.6,0.00,20.1,3.2,-0.2,0.0,0,1.0,1,34:04,8.21,123,60,0,0,205,97,0
60.9,1855,1405,2600,110,816,78,100,34.0,1.59,270,280,0.23,22.6,0.00,20.1,3.2,-0.2,0.0,0,1.0,1,34:04,8.21,123,60,0,0,205,97,0
61.2,1855,1405,2600,110,823,78,100,34.0,1.59,270,280,0.23,22.6,0.00,20.1,3.3,-0.1,0.0,0,1.0,1,34:03,8.21,123,60,0,0,205,97,0
61.4,1855,1404,2600,110,828,78,100,34.0,1.59,270,281,0.23,22.7,0.27,20.2,3.3,-0.1,0.0,0,1.0,1,34:03,8.21,123,60,0,0,205,97,0
61.7,1855,1404,2600,110,834,78,100,34.0,1.59,269,281,0.23,22.7,0.27,20.2,3.3,0.0,0.0,0,1.0,1,34:03,8.21,123,60,0,0,205,97,0
61.9,1855,1403,2600,110,839,78,100,34.0,1.59,269,281,0.23,22.7,0.27,20.1,3.2,0.0,0.0,0,0.9,1,34:03,8.21,123,60,0,0,206,97,0
62.2,1855,1403,2600,110,846,78,100,34.0,1.59,269,281,0.23,22.7,0.27,20.0,3.1,0.1,0.0,0,0.9,1,34:02,8.21,123,60,0,0,206,98,0
62.4,1855,1403,2600,110,851,78,100,34.0,1.59,269,281,0.23,22.7,0.00,20.0,3.1,0.1,0.0,0,0.9,1,34:02,8.21,123,60,0,0,206,98,0
62.7,1855,1402,2600,110,858,78,100,34.1,1.59,269,281,0.23,22.7,0.00,20.0,3.1,0.2,0.0,0,0.9,1,34:02,8.21,123,60,0,0,206,98,0
62.9,1855,1402,2600,110,862,78,100,34.1,1.59,269,281,0.23,22.7,0.00,20.0,3.1,0.2,0.0,0,0.9,1,34:02,8.21,123,60,0,0,207,98,0
63.2,1855,1402,2600,110,869,78,100,34.1,1.59,269,281,0.23,22.7,0.00,20.0,3.2,0.2,0.0,0,1.0,1,34:01,8.21,123,60,0,0,207,98,0
63.4,1855,1402,2600,110,873,78,100,34.1,1.59,269,281,0.23,22.7,0.00,20.1,3.2,0.2,0.0,0,1.0,1,34:01,8.21,123,60,0,0,207,98,0
63.7,1855,1401,2600,110,880,78,100,34.1,1.59,269,281,0.23,22.7,0.00,20.1,3.3,0.2,0.0,0,1.0,1,34:01,8.21,123,60,0,0,207,98,0
63.9,1855,1401,2600,110,885,78,100,34.1,1.59,269,281,0.23,22.7,0.00,20.2,3.3,0.2,0.0,0,1.0,1,34:01,8.21,123,60,0,0,207,98,0
64.1,1855,1401,2600,110,889,78,100,34.1,1.59,269,281,0.23,22.7,0.00,20.2,3.3,0.2,0.0,0,1.0,1,34:00,8.21,123,60,0,0,208,98,0
64.4,1855,1401,2600,110,897,78,100,34.1,1.59,269,281,0.23,22.8,0.00,20.3,3.3,0.1,0.0,0,1.0,1,34:00,8.21,123,60,0,0,208,98,0
64.6,1855,1400,2600,110,901,78,100,34.1,1.59,269,281,0.23,22.8,0.00,20.3,3.3,0.1,0.0,0,1.0,1,34:00,8.21,123,60,0,0,208,98,0
64.9,1855,1400,2600,110,908,78,100,34.1,1.59,269,281,0.23,22.9,0.00,20.4,3.3,0.0,0.0,0,1.0,1,34:00,8.21,122,60,0,0,208,98,0
65.1,1855,1400,2600,110,912,78,100,34.1,1.59,269,281,0.23,23.0,0.00,20.4,3.3,-0.0,0.0,0,1.0,1,33:59,8.21,122,60,0,0,208,98,0
65.4,1855,1400,2600,110,919,78,100,34.1,1.59,269,281,0.23,23.0,0.00,20.4,3.3,-0.0,0.0,0,1.0,1,33:59,8.21,122,60,0,0,209,98,0
65.6,1855,1400,2600,110,924,78,100,34.1,1.59,269,281,0.23,23.1,0.00,20.4,3.3,-0.0,0.0,0,1.0,1,33:59,8.21,122,60,0,0,209,98,0
65.9,1855,1399,2600,110,930,78,100,34.1,1.59,269,281,0.23,23.1,0.00,20.4,3.2,-0.0,0.0,0,1.0,1,33:59,8.21,122,60,0,0,209,98,0
66.1,1855,1399,2600,110,935,78,100,34.1,1.59,269,281,0.23,23.1,0.00,20.4,3.2,-0.0,0.0,0,0.9,1,33:58,8.21,122,60,0,0,209,98,0
66.4,1855,1399,2600,110,943,78,100,34.2,1.59,269,282,0.23,23.1,0.28,20.3,3.2,0.0,0.0,0,0.9,1,33:58,8.43,122,60,0,0,210,98,0
66.6,1855,1399,2600,110,947,78,100,34.2,1.59,269,282,0.23,23.1,0.28,20.3,3.2,0.0,0.0,0,0.9,1,33:58,8.43,122,60,0,0,210,98,0
66.9,1855,1398,2600,110,954,78,100,34.2,1.59,269,282,0.23,23.1,0.28,20.3,3.1,0.1,0.0,0,0.9,1,33:57,8.43,122,60,0,0,210,98,0
67.1,1855,1398,2600,110,959,78,100,34.2,1.59,269,282,0.23,23.0,0.28,20.2,3.1,0.1,0.0,0,0.9,1,33:57,8.43,122,60,0,0,210,98,0
67.4,1855,1398,2600,110,966,78,100,34.2,1.59,269,282,0.23,23.0,0.00,20.2,3.1,0.1,0.0,0,0.9,1,33:57,8.43,122,60,0,0,210,99,0
67.6,1855,1398,2600,110,970,78,100,34.2,1.59,269,282,0.23,23.0,0.00,20.1,3.1,0.1,0.0,0,0.9,1,33:57,8.43,122,60,0,0,211,99,0
67.9,1855,1397,2600,110,978,78,100,34.2,1.59,269,282,0.23,22.9,0.00,20.1,3.1,0.1,0.0,0,0.9,1,33:56,8.43,122,60,0,0,211,99,0
68.1,1855,1397,2600,110,982,78,100,34.2,1.59,269,282,0.23,22.9,0.00,20.1,3.1,0.0,0.0,0,0.9,1,33:56,8.43,122,60,0,0,211,99,0
68.4,1855,1397,2600,110,989,78,100,34.2,1.59,269,282,0.23,22.8,0.00,20.1,3.1,0.0,0.0,0,0.9,1,33:56,8.43,122,60,0,0,211,99,0
68.6,1855,1397,2600,110,993,78,100,34.2,1.59,269,282,0.23,22.8,0.00,20.1,3.1,0.0,0.0,0,0.9,1,33:56,8.43,122,60,0,0,211,99,0
68.9,1855,1396,2600,110,1000,78,100,34.2,1.59,269,282,0.23,22.8,0.00,20.0,3.1,-0.0,0.0,0,0.9,1,33:55,8.43,122,60,0,0,212,99,0
69.1,1855,1396,2600,110,1005,78,100,34.2,1.59,269,282,0.23,22.7,0.00,20.0,3.1,-0.0,0.0,0,0.9,1,33:55,8.43,122,60,0,0,212,99,0
69.4,1855,1396,2600,110,1012,78,100,34.3,1.59,269,282,0.23,22.7,0.00,19.9,3.1,-0.1,0.0,0,0.9,1,33:55,8.21,122,60,0,0,212,99,0
69.6,1855,1395,2600,110,1016,78,100,34.3,1.59,269,282,0.23,22.6,0.00,19.8,3.0,-0.1,0.0,0,0.9,1,33:55,8.21,122,60,0,0,212,99,0
69.9,1854,1394,2600,110,1023,78,100,34.3,1.59,269,282,0.23,22.6,0.00,19.8,3.0,-0.1,0.0,0,0.9,1,33:54,8.21,122,60,0,0,212,99,0
70.1,1853,1393,2600,110,1028,78,100,34.3,1.59,269,282,0.23,22.5,0.00,19.7,3.0,-0.1,0.0,0,0.9,1,33:54,8.21,122,60,0,0,213,99,0
70.4,1852,1392,2600,110,1034,78,100,34.3,1.59,269,282,0.23,22.4,0.00,19.7,3.0,-0.1,0.0,0,0.9,1,33:54,8.42,122,60,0,0,213,99,0
70.6,1851,1391,2600,110,1039,78,100,34.3,1.59,269,283,0.23,22.4,0.00,19.6,3.0,-0.1,0.0,0,0.9,1,33:54,8.42,122,60,0,0,213,99,0
70.9,1849,1389,2600,110,1046,78,100,34.3,1.59,269,283,0.23,22.3,0.00,19.6,3.1,-0.1,0.0,0,0.9,1,33:53,8.42,122,60,0,0,213,99,0
71.1,1848,1388,2600,110,1050,78,100,34.3,1.59,269,283,0.23,22.3,0.00,19.6,3.1,-0.1,0.0,0,0.9,1,33:53,8.42,122,60,0,0,213,99,0
71.3,1847,1387,2600,110,1055,78,100,34.3,1.59,269,283,0.23,22.3,0.28,19.6,3.2,-0.1,0.0,0,0.9,1,33:53,8.42,122,60,0,0,214,99,0
71.6,1846,1386,2600,110,1062,78,100,34.3,1.58,269,283,0.23,22.3,0.28,19.7,3.2,-0.1,0.0,0,1.0,1,33:53,8.42,122,60,0,0,214,99,0
71.8,1845,1385,2600,110,1065,78,100,34.3,1.58,269,283,0.23,22.3,0.28,19.7,3.2,-0.0,0.0,0,1.0,1,33:53,8.42,122,60,0,0,214,99,0
72.1,1843,1384,2600,110,1073,78,100,34.3,1.58,269,283,0.23,22.3,0.28,19.7,3.2,-0.0,0.0,0,1.0,1,33:52,8.42,121,60,0,0,214,99,0
72.3,1842,1383,2600,110,1077,78,100,34.3,1.58,269,283,0.23,22.3,0.00,19.7,3.2,0.0,0.0,0,1.0,1,33:52,8.42,121,60,0,0,214,99,0
72.6,1841,1381,2600,110,1084,78,100,34.3,1.58,269,283,0.23,22.3,0.00,19.7,3.2,0.0,0.0,0,1.0,1,33:52,8.42,121,60,0,0,215,99,0
72.8,1840,1380,2600,110,1089,78,100,34.3,1.58,269,283,0.23,22.3,0.00,19.7,3.2,0.0,0.0,0,1.0,1,33:52,8.42,121,60,0,0,215,99,0
73.1,1839,1379,2600,110,1095,78,100,34.3,1.58,269,284,0.23,22.3,0.00,19.7,3.2,0.1,0.0,0,1.0,1,33:51,8.42,121,60,0,0,215,99,0
73.3,1838,1378,2600,110,1099,78,100,34.3,1.58,269,284,0.23,22.3,0.28,19.6,3.2,0.1,0.0,0,0.9,1,33:51,8.42,121,60,0,0,215,99,0
73.6,1836,1377,2600,110,1106,78,100,34.3,1.58,269,284,0.23,22.3,0.28,19.6,3.2,0.1,0.0,0,0.9,1,33:51,8.42,121,60,0,0,215,99,0
73.8,1835,1376,2600,110,1111,78,100,34.3,1.58,269,284,0.23,22.3,0.28,19.6,3.2,0.0,0.0,0,0.9,1,33:51,8.42,121,60,0,0,216,99,0
74.1,1834,1375,2600,110,1117,78,100,34.3,1.57,269,284,0.23,22.3,0.28,19.6,3.2,0.0,0.0,0,1.0,1,33:50,8.42,121,60,0,0,216,99,0
74.3,1833,1373,2600,110,1122,78,100,34.3,1.57,269,284,0.23,22.2,0.00,19.5,3.1,0.0,0.0,0,0.9,1,33:50,8.42,121,60,0,0,216,99,0
