"Time, s","Power, hp","Thrust, kg",RPM,"Throttle, %","Altitude, m","Propeller efficiency, %","Propeller pitch, %","Propeller pitch, deg","Manifold pressure, atm","IAS, km/h","TAS, km/h",Mach number,"Climb, m/s","Acceleration, m/s^2","Pitch angle, deg","AoA, deg","AoS, deg","Turn, s","Turn radius, m","Load factor, g",Supercharger gear,"WEP remain, m:s","Fuel consumption, kg/min","Mass of Fuel, kg","Mixture, %","Radiator, %","Oil radiator, %","Engine temperature, deg C","Oil temperature, deg C","Water temperature, deg C"
402.3,1375,783,2600,110,7254,82,100,41.4,1.31,268,392,0.35,12.8,0.00,10.2,3.5,0.0,0.0,0,1.0,2,27:19,5.67,75,60,0,0,245,96,0
402.6,1374,782,2600,110,7257,82,100,41.4,1.31,269,393,0.35,12.8,0.00,10.2,3.5,-0.0,0.0,0,1.0,2,27:18,5.67,74,60,0,0,245,96,0
402.8,1374,782,2600,110,7260,82,100,41.4,1.31,269,393,0.35,12.8,0.00,10.2,3.5,-0.1,0.0,0,1.0,2,27:18,5.67,74,60,0,0,245,96,0
403.1,1373,781,2600,110,7264,82,100,41.4,1.30,269,393,0.35,12.7,0.00,10.2,3.5,-0.1,0.0,0,1.0,2,27:18,5.67,74,60,0,0,245,96,0
403.3,1373,781,2600,110,7266,82,100,41.4,1.30,269,393,0.35,12.7,0.28,10.2,3.5,-0.1,0.0,0,1.0,2,27:18,5.67,74,60,0,0,245,96,0
403.6,1372,781,2600,110,7270,82,100,41.4,1.30,269,393,0.35,12.7,0.28,10.2,3.5,-0.1,0.0,0,1.0,2,27:17,5.67,74,60,0,0,245,96,0
403.8,1372,780,2600,110,7273,82,100,41.4,1.30,269,393,0.35,12.7,0.28,10.3,3.6,-0.1,0.0,0,1.0,2,27:17,5.67,74,60,0,0,245,96,0
404.1,1371,780,2600,110,7277,82,100,41.4,1.30,269,393,0.35,12.7,0.28,10.3,3.6,-0.1,0.0,0,1.0,2,27:17,5.67,74,60,0,0,245,96,0
404.3,1371,779,2600,110,7280,82,100,41.4,1.30,269,393,0.35,12.8,0.00,10.3,3.6,-0.1,0.0,0,1.0,2,27:17,5.67,74,60,0,0,245,96,0
404.6,1370,779,2600,110,7283,82,100,41.4,1.30,269,393,0.35,12.8,0.00,10.3,3.6,-0.1,0.0,0,1.0,2,27:16,5.67,74,60,0,0,245,95,0
404.8,1369,778,2600,110,7286,82,100,41.4,1.30,269,393,0.35,12.8,0.00,10.3,3.6,-0.1,0.0,0,1.0,2,27:16,5.67,74,60,0,0,245,95,0
405.1,1369,778,2600,110,7290,82,100,41.4,1.30,269,394,0.35,12.8,0.00,10.3,3.6,-0.1,0.0,0,1.0,2,27:16,5.67,74,60,0,0,245,95,0
405.3,1368,777,2600,110,7292,82,100,41.4,1.30,269,394,0.35,12.8,0.28,10.4,3.6,-0.0,0.0,0,1.0,2,27:16,5.67,74,60,0,0,245,95,0
405.6,1368,777,2600,110,7296,82,100,41.4,1.30,269,394,0.35,12.9,0.28,10.4,3.6,-0.0,0.0,0,1.0,2,27:15,5.67,74,60,0,0,245,95,0
405.8,1367,776,2600,110,7299,82,100,41.4,1.30,269,394,0.35,12.9,0.28,10.4,3.6,-0.0,0.0,0,1.0,2,27:15,5.67,74,60,0,0,245,95,0
406.1,1366,776,2600,110,7303,82,100,41.4,1.30,269,394,0.35,12.9,0.28,10.4,3.6,0.0,0.0,0,1.0,2,27:15,5.67,74,60,0,0,245,95,0
406.3,1366,775,2600,110,7305,82,100,41.4,1.30,269,394,0.35,12.9,0.00,10.3,3.6,0.0,0.0,0,1.0,2,27:15,5.67,74,60,0,0,245,95,0
406.6,1365,775,2600,110,7309,82,100,41.4,1.30,269,394,0.35,12.9,0.00,10.3,3.5,0.1,0.0,0,1.0,2,27:14,5.67,74,60,0,0,245,95,0
406.8,1365,775,2600,110,7312,82,100,41.4,1.30,269,394,0.35,12.9,0.00,10.3,3.5,0.1,0.0,0,1.0,2,27:14,5.67,74,60,0,0,245,95,0
407.1,1364,774,2600,110,7315,82,100,41.4,1.30,269,394,0.35,12.9,0.00,10.3,3.5,0.1,0.0,0,1.0,2,27:14,5.67,74,60,0,0,245,95,0
407.3,1364,774,2600,110,7318,82,100,41.4,1.30,269,394,0.35,12.9,0.00,10.2,3.5,0.1,0.0,0,1.0,2,27:14,5.51,74,60,0,0,245,95,0
407.5,1363,773,2600,110,7321,82,100,41.4,1.30,269,394,0.35,12.9,0.00,10.2,3.5,0.2,0.0,0,1.0,2,27:14,5.51,74,60,0,0,245,95,0
407.8,1363,773,2600,110,7325,82,100,41.4,1.29,269,395,0.35,12.9,0.00,10.2,3.5,0.2,0.0,0,1.0,2,27:13,5.51,74,60,0,0,245,95,0
408,1362,772,2600,110,7327,82,100,41.4,1.29,269,395,0.35,12.8,0.00,10.2,3.5,0.2,0.0,0,1.0,2,27:13,5.51,74,60,0,0,246,95,0
408.3,1362,772,2600,110,7331,82,100,41.4,1.29,269,395,0.35,12.8,0.28,10.2,3.5,0.2,0.0,0,1.0,2,27:13,5.51,74,60,0,0,246,95,0
408.5,1361,771,2600,110,7334,82,100,41.4,1.29,269,395,0.35,12.8,0.28,10.2,3.5,0.1,0.0,0,1.0,2,27:12,5.51,74,60,0,0,246,95,0
408.8,1360,771,2600,110,7338,82,100,41.4,1.29,269,395,0.35,12.8,0.28,10.3,3.6,0.1,0.0,0,1.0,2,27:12,5.51,74,60,0,0,246,95,0
409,1360,771,2600,110,7340,82,100,41.4,1.29,269,395,0.35,12.8,0.28,10.3,3.6,0.1,0.0,0,1.0,2,27:12,5.51,74,60,0,0,246,95,0
409.3,1359,770,2600,110,7344,82,100,41.4,1.29,269,395,0.35,12.9,0.00,10.3,3.6,0.0,0.0,0,1.0,2,27:12,5.51,74,60,0,0,246,95,0
409.5,1359,770,2600,110,7346,82,100,41.4,1.29,269,395,0.35,12.9,0.00,10.3,3.6,0.0,0.0,0,1.0,2,27:11,5.51,74,60,0,0,246,95,0
409.8,1358,769,2600,110,7350,82,100,41.4,1.29,269,395,0.35,12.9,0.00,10.4,3.6,-0.0,0.0,0,1.0,2,27:11,5.51,74,60,0,0,246,95,0
410,1358,769,2600,110,7353,82,100,41.4,1.29,269,395,0.35,12.9,0.00,10.4,3.6,-0.1,0.0,0,1.0,2,27:11,5.51,74,60,0,0,246,95,0
410.3,1357,768,2600,110,7357,82,100,41.4,1.29,269,395,0.35,13.0,0.00,10.4,3.6,-0.1,0.0,0,1.0,2,27:11,5.51,74,60,0,0,246,95,0
410.5,1356,768,2600,110,7360,82,100,41.4,1.29,269,395,0.35,13.0,0.00,10.4,3.6,-0.1,0.0,0,1.0,2,27:10,5.51,74,60,0,0,246,95,0
410.8,1356,767,2600,110,7364,82,100,41.4,1.29,269,396,0.35,13.0,0.00,10.4,3.6,-0.1,0.0,0,1.0,2,27:10,5.51,74,60,0,0,246,95,0
411,1355,767,2600,110,7366,82,100,41.4,1.29,269,396,0.35,13.1,0.00,10.4,3.6,-0.1,0.0,0,1.0,2,27:10,5.51,74,60,0,0,246,95,0
411.3,1355,767,2600,110,7370,82,100,41.4,1.29,269,396,0.35,13.1,0.28,10.4,3.5,-0.1,0.0,0,1.0,2,27:10,5.51,74,60,0,0,246,95,0
411.5,1354,766,2600,110,7373,82,100,41.4,1.29,269,396,0.35,13.1,0.28,10.4,3.5,-0.1,0.0,0,1.0,2,27:09,5.51,74,60,0,0,246,95,0
411.8,1353,766,2600,110,7377,82,100,41.5,1.29,269,396,0.35,13.1,0.28,10.3,3.5,-0.1,0.0,0,1.0,2,27:09,5.51,74,60,0,0,246,95,0
412,1353,765,2600,110,7380,82,100,41.5,1.29,269,396,0.35,13.0,0.28,10.3,3.5,-0.1,0.0,0,1.0,2,27:09,5.51,74,60,0,0,246,95,0
412.3,1352,765,2600,110,7383,82,100,41.5,1.29,269,396,0.35,13.0,0.00,10.2,3.4,-0.1,0.0,0,1.0,2,27:09,5.51,74,60,0,0,246,95,0
412.5,1352,765,2600,110,7386,82,100,41.5,1.28,269,396,0.35,13.0,0.00,10.2,3.4,-0.0,0.0,0,1.0,2,27:08,5.51,74,60,0,0,246,95,0
412.8,1351,764,2600,110,7390,82,100,41.5,1.28,269,396,0.35,12.9,0.00,10.2,3.4,-0.0,0.0,0,1.0,2,27:08,5.51,74,60,0,0,246,95,0
413,1351,764,2600,110,7392,82,100,41.5,1.28,269,396,0.35,12.9,0.00,10.2,3.4,-0.0,0.0,0,1.0,2,27:08,5.51,74,60,0,0,246,95,0
413.3,1350,763,2600,110,7397,82,100,41.5,1.28,269,396,0.35,12.8,0.00,10.1,3.4,0.0,0.0,0,1.0,2,27:08,5.51,73,60,0,0,246,95,0
413.5,1350,763,2600,110,7399,82,100,41.5,1.28,269,396,0.35,12.8,0.00,10.1,3.4,0.0,0.0,0,1.0,2,27:07,5.51,73,60,0,0,246,95,0
413.8,1349,762,2600,110,7403,82,100,41.5,1.28,269,396,0.35,12.8,0.00,10.1,3.4,0.1,0.0,0,1.0,2,27:07,5.51,73,60,0,0,246,95,0
414,1348,762,2600,110,7405,82,100,41.5,1.28,269,396,0.35,12.7,0.00,10.1,3.5,0.1,0.0,0,1.0,2,27:07,5.51,73,60,0,0,246,95,0
414.3,1348,761,2600,110,7409,82,100,41.5,1.28,269,397,0.35,12.7,0.00,10.1,3.5,0.1,0.0,0,1.0,2,27:07,5.51,73,60,0,0,246,95,0
414.5,1347,761,2600,110,7412,82,100,41.5,1.28,269,397,0.35,12.7,0.00,10.1,3.5,0.1,0.0,0,1.0,2,27:06,5.51,73,60,0,0,246,95,0
414.7,1347,761,2600,110,7414,82,100,41.5,1.28,269,397,0.35,12.7,0.00,10.2,3.5,0.1,0.0,0,1.0,2,27:06,5.51,73,60,0,0,246,95,0
415,1346,760,2600,110,7418,82,100,41.5,1.28,269,397,0.35,12.7,0.00,10.2,3.6,0.1,0.0,0,1.0,2,27:06,5.51,73,60,0,0,246,95,0
415.2,1346,760,2600,110,7421,82,100,41.5,1.28,269,397,0.35,12.7,0.28,10.2,3.6,0.1,0.0,0,1.0,2,27:06,5.51,73,60,0,0,246,95,0
415.5,1345,759,2600,110,7424,82,100,41.5,1.28,269,397,0.35,12.7,0.28,10.2,3.5,0.0,0.0,0,1.0,2,27:05,5.51,73,60,0,0,246,95,0
415.7,1345,759,2600,110,7427,82,100,41.5,1.28,269,397,0.35,12.7,0.28,10.1,3.5,0.0,0.0,0,1.0,2,27:05,5.51,73,60,0,0,246,95,0
416,1344,759,2600,110,7431,82,100,41.5,1.28,269,397,0.35,12.7,0.28,10.1,3.5,-0.0,0.0,0,1.0,2,27:05,5.51,73,60,0,0,246,95,0
416.2,1344,758,2600,110,7434,82,100,41.5,1.28,269,397,0.35,12.7,0.00,10.0,3.4,-0.0,0.0,0,1.0,2,27:05,5.51,73,60,0,0,246,95,0
416.5,1343,758,2600,110,7437,82,100,41.5,1.28,269,397,0.35,12.6,0.00,10.0,3.4,-0.0,0.0,0,1.0,2,27:04,5.51,73,60,0,0,246,95,0
416.7,1342,757,2600,110,7440,82,100,41.5,1.28,269,397,0.35,12.6,0.00,10.0,3.4,-0.1,0.0,0,1.0,2,27:04,5.51,73,60,0,0,246,95,0
417,1342,757,2600,110,7444,82,100,41.5,1.28,269,397,0.35,12.5,0.00,9.9,3.4,-0.1,0.0,0,1.0,2,27:04,5.51,73,60,0,0,246,95,0
417.2,1341,756,2600,110,7447,82,100,41.5,1.27,269,397,0.35,12.5,0.00,9.9,3.4,-0.1,0.0,0,1.0,2,27:04,5.51,73,60,0,0,246,95,0
417.5,1341,756,2600,110,7450,82,100,41.5,1.27,269,398,0.36,12.4,0.00,9.9,3.4,-0.0,0.0,0,1.0,2,27:03,5.51,73,60,0,0,246,95,0
417.7,1340,756,2600,110,7452,82,100,41.5,1.27,269,398,0.36,12.4,0.00,9.9,3.4,-0.0,0.0,0,1.0,2,27:03,5.51,73,60,0,0,247,95,0
418,1340,755,2600,110,7456,82,100,41.5,1.27,269,398,0.36,12.3,0.00,9.8,3.4,-0.0,0.0,0,1.0,2,27:03,5.51,73,60,0,0,247,95,0
418.2,1339,755,2600,110,7459,82,100,41.5,1.27,269,398,0.36,12.3,0.28,9.8,3.4,0.0,0.0,0,1.0,2,27:03,5.51,73,60,0,0,247,95,0
418.5,1339,754,2600,110,7462,82,100,41.5,1.27,269,398,0.36,12.3,0.28,9.8,3.4,0.0,0.0,0,1.0,2,27:02,5.51,73,60,0,0,247,95,0
418.7,1338,754,2600,110,7465,82,100,41.5,1.27,269,398,0.36,12.2,0.28,9.8,3.4,0.1,0.0,0,1.0,2,27:02,5.51,73,60,0,0,247,95,0
419,1337,753,2600,110,7469,82,100,41.5,1.27,269,398,0.36,12.2,0.28,9.8,3.5,0.1,0.0,0,1.0,2,27:02,5.51,73,60,0,0,247,95,0
419.2,1337,753,2600,110,7471,82,100,41.5,1.27,269,398,0.36,12.2,0.00,9.8,3.5,0.1,0.0,0,1.0,2,27:02,5.51,73,60,0,0,247,95,0
419.5,1336,752,2600,110,7475,82,100,41.5,1.27,269,398,0.36,12.2,0.00,9.8,3.5,0.1,0.0,0,1.0,2,27:01,5.51,73,60,0,0,247,95,0
419.7,1336,752,2600,110,7477,82,100,41.5,1.27,269,399,0.36,12.2,0.00,9.9,3.6,0.1,0.0,0,1.0,2,27:01,5.51,73,60,0,0,247,95,0
420,1335,752,2600,110,7481,82,100,41.5,1.27,269,399,0.36,12.2,0.00,9.9,3.6,0.2,0.0,0,1.0,2,27:01,5.51,73,60,0,0,247,95,0
420.2,1335,751,2600,110,7483,82,100,41.5,1.27,269,399,0.36,12.2,0.28,9.9,3.6,0.2,0.0,0,1.0,2,27:01,5.51,73,60,0,0,247,95,0
420.5,1334,751,2600,110,7487,82,100,41.5,1.27,269,399,0.36,12.3,0.28,10.0,3.6,0.2,0.0,0,1.0,2,27:00,5.51,73,60,0,0,247,95,0
420.7,1334,750,2600,110,7489,82,100,41.5,1.27,269,399,0.36,12.3,0.28,10.0,3.6,0.2,0.0,0,1.0,2,27:00,5.51,73,60,0,0,247,95,0
421,1333,750,2600,110,7493,82,100,41.5,1.27,269,399,0.36,12.3,0.28,10.0,3.6,0.1,0.0,0,1.0,2,27:00,5.51,73,60,0,0,247,95,0
421.2,1333,749,2600,110,7496,82,100,41.5,1.27,269,399,0.36,12.4,0.00,10.0,3.6,0.1,0.0,0,1.0,2,27:00,5.51,73,60,0,0,247,95,0
421.4,1332,749,2600,110,7498,82,100,41.5,1.27,269,399,0.36,12.4,0.00,10.0,3.6,0.1,0.0,0,1.0,2,27:00,5.51,73,60,0,0,247,95,0
421.7,1332,749,2600,110,7502,82,100,41.5,1.27,269,399,0.36,12.4,0.00,10.0,3.5,0.0,0.0,0,1.0,2,26:59,5.51,73,60,0,0,247,94,0
421.9,1331,748,2600,110,7505,82,100,41.5,1.27,269,399,0.36,12.4,0.00,9.9,3.5,-0.0,0.0,0,1.0,2,26:59,5.51,73,60,0,0,247,94,0
422.2,1331,748,2600,110,7508,82,100,41.5,1.26,269,399,0.36,12.4,0.00,9.9,3.5,-0.1,0.0,0,1.0,2,26:59,5.27,73,60,0,0,247,94,0
422.4,1330,748,2600,110,7511,82,100,41.5,1.26,269,399,0.36,12.4,0.00,9.9,3.5,-0.1,0.0,0,1.0,2,26:58,5.27,73,60,0,0,247,94,0
422.7,1330,747,2600,110,7514,82,100,41.5,1.26,269,400,0.36,12.4,0.00,9.9,3.5,-0.1,0.0,0,1.0,2,26:58,5.27,73,60,0,0,247,94,0
422.9,1329,747,2600,110,7517,82,100,41.5,1.26,269,400,0.36,12.3,0.00,9.8,3.4,-0.1,0.0,0,1.0,2,26:58,5.27,73,60,0,0,247,94,0
423.2,1329,746,2600,110,7521,82,100,41.6,1.26,269,400,0.36,12.3,0.28,9.8,3.4,-0.2,0.0,0,1.0,2,26:58,5.48,73,60,0,0,247,94,0
423.4,1328,746,2600,110,7523,82,100,41.6,1.26,269,400,0.36,12.3,0.28,9.8,3.4,-0.2,0.0,0,1.0,2,26:57,5.48,73,60,0,0,247,94,0
423.7,1328,745,2600,110,7527,82,100,41.6,1.26,269,400,0.36,12.2,0.28,9.8,3.5,-0.2,0.0,0,1.0,2,26:57,5.48,73,60,0,0,247,94,0
423.9,1327,745,2600,110,7529,82,100,41.6,1.26,269,400,0.36,12.2,0.28,9.8,3.5,-0.2,0.0,0,1.0,2,26:57,5.48,73,60,0,0,247,94,0
424.2,1326,744,2600,110,7533,82,100,41.6,1.26,269,400,0.36,12.2,0.00,9.8,3.5,-0.2,0.0,0,1.0,2,26:57,5.48,72,60,0,0,247,94,0
424.4,1326,744,2600,110,7535,82,100,41.6,1.26,269,400,0.36,12.2,0.00,9.8,3.5,-0.1,0.0,0,1.0,2,26:56,5.48,72,60,0,0,247,94,0
424.7,1325,744,2600,110,7539,82,100,41.6,1.26,269,400,0.36,12.2,0.00,9.8,3.6,-0.1,0.0,0,1.0,2,26:56,5.48,72,60,0,0,247,94,0
424.9,1325,743,2600,110,7542,82,100,41.6,1.26,269,400,0.36,12.2,0.00,9.9,3.6,-0.1,0.0,0,1.0,2,26:56,5.48,72,60,0,0,247,94,0
425.2,1324,743,2600,110,7545,82,100,41.6,1.26,269,400,0.36,12.3,0.00,9.9,3.6,-0.0,0.0,0,1.0,2,26:56,5.33,72,60,0,0,247,94,0
425.4,1324,743,2600,110,7548,82,100,41.6,1.26,269,400,0.36,12.3,0.00,9.9,3.6,0.0,0.0,0,1.0,2,26:55,5.33,72,60,0,0,247,94,0
425.7,1323,742,2600,110,7552,82,100,41.6,1.26,269,401,0.36,12.3,0.00,10.0,3.6,0.1,0.0,0,1.0,2,26:55,5.33,72,60,0,0,247,94,0
425.9,1323,742,2600,110,7554,82,100,41.6,1.26,269,401,0.36,12.3,0.00,10.0,3.6,0.1,0.0,0,1.0,2,26:55,5.33,72,60,0,0,247,94,0
426.2,1322,741,2600,110,7558,82,100,41.6,1.26,269,401,0.36,12.4,0.28,10.0,3.6,0.1,0.0,0,1.0,2,26:55,5.33,72,60,0,0,247,94,0
426.4,1322,741,2600,110,7560,82,100,41.6,1.26,269,401,0.36,12.4,0.28,10.0,3.6,0.1,0.0,0,1.0,2,26:54,5.33,72,60,0,0,247,94,0
426.7,1321,740,2600,110,7564,82,100,41.6,1.26,269,401,0.36,12.4,0.28,10.0,3.6,0.1,0.0,0,1.0,2,26:54,5.33,72,60,0,0,247,94,0
426.9,1321,740,2600,110,7566,82,100,41.6,1.26,269,401,0.36,12.5,0.28,10.0,3.6,0.1,0.0,0,1.0,2,26:54,5.33,72,60,0,0,247,94,0
427.2,1320,740,2600,110,7570,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,0.1,0.0,0,1.0,2,26:54,5.33,72,60,0,0,247,94,0
427.4,1320,739,2600,110,7573,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,0.1,0.0,0,1.0,2,26:53,5.33,72,60,0,0,247,94,0
427.7,1319,739,2600,110,7577,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,0.1,0.0,0,1.0,2,26:53,5.33,72,60,0,0,247,94,0
427.9,1318,739,2600,110,7579,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,0.0,0.0,0,1.0,2,26:53,5.33,72,60,0,0,247,94,0
428.1,1318,738,2600,110,7582,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,0.0,0.0,0,1.0,2,26:53,5.33,72,60,0,0,247,94,0
428.5,1317,738,2600,110,7585,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,-0.0,0.0,0,1.0,2,26:52,5.33,72,60,0,0,247,94,0
428.7,1317,738,2600,110,7588,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,-0.0,0.0,0,1.0,2,26:52,5.33,72,60,0,0,247,94,0
429,1316,737,2600,110,7591,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.6,-0.1,0.0,0,1.0,2,26:52,5.33,72,60,0,0,247,94,0
429.1,1316,737,2600,110,7594,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.6,-0.1,0.0,0,1.0,2,26:52,5.33,72,60,0,0,247,94,0
429.4,1315,736,2600,110,7598,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.6,-0.1,0.0,0,1.0,2,26:51,5.33,72,60,0,0,247,94,0
429.7,1315,736,2600,110,7601,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.6,-0.1,0.0,0,1.0,2,26:51,5.33,72,60,0,0,247,94,0
430,1314,736,2600,110,7604,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,-0.1,0.0,0,1.0,2,26:51,5.33,72,60,0,0,247,94,0
430.2,1314,735,2600,110,7607,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,-0.1,0.0,0,1.0,2,26:51,5.33,72,60,0,0,247,94,0
430.5,1313,735,2600,110,7611,82,100,41.6,1.25,269,401,0.36,12.5,0.00,10.0,3.5,-0.1,0.0,0,1.0,2,26:50,5.33,72,60,0,0,247,94,0
430.7,1312,735,2600,110,7613,82,100,41.6,1.25,269,401,0.36,12.5,0.00,9.9,3.5,-0.1,0.0,0,1.0,2,26:50,5.33,72,60,0,0,247,94,0
431,1312,734,2600,110,7617,82,100,41.6,1.25,269,402,0.36,12.5,0.00,9.9,3.5,-0.1,0.0,0,1.0,2,26:50,5.33,72,60,0,0,247,94,0
431.2,1311,734,2600,110,7619,82,100,41.6,1.25,269,402,0.36,12.5,0.00,9.9,3.5,-0.1,0.0,0,1.0,2,26:50,5.33,72,60,0,0,247,94,0
431.5,1311,733,2600,110,7623,82,100,41.6,1.25,269,402,0.36,12.4,0.28,9.8,3.4,-0.0,0.0,0,1.0,2,26:49,5.33,72,60,0,0,247,94,0
431.7,1310,733,2600,110,7626,82,100,41.6,1.25,269,402,0.36,12.4,0.28,9.8,3.5,-0.0,0.0,0,1.0,2,26:49,5.33,72,60,0,0,247,94,0
432,1310,733,2600,110,7629,82,100,41.6,1.24,269,402,0.36,12.4,0.28,9.8,3.5,0.0,0.0,0,1.0,2,26:49,5.33,72,60,0,0,247,94,0
432.2,1309,732,2600,110,7632,82,100,41.6,1.24,269,402,0.36,12.3,0.28,9.8,3.5,0.1,0.0,0,1.0,2,26:49,5.33,72,60,0,0,248,94,0
432.5,1308,732,2600,110,7636,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.5,0.1,0.0,0,1.0,2,26:48,5.33,72,60,0,0,248,94,0
432.7,1308,732,2600,110,7638,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.5,0.1,0.0,0,1.0,2,26:48,5.33,72,60,0,0,248,94,0
433,1307,731,2600,110,7642,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.6,0.2,0.0,0,1.0,2,26:48,5.33,72,60,0,0,248,94,0
433.2,1307,731,2600,110,7644,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.6,0.2,0.0,0,1.0,2,26:48,5.33,72,60,0,0,248,94,0
433.5,1306,730,2600,110,7648,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.6,0.2,0.0,0,1.0,2,26:47,5.33,72,60,0,0,248,94,0
433.7,1306,730,2600,110,7650,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.6,0.2,0.0,0,1.0,2,26:47,5.33,72,60,0,0,248,93,0
434,1305,730,2600,110,7654,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.5,0.2,0.0,0,1.0,2,26:47,5.33,72,60,0,0,248,93,0
434.2,1305,729,2600,110,7657,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.5,0.1,0.0,0,1.0,2,26:47,5.33,72,60,0,0,248,93,0
434.5,1304,729,2600,110,7661,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.5,0.1,0.0,0,1.0,2,26:46,5.33,72,60,0,0,248,93,0
434.7,1304,729,2600,110,7663,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.5,0.1,0.0,0,1.0,2,26:46,5.33,72,60,0,0,248,93,0
435,1303,728,2600,110,7667,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.8,3.5,0.0,0.0,0,1.0,2,26:46,5.33,72,60,0,0,248,93,0
435.2,1303,728,2600,110,7669,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.5,0.0,0.0,0,1.0,2,26:46,5.33,72,60,0,0,248,93,0
435.4,1302,728,2600,110,7672,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.5,0.0,0.0,0,1.0,2,26:46,5.33,71,60,0,0,248,93,0
435.7,1302,727,2600,110,7675,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.6,0.0,0.0,0,1.0,2,26:45,5.33,71,60,0,0,248,93,0
435.9,1301,727,2600,110,7678,82,100,41.6,1.24,269,402,0.36,12.3,0.00,9.9,3.6,0.0,0.0,0,1.0,2,26:45,5.33,71,60,0,0,248,93,0
436.2,1300,726,2600,110,7682,82,100,41.6,1.24,269,403,0.36,12.3,0.00,9.9,3.6,0.0,0.0,0,1.0,2,26:45,5.33,71,60,0,0,248,93,0
436.4,1300,726,2600,110,7684,82,100,41.6,1.24,269,403,0.36,12.3,0.28,9.9,3.5,-0.0,0.0,0,1.0,2,26:44,5.33,71,60,0,0,248,93,0
436.7,1299,726,2600,110,7688,82,100,41.6,1.23,269,403,0.36,12.3,0.28,9.8,3.4,-0.0,0.0,0,1.0,2,26:44,5.33,71,60,0,0,248,93,0
436.9,1299,725,2600,110,7690,82,100,41.6,1.23,269,403,0.36,12.2,0.28,9.7,3.4,-0.0,0.0,0,1.0,2,26:44,5.33,71,60,0,0,248,93,0
437.2,1298,725,2600,110,7694,82,100,41.6,1.23,269,403,0.36,12.2,0.28,9.6,3.4,-0.1,0.0,0,1.0,2,26:44,5.33,71,60,0,0,248,93,0
437.4,1298,725,2600,110,7696,82,100,41.6,1.23,269,403,0.36,12.1,0.00,9.6,3.4,-0.1,0.0,0,1.0,2,26:43,5.33,71,60,0,0,248,93,0
437.7,1297,724,2600,110,7700,82,100,41.6,1.23,269,403,0.36,12.0,0.00,9.6,3.4,-0.1,0.0,0,1.0,2,26:43,5.33,71,60,0,0,248,93,0
437.9,1297,724,2600,110,7702,82,100,41.6,1.23,269,403,0.36,12.0,0.00,9.5,3.4,-0.1,0.0,0,1.0,2,26:43,5.33,71,60,0,0,248,93,0
438.2,1296,723,2600,110,7706,82,100,41.6,1.23,269,403,0.36,11.9,0.00,9.5,3.4,-0.1,0.0,0,1.0,2,26:43,5.33,71,60,0,0,248,93,0
438.4,1296,723,2600,110,7708,82,100,41.6,1.23,269,403,0.36,11.9,0.00,9.5,3.4,-0.1,0.0,0,1.0,2,26:42,5.33,71,60,0,0,248,93,0
438.7,1295,723,2600,110,7712,82,100,41.6,1.23,269,403,0.36,11.8,0.00,9.4,3.4,-0.1,0.0,0,1.0,2,26:42,5.33,71,60,0,0,248,93,0
438.9,1295,722,2600,110,7714,82,100,41.6,1.23,269,403,0.36,11.7,0.00,9.4,3.4,-0.1,0.0,0,1.0,2,26:42,5.33,71,60,0,0,248,93,0
439.2,1294,722,2600,110,7718,82,100,41.6,1.23,269,403,0.36,11.7,0.00,9.4,3.4,-0.0,0.0,0,1.0,2,26:42,5.33,71,60,0,0,248,93,0
439.4,1294,722,2600,110,7720,82,100,41.6,1.23,269,403,0.36,11.6,0.00,9.4,3.4,0.0,0.0,0,1.0,2,26:41,5.33,71,60,0,0,248,93,0
