"Time, s","Power, hp","Thrust, kgf",RPM,"Throttle, %","Altitude, m","Propeller efficiency, %","Propeller pitch, %","Propeller pitch, deg","Manifold pressure, atm","IAS, km/h","TAS, km/h",Mach number,"Climb, m/s","Acceleration, m/s^2","Pitch angle, deg","AoA, deg","AoS, deg","Turn, s","Turn radius, m","Load factor, g",Supercharger gear,"WEP remain, m:s","Fuel consumption, kg/min","Mass of Fuel, kg","Mixture, %","Radiator, %","Oil radiator, %","Engine temperature, ℃","Oil temperature, ℃","Water temperature, ℃"
31.9,2050,1623,3251,110,209,81,100,27.4,1.92,278,281,0.23,21.2,0.28,18.8,3.1,-0.1,0,0,1,0,57:50:00,7.97,216,0,60,0,0,76,94
32.1,2051,1622,3251,110,213,81,100,27.4,1.92,278,281,0.23,21.3,0.28,18.8,3,-0.1,0,0,1,0,57:49:00,7.97,216,0,60,0,0,76,94
32.3,2051,1622,3250,110,217,81,100,27.4,1.92,278,281,0.23,21.4,0.28,18.8,2.9,-0.1,0,0,1,0,57:49:00,7.97,216,0,60,0,0,77,94
32.5,2051,1621,3250,110,222,81,100,27.5,1.92,278,281,0.23,21.5,0.28,18.9,2.8,-0.1,0,0,1,0,57:49:00,7.97,216,0,60,0,0,77,95
32.7,2051,1621,3250,110,226,81,100,27.5,1.92,278,281,0.23,21.6,0.28,18.9,2.8,-0.1,0,0,1,0,57:49:00,7.97,216,0,60,0,0,77,95
32.9,2051,1621,3250,110,231,81,100,27.5,1.92,278,281,0.23,21.7,0,18.9,2.7,-0.1,0,0,1,0,57:49:00,7.97,216,0,60,0,0,77,95
33.1,2051,1620,3250,110,234,81,100,27.5,1.92,278,281,0.23,21.7,0,18.9,2.7,0,0,0,1,0,57:48:00,7.97,216,0,60,0,0,77,95
33.3,2051,1620,3250,110,239,81,100,27.5,1.92,278,281,0.23,21.8,0,18.9,2.7,0,0,0,1,0,57:48:00,7.97,216,0,60,0,0,77,95
33.5,2051,1620,3250,110,243,81,100,27.5,1.92,278,281,0.23,21.8,0,18.8,2.6,0,0,0,1,0,57:48:00,7.97,216,0,60,0,0,77,95
33.7,2051,1620,3250,110,248,81,100,27.5,1.92,278,281,0.23,21.8,0,18.8,2.6,0,0,0,1,0,57:48:00,7.97,216,0,60,0,0,77,95
33.9,2051,1620,3250,110,252,81,100,27.5,1.92,278,281,0.23,21.8,0,18.8,2.6,0,0,0,1,0,57:48:00,7.97,216,0,60,0,0,77,95
34.1,2051,1619,3250,110,256,81,100,27.5,1.92,278,281,0.23,21.8,0,18.8,2.6,0,0,0,1,0,57:47:00,7.97,216,0,60,0,0,77,95
34.3,2051,1619,3250,110,261,81,100,27.5,1.92,278,281,0.23,21.8,0,18.8,2.6,0,0,0,1,0,57:47:00,7.97,216,0,60,0,0,77,95
34.5,2051,1619,3250,110,265,81,100,27.5,1.92,278,281,0.23,21.8,0,18.8,2.6,0,0,0,1,0,57:47:00,7.97,216,0,60,0,0,78,95
34.7,2051,1619,3250,110,270,81,100,27.5,1.92,278,281,0.23,21.8,0,18.8,2.5,0,0,0,1,0,57:47:00,7.97,216,0,60,0,0,78,95
34.9,2051,1618,3250,110,274,81,100,27.5,1.92,278,281,0.23,21.8,0,18.7,2.4,0,0,0,0.9,0,57:47:00,7.97,216,0,60,0,0,78,95
35.1,2051,1618,3250,110,278,81,100,27.6,1.92,278,281,0.23,21.7,0,18.5,2.3,-0.1,0,0,0.9,0,57:46:00,7.97,216,0,60,0,0,78,95
35.3,2051,1618,3250,110,283,81,100,27.6,1.92,278,281,0.23,21.6,0,18.4,2.3,-0.1,0,0,0.9,0,57:46:00,7.97,216,0,60,0,0,78,95
35.5,2051,1618,3250,110,287,81,100,27.6,1.92,278,281,0.23,21.6,0,18.4,2.3,-0.1,0,0,0.9,0,57:46:00,7.97,216,0,60,0,0,78,96
35.7,2051,1617,3250,110,292,81,100,27.6,1.92,278,281,0.23,21.5,0,18.3,2.3,-0.1,0,0,0.9,0,57:46:00,7.97,216,0,60,0,0,78,96
35.9,2051,1617,3250,110,296,81,100,27.6,1.92,278,282,0.23,21.4,0,18.3,2.4,-0.1,0,0,0.9,0,57:46:00,7.97,216,0,60,0,0,78,96
36.1,2051,1617,3250,110,300,81,100,27.6,1.92,278,282,0.23,21.4,0,18.3,2.4,-0.1,0,0,0.9,0,57:45:00,7.97,216,0,60,0,0,78,96
36.3,2051,1617,3250,110,304,81,100,27.6,1.92,278,282,0.23,21.4,0,18.3,2.5,-0.1,0,0,0.9,0,57:45:00,7.97,216,0,60,0,0,78,96
36.5,2051,1616,3250,110,309,81,100,27.6,1.92,278,282,0.23,21.3,0,18.3,2.5,-0.1,0,0,0.9,0,57:45:00,7.97,216,0,60,0,0,78,96
36.7,2052,1616,3250,110,313,81,100,27.6,1.92,278,282,0.23,21.3,0,18.3,2.5,-0.1,0,0,0.9,0,57:45:00,7.97,216,0,60,0,0,78,96
36.9,2052,1616,3250,110,317,81,100,27.6,1.92,278,282,0.23,21.3,0.28,18.3,2.5,-0.2,0,0,1,0,57:45:00,7.97,216,0,60,0,0,79,96
37.1,2052,1615,3250,110,322,81,100,27.6,1.92,278,282,0.23,21.3,0.28,18.3,2.5,-0.2,0,0,1,0,57:44:00,7.97,216,0,60,0,0,79,96
37.3,2052,1615,3250,110,326,81,100,27.6,1.92,278,282,0.23,21.3,0.28,18.3,2.5,-0.2,0,0,0.9,0,57:44:00,7.97,216,0,60,0,0,79,96
37.5,2052,1615,3250,110,330,81,100,27.6,1.92,278,282,0.23,21.3,0.28,18.3,2.5,-0.2,0,0,0.9,0,57:44:00,7.97,216,0,60,0,0,79,96
37.7,2052,1614,3250,110,334,81,100,27.6,1.92,278,282,0.23,21.3,0.28,18.3,2.5,-0.2,0,0,1,0,57:44:00,7.97,216,0,60,0,0,79,96
37.9,2052,1614,3250,110,338,81,100,27.6,1.92,278,282,0.23,21.2,0,18.3,2.5,-0.2,0,0,0.9,0,57:44:00,7.97,216,0,60,0,0,79,96
38.1,2052,1613,3250,110,343,81,100,27.6,1.92,278,282,0.23,21.2,0,18.3,2.5,-0.2,0,0,1,0,57:43:00,7.97,216,0,60,0,0,79,96
38.3,2052,1613,3250,110,347,81,100,27.7,1.92,278,282,0.23,21.2,0,18.3,2.6,-0.2,0,0,1,0,57:43:00,7.97,216,0,60,0,0,79,96
38.5,2052,1613,3250,110,352,81,100,27.7,1.92,278,283,0.23,21.2,0,18.3,2.6,-0.1,0,0,1,0,57:43:00,7.97,216,0,60,0,0,79,96
38.7,2052,1612,3250,110,357,81,100,27.7,1.92,278,283,0.23,21.2,0,18.3,2.6,-0.1,0,0,1,0,57:43:00,7.97,216,0,60,0,0,79,97
38.9,2052,1612,3250,110,361,81,100,27.7,1.92,278,283,0.23,21.2,0.27,18.3,2.6,-0.1,0,0,1,0,57:43:00,8.34,216,0,60,0,0,79,97
39.1,2052,1612,3250,110,365,81,100,27.7,1.92,278,283,0.23,21.2,0.27,18.3,2.6,-0.1,0,0,1,0,57:42:00,8.34,216,0,60,0,0,79,97
39.3,2052,1611,3250,110,370,81,100,27.7,1.92,278,283,0.23,21.3,0.27,18.3,2.6,-0.1,0,0,1,0,57:42:00,8.34,215,0,60,0,0,80,97
39.5,2052,1611,3250,110,373,81,100,27.7,1.92,278,283,0.23,21.3,0.27,18.3,2.6,-0.1,0,0,1,0,57:42:00,8.34,215,0,60,0,0,80,97
39.7,2052,1610,3250,110,378,81,100,27.7,1.92,278,283,0.23,21.3,0.27,18.3,2.6,0,0,0,1,0,57:42:00,8.34,215,0,60,0,0,80,97
39.9,2052,1610,3250,110,382,81,100,27.7,1.92,278,283,0.23,21.3,0,18.3,2.6,0,0,0,1,0,57:42:00,7.79,215,0,60,0,0,80,97
40.1,2052,1610,3250,110,387,81,100,27.7,1.92,278,283,0.23,21.3,0,18.3,2.6,0,0,0,1,0,57:41:00,7.79,215,0,60,0,0,80,97
40.3,2052,1609,3250,110,391,81,100,27.7,1.92,278,283,0.23,21.3,0,18.3,2.6,0,0,0,0.9,0,57:41:00,7.79,215,0,60,0,0,80,97
40.5,2052,1609,3250,110,395,81,100,27.7,1.92,278,283,0.23,21.3,0,18.3,2.6,0,0,0,1,0,57:41:00,7.79,215,0,60,0,0,80,97
40.7,2052,1609,3250,110,400,81,100,27.7,1.92,278,283,0.23,21.3,0,18.3,2.6,0,0,0,1,0,57:41:00,7.79,215,0,60,0,0,80,97
40.9,2052,1608,3250,110,404,81,100,27.7,1.92,278,283,0.23,21.3,0,18.2,2.5,0,0,0,0.9,0,57:41:00,8.16,215,0,60,0,0,80,97
41.1,2052,1608,3250,110,408,81,100,27.8,1.92,278,284,0.23,21.3,0,18.2,2.5,0,0,0,1,0,57:40:00,8.16,215,0,60,0,0,80,97
41.3,2053,1608,3250,110,412,81,100,27.8,1.92,278,284,0.23,21.3,0,18.2,2.5,0,0,0,0.9,0,57:40:00,8.16,215,0,60,0,0,80,97
41.5,2053,1607,3250,110,416,81,100,27.8,1.92,278,284,0.23,21.2,0,18.1,2.5,0,0,0,0.9,0,57:40:00,8.16,215,0,60,0,0,80,97
41.7,2053,1607,3250,110,421,81,100,27.8,1.92,278,284,0.23,21.2,0,18.1,2.4,0,0,0,0.9,0,57:40:00,8.16,215,0,60,0,0,81,97
41.9,2053,1606,3250,110,425,81,100,27.8,1.92,278,284,0.23,21.2,0.28,18,2.4,0,0,0,0.9,0,57:40:00,8.16,215,0,60,0,0,81,97
42.1,2053,1606,3250,110,429,81,100,27.8,1.92,278,284,0.23,21.2,0.28,18,2.5,0,0,0,0.9,0,57:39:00,8.16,215,0,60,0,0,81,98
42.3,2053,1606,3250,110,434,81,100,27.8,1.92,278,284,0.23,21.1,0.28,18,2.5,0,0,0,0.9,0,57:39:00,8.16,215,0,60,0,0,81,98
42.5,2053,1605,3250,110,438,81,100,27.8,1.92,278,284,0.23,21.1,0.28,17.9,2.4,0,0,0,0.9,0,57:39:00,8.16,215,0,60,0,0,81,98
42.7,2053,1605,3250,110,442,81,100,27.8,1.92,278,284,0.23,21,0.28,17.8,2.4,0,0,0,0.9,0,57:39:00,8.16,215,0,60,0,0,81,98
42.9,2053,1604,3250,110,446,81,100,27.8,1.92,278,284,0.23,21,0,17.8,2.4,0,0,0,0.9,0,57:39:00,8.16,215,0,60,0,0,81,98
43.1,2053,1604,3250,110,451,81,100,27.8,1.92,278,284,0.23,20.9,0,17.8,2.4,0,0,0,0.9,0,57:38:00,8.16,215,0,60,0,0,81,98
43.3,2053,1603,3250,110,455,81,100,27.8,1.92,278,285,0.23,20.9,0,17.8,2.5,-0.1,0,0,0.9,0,57:38:00,8.16,215,0,60,0,0,81,98
43.5,2053,1603,3250,110,459,81,100,27.9,1.92,278,285,0.23,20.9,0,17.8,2.5,-0.1,0,0,0.9,0,57:38:00,8.16,215,0,60,0,0,81,98
43.7,2053,1602,3250,110,463,81,100,27.9,1.92,279,285,0.23,20.9,0,17.8,2.5,-0.1,0,0,0.9,0,57:38:00,8.16,215,0,60,0,0,81,98
43.9,2053,1602,3250,110,467,81,100,27.9,1.92,279,285,0.23,20.9,0.28,17.8,2.5,-0.1,0,0,1,0,57:38:00,8.16,215,0,60,0,0,81,98
44.1,2053,1601,3250,110,472,81,100,27.9,1.92,279,285,0.23,20.9,0.28,17.8,2.5,-0.1,0,0,0.9,0,57:37:00,8.16,215,0,60,0,0,81,98
44.3,2053,1601,3250,110,476,81,100,27.9,1.92,279,285,0.23,20.9,0.28,17.8,2.5,-0.1,0,0,1,0,57:37:00,8.16,215,0,60,0,0,82,98
44.5,2053,1600,3250,110,480,81,100,27.9,1.92,279,285,0.23,20.9,0.28,17.8,2.5,-0.1,0,0,0.9,0,57:37:00,8.16,215,0,60,0,0,82,98
44.7,2053,1600,3250,110,484,81,100,27.9,1.92,279,285,0.23,20.9,0.28,17.8,2.5,-0.1,0,0,1,0,57:37:00,8.16,215,0,60,0,0,82,98
44.9,2053,1599,3250,110,489,81,100,27.9,1.92,279,285,0.23,20.8,0,17.8,2.5,-0.1,0,0,0.9,0,57:37:00,8.16,215,0,60,0,0,82,98
45.1,2053,1599,3250,110,492,81,100,27.9,1.92,279,286,0.23,20.8,0,17.8,2.6,-0.1,0,0,0.9,0,57:36:00,8.16,215,0,60,0,0,82,98
45.3,2053,1598,3250,110,497,81,100,27.9,1.92,279,286,0.23,20.9,0,17.8,2.6,-0.1,0,0,0.9,0,57:36:00,8.16,215,0,60,0,0,82,98
45.5,2053,1598,3250,110,501,81,100,27.9,1.92,279,286,0.23,20.8,0,17.8,2.6,-0.1,0,0,1,0,57:36:00,8.16,215,0,60,0,0,82,99
45.7,2053,1598,3250,110,505,81,100,27.9,1.92,279,286,0.23,20.9,0,17.8,2.6,-0.1,0,0,1,0,57:36:00,8.16,215,0,60,0,0,82,99
45.9,2053,1597,3250,110,509,81,100,27.9,1.92,279,286,0.23,20.9,0.27,17.8,2.6,-0.1,0,0,1,0,57:36:00,8.16,215,0,60,0,0,82,99
46.1,2054,1597,3250,110,513,81,100,27.9,1.92,279,286,0.23,20.9,0.27,17.8,2.6,-0.1,0,0,1,0,57:35:00,8.16,215,0,60,0,0,82,99
46.3,2054,1596,3250,110,518,81,100,28,1.92,279,286,0.23,20.9,0.27,17.8,2.6,-0.1,0,0,1,0,57:35:00,8.16,215,0,60,0,0,82,99
46.5,2054,1596,3250,110,522,81,100,28,1.92,279,286,0.23,20.9,0.27,17.9,2.6,-0.1,0,0,1,0,57:35:00,8.16,215,0,60,0,0,82,99
46.7,2054,1595,3250,110,526,81,100,28,1.92,279,286,0.23,21,0.27,17.9,2.6,-0.1,0,0,1,0,57:35:00,8.16,214,0,60,0,0,82,99
46.9,2054,1595,3250,110,530,81,100,28,1.92,279,287,0.23,21,0,17.9,2.6,-0.1,0,0,1,0,57:35:00,7.85,214,0,60,0,0,82,99
47.1,2054,1594,3250,110,535,81,100,28,1.92,279,287,0.23,21,0,17.9,2.6,-0.1,0,0,1,0,57:34:00,7.85,214,0,60,0,0,83,99
47.3,2054,1594,3250,110,539,81,100,28,1.92,279,287,0.23,21,0,17.9,2.6,-0.1,0,0,1,0,57:34:00,7.85,214,0,60,0,0,83,99
47.5,2054,1594,3250,110,543,81,100,28,1.92,279,287,0.23,21.1,0,17.9,2.6,-0.1,0,0,1,0,57:34:00,7.85,214,0,60,0,0,83,99
47.7,2054,1593,3250,110,547,81,100,28,1.92,279,287,0.24,21.1,0,17.9,2.6,-0.1,0,0,1,0,57:34:00,7.85,214,0,60,0,0,83,99
47.9,2054,1593,3250,110,552,81,100,28,1.92,279,287,0.24,21.1,0.28,17.9,2.6,-0.1,0,0,1,0,57:34:00,8.13,214,0,60,0,0,83,99
48.1,2054,1592,3250,110,556,81,100,28,1.92,280,287,0.24,21.1,0.28,17.9,2.6,0,0,0,1,0,57:33:00,8.13,214,0,60,0,0,83,99
48.3,2054,1592,3250,110,560,81,100,28,1.92,280,287,0.24,21.1,0.28,17.9,2.6,0,0,0,1,0,57:33:00,8.13,214,0,60,0,0,83,99
48.5,2054,1592,3250,110,564,81,100,28,1.92,280,287,0.24,21.2,0.28,17.9,2.5,0,0,0,1,0,57:33:00,8.13,214,0,60,0,0,83,99
48.7,2054,1591,3250,110,569,81,100,28,1.92,280,287,0.24,21.2,0.28,17.9,2.5,0,0,0,1,0,57:33:00,8.13,214,0,60,0,0,83,99
48.9,2054,1591,3250,110,573,81,100,28.1,1.92,280,287,0.24,21.2,0,17.9,2.5,0,0,0,1,0,57:33:00,8.13,214,0,60,0,0,83,99
49.1,2054,1590,3250,110,577,81,100,28.1,1.92,280,288,0.24,21.2,0,17.9,2.5,0,0,0,1,0,57:32:00,8.13,214,0,60,0,0,83,100
49.3,2054,1590,3250,110,582,81,100,28.1,1.92,280,288,0.24,21.2,0,17.9,2.5,0,0,0,1,0,57:32:00,8.13,214,0,60,0,0,83,100
49.5,2054,1590,3250,110,586,81,100,28.1,1.92,280,288,0.24,21.2,0,17.9,2.5,0,0,0,1,0,57:32:00,8.13,214,0,60,0,0,83,100
49.7,2054,1589,3250,110,590,81,100,28.1,1.92,280,288,0.24,21.2,0,17.9,2.5,0,0,0,1,0,57:32:00,8.13,214,0,60,0,0,83,100
49.9,2054,1589,3250,110,595,81,100,28.1,1.92,280,288,0.24,21.2,0.27,17.9,2.5,0,0,0,1,0,57:32:00,8.13,214,0,60,0,0,84,100
50.1,2054,1588,3250,110,599,81,100,28.1,1.92,280,288,0.24,21.2,0.27,17.9,2.5,0,0,0,0.9,0,57:31:00,8.13,214,0,60,0,0,84,100
50.3,2054,1588,3250,110,603,81,100,28.1,1.92,280,288,0.24,21.2,0.27,17.9,2.6,0,0,0,1,0,57:31:00,8.13,214,0,60,0,0,84,100
50.5,2054,1588,3250,110,607,81,100,28.1,1.92,280,288,0.24,21.3,0.27,18,2.6,0,0,0,1,0,57:31:00,8.13,214,0,60,0,0,84,100
50.7,2054,1588,3250,110,611,81,100,28.1,1.92,280,288,0.24,21.3,0.27,18,2.5,0,0,0,1,0,57:31:00,8.13,214,0,60,0,0,84,100
50.9,2054,1587,3250,110,616,81,100,28.1,1.92,280,288,0.24,21.3,0,18,2.5,0,0,0,1,0,57:31:00,8.13,214,0,60,0,0,84,100
51.1,2055,1587,3250,110,620,81,100,28.1,1.92,280,288,0.24,21.3,0,18,2.5,0,0,0,1,0,57:30:00,8.13,214,0,60,0,0,84,100
51.3,2055,1587,3250,110,624,81,100,28.1,1.92,280,288,0.24,21.3,0,18,2.5,0,0,0,1,0,57:30:00,8.13,214,0,60,0,0,84,100
51.5,2055,1586,3250,110,629,81,100,28.1,1.92,280,288,0.24,21.3,0,18,2.5,0,0,0,1,0,57:30:00,8.13,214,0,60,0,0,84,100
51.7,2055,1586,3250,110,633,81,100,28.2,1.92,280,289,0.24,21.3,0,18,2.6,0,0,0,1,0,57:30:00,8.13,214,0,60,0,0,84,100
51.9,2055,1586,3250,110,637,81,100,28.2,1.92,280,289,0.24,21.4,0.28,18,2.6,0,0,0,1,0,57:30:00,8.13,214,0,60,0,0,84,100
52.1,2055,1585,3250,110,642,81,100,28.2,1.92,280,289,0.24,21.4,0.28,18,2.6,0,0,0,1,0,57:29:00,8.13,214,0,60,0,0,84,100
52.3,2055,1585,3250,110,646,81,100,28.2,1.92,280,289,0.24,21.4,0.28,18,2.6,0,0,0,1,0,57:29:00,8.13,214,0,60,0,0,84,100
52.5,2055,1585,3250,110,651,81,100,28.2,1.92,280,289,0.24,21.4,0.28,18,2.6,0,0,0,1,0,57:29:00,8.13,214,0,60,0,0,84,100
52.7,2055,1584,3250,110,655,81,100,28.2,1.92,280,289,0.24,21.4,0.28,18.1,2.6,0,0,0,1,0,57:29:00,8.13,214,0,60,0,0,84,100
52.9,2055,1584,3250,110,659,81,100,28.2,1.92,280,289,0.24,21.4,0,18.1,2.6,0,0,0,1,0,57:29:00,8.13,214,0,60,0,0,85,100
53.1,2055,1584,3250,110,663,81,100,28.2,1.92,280,289,0.24,21.5,0,18.1,2.6,0,0,0,1,0,57:28:00,8.13,214,0,60,0,0,85,101
53.3,2055,1584,3250,110,667,81,100,28.2,1.92,280,289,0.24,21.5,0,18.1,2.6,0,0,0,1,0,57:28:00,8.13,214,0,60,0,0,85,101
53.5,2055,1583,3250,110,672,81,100,28.2,1.92,280,289,0.24,21.5,0,18.1,2.6,0,0,0,1,0,57:28:00,8.13,214,0,60,0,0,85,101
53.7,2055,1583,3250,110,676,81,100,28.2,1.92,280,289,0.24,21.5,0,18.1,2.5,0,0,0,1,0,57:28:00,8.13,214,0,60,0,0,85,101
53.9,2055,1583,3250,110,680,81,100,28.2,1.92,280,289,0.24,21.5,0,18.1,2.5,0,0,0,1,0,57:28:00,7.85,214,0,60,0,0,85,101
54.1,2055,1583,3250,110,685,81,100,28.2,1.92,280,289,0.24,21.5,0,18.1,2.5,0,0,0,1,0,57:27:00,7.85,213,0,60,0,0,85,101
54.3,2055,1582,3250,110,689,81,100,28.2,1.92,280,289,0.24,21.5,0,18,2.5,0,0,0,1,0,57:27:00,7.85,213,0,60,0,0,85,101
54.5,2055,1582,3250,110,693,81,100,28.2,1.92,280,289,0.24,21.5,0,18,2.5,0,0,0,0.9,0,57:27:00,7.85,213,0,60,0,0,85,101
54.7,2055,1582,3250,110,698,81,100,28.3,1.92,280,289,0.24,21.5,0,18,2.5,0,0,0,0.9,0,57:27:00,7.85,213,0,60,0,0,85,101
54.9,2055,1581,3250,110,702,81,100,28.3,1.92,280,289,0.24,21.5,0,18,2.5,0,0,0,0.9,0,57:26:00,8.31,213,0,60,0,0,85,101
55.1,2055,1581,3250,110,706,81,100,28.3,1.92,280,290,0.24,21.5,0,18,2.5,0,0,0,0.9,0,57:26:00,8.31,213,0,60,0,0,85,101
55.3,2055,1581,3250,110,711,81,100,28.3,1.92,280,290,0.24,21.5,0,18,2.5,0.1,0,0,1,0,57:26:00,8.31,213,0,60,0,0,85,101
55.5,2055,1581,3250,110,715,81,100,28.3,1.92,280,290,0.24,21.5,0,17.9,2.5,0.1,0,0,0.9,0,57:26:00,8.31,213,0,60,0,0,85,101
55.7,2055,1580,3250,110,719,81,100,28.3,1.92,280,290,0.24,21.5,0,17.9,2.5,0.1,0,0,0.9,0,57:26:00,8.31,213,0,60,0,0,85,101
55.9,2056,1580,3250,110,723,81,100,28.3,1.92,280,290,0.24,21.4,0.28,17.9,2.5,0.1,0,0,1,0,57:25:00,7.84,213,0,60,0,0,86,101
56.1,2056,1580,3250,110,727,81,100,28.3,1.92,280,290,0.24,21.4,0.28,17.9,2.5,0.1,0,0,1,0,57:25:00,7.84,213,0,60,0,0,86,101
56.3,2056,1580,3250,110,732,81,100,28.3,1.92,280,290,0.24,21.4,0.28,18,2.5,0.1,0,0,1,0,57:25:00,7.84,213,0,60,0,0,86,101
56.5,2056,1579,3250,110,736,81,100,28.3,1.92,280,290,0.24,21.4,0.28,18,2.5,0.1,0,0,1,0,57:25:00,7.84,213,0,60,0,0,86,101
56.7,2056,1579,3250,110,741,81,100,28.3,1.92,280,290,0.24,21.5,0.28,18,2.5,0.1,0,0,1,0,57:25:00,7.84,213,0,60,0,0,86,101
56.9,2056,1579,3250,110,745,81,100,28.3,1.92,280,290,0.24,21.5,0,18,2.5,0.1,0,0,1,0,57:24:00,8.21,213,0,60,0,0,86,101
57.1,2056,1579,3250,110,750,81,100,28.3,1.92,280,290,0.24,21.5,0,18,2.6,0.1,0,0,1,0,57:24:00,8.21,213,0,60,0,0,86,101
57.3,2056,1578,3250,110,754,81,100,28.3,1.92,280,290,0.24,21.5,0,18,2.6,0,0,0,1,0,57:24:00,8.21,213,0,60,0,0,86,102
57.5,2056,1578,3250,110,758,81,100,28.3,1.92,280,290,0.24,21.5,0,18,2.6,0,0,0,1,0,57:24:00,8.21,213,0,60,0,0,86,102
57.7,2056,1578,3250,110,763,81,100,28.3,1.92,280,290,0.24,21.5,0,18.1,2.6,0,0,0,0.9,0,57:24:00,8.21,213,0,60,0,0,86,102
57.9,2056,1578,3250,110,767,81,100,28.3,1.92,280,290,0.24,21.6,0,18.1,2.6,0,0,0,1,0,57:23:00,7.99,213,0,60,0,0,86,102
58.1,2056,1577,3250,110,771,81,100,28.4,1.92,280,290,0.24,21.6,0,18.1,2.6,0,0,0,1,0,57:23:00,7.99,213,0,60,0,0,86,102
58.3,2056,1577,3250,110,775,81,100,28.4,1.92,280,290,0.24,21.6,0,18.1,2.6,-0.1,0,0,1,0,57:23:00,7.99,213,0,60,0,0,86,102
58.5,2056,1577,3250,110,780,81,100,28.4,1.92,280,290,0.24,21.6,0,18.2,2.6,-0.1,0,0,1,0,57:23:00,7.99,213,0,60,0,0,86,102
58.7,2056,1577,3250,110,784,81,100,28.4,1.92,280,290,0.24,21.7,0,18.2,2.6,-0.1,0,0,1,0,57:23:00,7.99,213,0,60,0,0,86,102
58.9,2056,1577,3250,110,789,81,100,28.4,1.92,280,290,0.24,21.7,0,18.2,2.6,-0.1,0,0,1,0,57:22:00,7.99,213,0,60,0,0,86,102
59.1,2056,1576,3250,110,793,81,100,28.4,1.92,280,291,0.24,21.7,0,18.2,2.6,-0.1,0,0,1,0,57:22:00,7.99,213,0,60,0,0,87,102
59.3,2056,1576,3250,110,798,81,100,28.4,1.92,280,291,0.24,21.7,0,18.2,2.5,0,0,0,1,0,57:22:00,7.99,213,0,60,0,0,87,102
59.5,2056,1576,3250,110,802,81,100,28.4,1.92,280,291,0.24,21.7,0,18.1,2.5,0,0,0,1,0,57:22:00,7.99,213,0,60,0,0,87,102
59.7,2056,1576,3250,110,807,81,100,28.4,1.92,280,291,0.24,21.7,0,18.1,2.5,0,0,0,1,0,57:22:00,7.99,213,0,60,0,0,87,102
59.9,2056,1576,3250,110,811,81,100,28.4,1.92,279,291,0.24,21.7,0.27,18.1,2.5,0,0,0,0.9,0,57:21:00,7.99,213,0,60,0,0,87,102
60.1,2056,1575,3250,110,815,81,100,28.4,1.92,279,291,0.24,21.7,0.27,18.1,2.5,0,0,0,0.9,0,57:21:00,7.99,213,0,60,0,0,87,102
60.3,2056,1575,3250,110,819,81,100,28.4,1.92,279,291,0.24,21.7,0.27,18.1,2.5,0.1,0,0,0.9,0,57:21:00,7.99,213,0,60,0,0,87,102
60.5,2056,1575,3250,110,824,81,100,28.4,1.92,279,291,0.24,21.7,0.27,18,2.5,0.1,0,0,0.9,0,57:21:00,7.99,213,0,60,0,0,87,102
60.7,2057,1575,3250,110,828,81,100,28.4,1.92,279,291,0.24,21.7,0.27,18,2.4,0.1,0,0,0.9,0,57:21:00,7.99,213,0,60,0,0,87,102
60.9,2057,1574,3250,110,832,81,100,28.4,1.92,279,291,0.24,21.6,0,18,2.4,0.1,0,0,0.9,0,57:20:00,7.99,213,0,60,0,0,87,102
61.1,2057,1574,3250,110,837,81,100,28.5,1.92,279,291,0.24,21.6,0,18,2.4,0.1,0,0,0.9,0,57:20:00,7.99,213,0,60,0,0,87,102
61.3,2057,1574,3250,110,841,81,100,28.5,1.92,279,291,0.24,21.6,0,17.9,2.4,0.1,0,0,0.9,0,57:20:00,7.99,213,0,60,0,0,87,102
61.5,2057,1574,3250,110,846,81,100,28.5,1.92,279,291,0.24,21.6,0,17.9,2.4,0.1,0,0,0.9,0,57:20:00,7.99,212,0,60,0,0,87,102
61.7,2057,1574,3250,110,850,81,100,28.5,1.92,279,291,0.24,21.5,0,17.9,2.4,0.1,0,0,0.9,0,57:20:00,7.99,212,0,60,0,0,87,103
61.9,2057,1573,3250,110,854,81,100,28.5,1.92,279,291,0.24,21.5,0,17.9,2.5,0,0,0,0.9,0,57:19:00,7.99,212,0,60,0,0,87,103
62.1,2057,1573,3250,110,858,81,100,28.5,1.92,279,291,0.24,21.5,0,17.9,2.5,0,0,0,1,0,57:19:00,7.99,212,0,60,0,0,87,103
62.3,2057,1573,3250,110,862,81,100,28.5,1.92,279,291,0.24,21.5,0,17.9,2.5,0,0,0,0.9,0,57:19:00,7.99,212,0,60,0,0,87,103
62.5,2057,1573,3250,110,867,81,100,28.5,1.92,279,291,0.24,21.5,0,17.9,2.5,0,0,0,1,0,57:19:00,7.99,212,0,60,0,0,88,103
62.7,2057,1572,3250,110,871,81,100,28.5,1.92,279,291,0.24,21.5,0,17.9,2.6,0,0,0,1,0,57:19:00,7.99,212,0,60,0,0,88,103
62.9,2057,1572,3250,110,876,81,100,28.5,1.92,279,291,0.24,21.5,0,18,2.6,0,0,0,1,0,57:18:00,7.99,212,0,60,0,0,88,103
63.1,2057,1572,3250,110,880,81,100,28.5,1.92,279,291,0.24,21.5,0,18,2.6,-0.1,0,0,1,0,57:18:00,7.99,212,0,60,0,0,88,103
