"Time, s","Power, hp","Thrust, kgf",RPM,"Throttle, %","Altitude, m","Propeller efficiency, %","Propeller pitch, %","Propeller pitch, deg","Manifold pressure, atm","IAS, km/h","TAS, km/h",Mach number,"Climb, m/s","Acceleration, m/s^2","Pitch angle, deg","AoA, deg","AoS, deg","Turn, s","Turn radius, m","Load factor, g",Supercharger gear,"WEP remain, m:s","Fuel consumption, kg/min","Mass of Fuel, kg","Mixture, %","Radiator, %","Oil radiator, %","Engine temperature, ℃","Oil temperature, ℃","Water temperature, ℃"
190.9,1886,1285,3250,110,3456,83,100,31.6,1.92,280,333,0.28,18.7,0.28,14.4,2.7,-0.1,0,0,1,0,55:10:00,7.61,196,0,60,0,0,104,115
191.1,1886,1285,3250,110,3459,83,100,31.6,1.92,280,333,0.28,18.7,0.28,14.4,2.8,-0.1,0,0,1,0,55:10:00,7.61,196,0,60,0,0,104,115
191.3,1886,1285,3250,110,3463,83,100,31.6,1.92,280,333,0.28,18.7,0,14.4,2.8,-0.1,0,0,1,0,55:09:00,7.61,196,0,60,0,0,104,115
191.5,1886,1284,3250,110,3467,83,100,31.6,1.92,280,333,0.28,18.7,0,14.4,2.8,-0.1,0,0,1,0,55:09:00,7.61,196,0,60,0,0,104,115
191.7,1886,1284,3250,110,3471,83,100,31.6,1.92,280,333,0.28,18.8,0,14.4,2.7,-0.1,0,0,1,0,55:09:00,7.61,196,0,60,0,0,104,115
191.9,1885,1284,3250,110,3475,83,100,31.6,1.92,280,333,0.28,18.8,0,14.4,2.7,-0.1,0,0,1,0,55:09:00,7.61,196,0,60,0,0,104,115
192.1,1885,1283,3250,110,3478,83,100,31.6,1.92,280,333,0.28,18.8,0,14.5,2.7,-0.1,0,0,1,0,55:09:00,7.61,196,0,60,0,0,104,115
192.3,1885,1283,3250,110,3482,83,100,31.7,1.92,280,333,0.28,18.8,0,14.5,2.7,-0.1,0,0,1,0,55:08:00,7.61,196,0,60,0,0,104,115
192.5,1885,1283,3250,110,3486,83,100,31.7,1.92,280,333,0.28,18.8,0,14.5,2.7,-0.1,0,0,1,0,55:08:00,7.61,196,0,60,0,0,104,115
192.7,1885,1283,3250,110,3490,83,100,31.7,1.92,280,333,0.28,18.8,0,14.5,2.7,-0.1,0,0,1,0,55:08:00,7.61,196,0,60,0,0,104,115
192.9,1885,1282,3250,110,3493,83,100,31.7,1.92,280,333,0.28,18.9,0,14.5,2.7,-0.1,0,0,1,0,55:08:00,7.61,196,0,60,0,0,104,115
193.1,1885,1282,3250,110,3497,83,100,31.7,1.92,280,334,0.28,18.9,0,14.5,2.7,-0.1,0,0,1,0,55:08:00,7.61,195,0,60,0,0,104,115
193.3,1885,1282,3250,110,3501,83,100,31.7,1.92,280,334,0.28,18.9,0.28,14.5,2.7,-0.1,0,0,1,0,55:07:00,7.61,195,0,60,0,0,104,115
193.5,1885,1281,3250,110,3505,83,100,31.7,1.92,280,334,0.28,18.9,0.28,14.5,2.7,-0.1,0,0,1,0,55:07:00,7.61,195,0,60,0,0,104,115
193.7,1885,1281,3250,110,3508,83,100,31.7,1.92,280,334,0.28,18.9,0.28,14.5,2.7,-0.1,0,0,1,0,55:07:00,7.61,195,0,60,0,0,104,115
193.9,1885,1281,3250,110,3513,83,100,31.7,1.92,280,334,0.28,18.9,0.28,14.4,2.7,-0.1,0,0,1,0,55:07:00,7.61,195,0,60,0,0,104,115
194.1,1885,1281,3250,110,3516,83,100,31.7,1.92,280,334,0.28,18.9,0.28,14.4,2.7,-0.1,0,0,1,0,55:07:00,7.61,195,0,60,0,0,104,115
194.3,1885,1280,3250,110,3520,83,100,31.7,1.92,280,334,0.28,18.9,0,14.4,2.7,-0.1,0,0,1,0,55:06:00,7.31,195,0,60,0,0,104,115
194.5,1884,1280,3250,110,3524,83,100,31.7,1.92,280,334,0.28,18.9,0,14.4,2.6,-0.1,0,0,1,0,55:06:00,7.31,195,0,60,0,0,104,115
194.7,1884,1280,3250,110,3528,83,100,31.7,1.92,280,334,0.28,18.9,0,14.4,2.6,0,0,0,1,0,55:06:00,7.31,195,0,60,0,0,104,115
194.9,1884,1279,3250,110,3531,83,100,31.7,1.92,280,334,0.28,18.8,0,14.4,2.6,0,0,0,1,0,55:06:00,7.31,195,0,60,0,0,104,115
195.1,1884,1279,3250,110,3535,83,100,31.7,1.92,280,334,0.28,18.8,0,14.3,2.6,0,0,0,1,0,55:06:00,7.31,195,0,60,0,0,104,115
195.3,1884,1279,3250,110,3539,83,100,31.7,1.92,280,334,0.28,18.8,0,14.3,2.6,0,0,0,1,0,55:05:00,7.31,195,0,60,0,0,104,115
195.5,1884,1279,3250,110,3543,83,100,31.8,1.92,280,334,0.28,18.8,0,14.3,2.6,0,0,0,1,0,55:05:00,7.31,195,0,60,0,0,104,115
195.7,1884,1278,3250,110,3547,83,100,31.8,1.92,280,334,0.28,18.8,0,14.3,2.6,0,0,0,1,0,55:05:00,7.31,195,0,60,0,0,104,115
195.9,1884,1278,3250,110,3550,83,100,31.8,1.92,280,334,0.28,18.8,0,14.3,2.6,0,0,0,1,0,55:05:00,7.31,195,0,60,0,0,104,115
196.1,1884,1278,3250,110,3554,83,100,31.8,1.92,280,334,0.28,18.7,0,14.3,2.7,0,0,0,1,0,55:05:00,7.31,195,0,60,0,0,104,115
196.3,1884,1277,3250,110,3558,83,100,31.8,1.92,280,335,0.28,18.7,0.28,14.3,2.7,0,0,0,1,0,55:04:00,7.62,195,0,60,0,0,104,115
196.5,1884,1277,3250,110,3562,83,100,31.8,1.92,280,335,0.28,18.7,0.28,14.3,2.7,0,0,0,1,0,55:04:00,7.62,195,0,60,0,0,104,115
196.7,1884,1277,3250,110,3566,83,100,31.8,1.92,280,335,0.28,18.7,0.28,14.3,2.7,0,0,0,1,0,55:04:00,7.62,195,0,62,0,0,104,115
196.9,1883,1277,3250,110,3570,83,100,31.8,1.92,280,335,0.28,18.7,0.28,14.3,2.7,0,0,0,1,0,55:04:00,7.62,195,0,66,0,0,104,115
197.1,1883,1276,3250,110,3573,83,100,31.8,1.92,280,335,0.28,18.8,0.28,14.4,2.7,0,0,0,1,0,55:04:00,7.62,195,0,69,0,0,104,115
197.3,1883,1276,3250,110,3577,83,100,31.8,1.92,280,335,0.28,18.8,0,14.4,2.7,0,0,0,1,0,55:03:00,7.62,195,0,70,0,0,104,115
197.5,1883,1276,3250,110,3581,83,100,31.8,1.92,280,335,0.28,18.8,0,14.4,2.7,0,0,0,1,0,55:03:00,7.62,195,0,70,0,0,104,115
197.7,1883,1276,3250,110,3584,83,100,31.8,1.92,280,335,0.28,18.8,0,14.4,2.8,0,0,0,1,0,55:03:00,7.62,195,0,73,0,0,104,115
197.9,1883,1275,3250,110,3588,83,100,31.8,1.92,280,335,0.28,18.8,0,14.4,2.8,0,0,0,1,0,55:03:00,7.62,195,0,77,0,0,104,115
198.1,1883,1275,3250,110,3592,83,100,31.8,1.92,280,335,0.28,18.8,0,14.4,2.8,0,0,0,1,0,55:03:00,7.62,195,0,80,0,0,104,115
198.3,1883,1275,3250,110,3596,83,100,31.8,1.92,280,335,0.28,18.9,0,14.4,2.7,0,0,0,1,0,55:02:00,7.62,195,0,80,0,0,104,115
198.5,1883,1275,3250,110,3599,83,100,31.8,1.92,280,335,0.28,18.9,0,14.4,2.7,0,0,0,1,0,55:02:00,7.62,195,0,80,0,0,104,115
198.7,1883,1274,3250,110,3603,83,100,31.8,1.92,280,335,0.28,18.9,0,14.4,2.7,0,0,0,1,0,55:02:00,7.62,195,0,80,0,0,104,115
198.9,1883,1274,3250,110,3607,83,100,31.8,1.92,280,335,0.28,18.9,0,14.4,2.7,0,0,0,1,0,55:02:00,7.62,195,0,80,0,0,104,115
199.1,1883,1274,3250,110,3611,83,100,31.8,1.92,280,335,0.28,18.9,0,14.4,2.7,0,0,0,1,0,55:02:00,7.62,195,0,80,0,0,104,115
199.3,1883,1274,3250,110,3615,83,100,31.9,1.92,280,335,0.28,18.9,0,14.4,2.7,0,0,0,1,0,55:01:00,7.62,195,0,80,0,0,104,115
199.5,1882,1273,3250,110,3618,83,100,31.9,1.92,280,335,0.28,18.9,0,14.4,2.7,0,0,0,1,0,55:01:00,7.62,195,0,80,0,0,104,115
199.7,1882,1273,3250,110,3623,83,100,31.9,1.92,280,335,0.29,18.9,0,14.4,2.7,0,0,0,1,0,55:01:00,7.62,195,0,80,0,0,104,115
199.9,1882,1273,3250,110,3626,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,55:01:00,7.62,195,0,80,0,0,104,115
200.1,1882,1273,3250,110,3631,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,55:01:00,7.62,195,0,80,0,0,104,115
200.3,1882,1272,3250,110,3634,83,100,31.9,1.92,280,336,0.29,18.9,0.27,14.4,2.7,0,0,0,1,0,55:00:00,7.62,195,0,80,0,0,104,115
200.5,1882,1272,3250,110,3638,83,100,31.9,1.92,280,336,0.29,18.9,0.27,14.4,2.7,0,0,0,1,0,55:00:00,7.62,195,0,80,0,0,104,115
200.7,1882,1272,3250,110,3642,83,100,31.9,1.92,280,336,0.29,19,0.27,14.4,2.7,0,0,0,1,0,55:00:00,7.62,195,0,80,0,0,104,115
200.9,1882,1272,3250,110,3646,83,100,31.9,1.92,280,336,0.29,19,0.27,14.4,2.7,0,0,0,1,0,55:00:00,7.62,195,0,80,0,0,104,115
201.1,1882,1272,3250,110,3650,83,100,31.9,1.92,280,336,0.29,19,0.27,14.4,2.7,0,0,0,1,0,55:00:00,7.62,194,0,80,0,0,104,115
201.3,1882,1271,3250,110,3653,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,54:59:00,7.62,194,0,80,0,0,104,115
201.5,1882,1271,3250,110,3657,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,54:59:00,7.62,194,0,80,0,0,104,115
201.7,1882,1271,3250,110,3661,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,54:59:00,7.62,194,0,80,0,0,104,115
201.9,1881,1271,3250,110,3665,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,54:59:00,7.62,194,0,80,0,0,104,115
202.1,1881,1270,3250,110,3669,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,54:59:00,7.62,194,0,80,0,0,104,115
202.3,1881,1270,3250,110,3672,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,54:58:00,7.62,194,0,80,0,0,104,115
202.5,1881,1270,3250,110,3676,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,54:58:00,7.62,194,0,80,0,0,104,115
202.7,1881,1270,3250,110,3680,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0,0,0,1,0,54:58:00,7.62,194,0,80,0,0,104,115
202.9,1881,1270,3250,110,3684,83,100,31.9,1.92,280,336,0.29,18.9,0,14.4,2.7,0.1,0,0,1,0,54:58:00,7.62,194,0,80,0,0,104,115
203.1,1881,1269,3250,110,3687,83,100,31.9,1.92,280,336,0.29,19,0,14.5,2.7,0.1,0,0,1,0,54:58:00,7.62,194,0,80,0,0,104,115
203.3,1881,1269,3250,110,3692,83,100,32,1.92,280,336,0.29,19,0,14.5,2.8,0.1,0,0,1,0,54:57:00,7.62,194,0,80,0,0,104,115
203.5,1881,1269,3250,110,3695,83,100,32,1.92,280,336,0.29,19,0,14.5,2.8,0.1,0,0,1,0,54:57:00,7.62,194,0,80,0,0,104,115
203.7,1881,1269,3250,110,3699,83,100,32,1.92,279,336,0.29,19,0,14.5,2.8,0.1,0,0,1,0,54:57:00,7.62,194,0,80,0,0,104,115
203.9,1881,1269,3250,110,3703,83,100,32,1.92,279,336,0.29,19,0,14.5,2.8,0.1,0,0,1,0,54:57:00,7.62,194,0,80,0,0,104,115
204.1,1881,1268,3250,110,3706,83,100,32,1.92,279,336,0.29,19,0,14.5,2.8,0.1,0,0,1,0,54:57:00,7.62,194,0,80,0,0,104,115
204.3,1881,1268,3250,110,3710,83,100,32,1.92,279,336,0.29,19,0,14.5,2.7,0.1,0,0,1,0,54:56:00,7.32,194,0,80,0,0,104,115
204.5,1880,1268,3250,110,3714,83,100,32,1.92,279,336,0.29,19,0,14.5,2.7,0,0,0,1,0,54:56:00,7.32,194,0,80,0,0,104,115
204.7,1880,1268,3250,110,3718,83,100,32,1.92,279,336,0.29,19,0,14.5,2.7,0,0,0,1,0,54:56:00,7.32,194,0,80,0,0,104,115
204.9,1880,1267,3250,110,3722,83,100,32,1.92,279,337,0.29,19,0,14.5,2.7,0,0,0,1,0,54:56:00,7.32,194,0,80,0,0,104,115
205.1,1880,1267,3250,110,3726,83,100,32,1.92,279,337,0.29,19,0,14.4,2.7,0,0,0,1,0,54:56:00,7.32,194,0,80,0,0,104,115
205.3,1880,1267,3250,110,3730,83,100,32,1.92,279,337,0.29,19,0.28,14.4,2.7,0,0,0,1,0,54:55:00,7.64,194,0,80,0,0,104,115
205.5,1880,1267,3250,110,3734,83,100,32,1.92,279,337,0.29,19,0.28,14.4,2.7,0,0,0,1,0,54:55:00,7.64,194,0,80,0,0,104,115
205.7,1880,1267,3250,110,3738,83,100,32,1.92,279,337,0.29,19,0.28,14.4,2.7,0,0,0,1,0,54:55:00,7.64,194,0,80,0,0,104,115
205.9,1880,1266,3250,110,3741,83,100,32,1.92,279,337,0.29,19,0.28,14.4,2.7,0,0,0,1,0,54:55:00,7.64,194,0,80,0,0,104,115
206.1,1880,1266,3250,110,3745,83,100,32,1.92,279,337,0.29,18.9,0.28,14.4,2.7,0,0,0,1,0,54:55:00,7.64,194,0,80,0,0,104,115
206.3,1880,1266,3250,110,3749,83,100,32,1.92,279,337,0.29,18.9,0,14.3,2.7,0,0,0,1,0,54:54:00,7.64,194,0,80,0,0,104,115
206.5,1880,1266,3250,110,3752,83,100,32,1.92,279,337,0.29,18.9,0,14.3,2.7,0,0,0,1,0,54:54:00,7.64,194,0,80,0,0,104,115
206.7,1880,1266,3250,110,3757,83,100,32,1.92,279,337,0.29,18.9,0,14.3,2.7,0,0,0,1,0,54:54:00,7.64,194,0,80,0,0,104,115
206.9,1880,1265,3250,110,3760,83,100,32.1,1.92,279,337,0.29,18.9,0,14.3,2.6,0,0,0,1,0,54:54:00,7.64,194,0,80,0,0,104,115
207.1,1879,1265,3250,110,3764,83,100,32.1,1.92,279,337,0.29,18.8,0,14.2,2.6,0,0,0,1,0,54:54:00,7.64,194,0,80,0,0,104,115
207.3,1879,1265,3250,110,3768,83,100,32.1,1.92,279,337,0.29,18.8,0,14.1,2.5,0,0,0,0.9,0,54:53:00,7.64,194,0,80,0,0,104,115
207.5,1879,1265,3250,110,3771,83,100,32.1,1.92,279,337,0.29,18.7,0,14.1,2.6,0,0,0,0.9,0,54:53:00,7.64,194,0,80,0,0,104,115
207.7,1879,1264,3250,110,3776,83,100,32.1,1.92,279,337,0.29,18.7,0,14.1,2.6,0,0,0,0.9,0,54:53:00,7.64,194,0,80,0,0,104,115
207.9,1879,1264,3250,110,3779,83,100,32.1,1.92,279,337,0.29,18.6,0,14,2.5,0,0,0,0.9,0,54:53:00,7.64,194,0,80,0,0,104,115
208.1,1879,1264,3250,110,3783,83,100,32.1,1.92,279,337,0.29,18.5,0,14,2.6,0,0,0,0.9,0,54:53:00,7.64,194,0,80,0,0,104,115
208.3,1879,1263,3250,110,3787,83,100,32.1,1.92,279,337,0.29,18.5,0,14,2.6,0,0,0,1,0,54:52:00,7.64,194,0,80,0,0,104,115
208.5,1879,1263,3250,110,3790,83,100,32.1,1.92,279,337,0.29,18.5,0,14,2.6,0,0,0,1,0,54:52:00,7.64,194,0,80,0,0,104,115
208.7,1879,1263,3250,110,3794,83,100,32.1,1.92,279,338,0.29,18.4,0,14,2.7,0,0,0,1,0,54:52:00,7.64,194,0,80,0,0,104,115
208.9,1879,1262,3250,110,3798,83,100,32.1,1.92,279,338,0.29,18.4,0,14,2.7,0,0,0,1,0,54:52:00,7.64,193,0,80,0,0,104,115
209.1,1879,1262,3250,110,3802,83,100,32.1,1.92,279,338,0.29,18.4,0,14,2.7,0,0,0,1,0,54:52:00,7.64,193,0,80,0,0,104,115
209.3,1879,1262,3250,110,3805,83,100,32.1,1.92,279,338,0.29,18.4,0.28,14.1,2.7,0,0,0,1,0,54:51:00,7.64,193,0,80,0,0,104,115
209.5,1879,1261,3250,110,3809,83,100,32.1,1.92,279,338,0.29,18.4,0.28,14.1,2.7,0,0,0,1,0,54:51:00,7.64,193,0,80,0,0,104,115
209.7,1878,1261,3250,110,3813,83,100,32.1,1.92,279,338,0.29,18.4,0.28,14.1,2.8,0,0,0,1,0,54:51:00,7.64,193,0,80,0,0,104,115
209.9,1878,1261,3250,110,3817,83,100,32.1,1.92,279,338,0.29,18.4,0.28,14.1,2.8,0,0,0,1,0,54:51:00,7.64,193,0,80,0,0,104,115
210.1,1878,1261,3250,110,3820,83,100,32.1,1.92,279,338,0.29,18.4,0.28,14.1,2.8,0,0,0,1,0,54:51:00,7.64,193,0,80,0,0,104,115
210.3,1878,1260,3250,110,3824,83,100,32.1,1.92,279,338,0.29,18.4,0,14.1,2.7,0,0,0,1,0,54:50:00,7.64,193,0,80,0,0,104,115
210.5,1878,1260,3250,110,3827,83,100,32.2,1.92,279,338,0.29,18.4,0,14,2.7,0,0,0,1,0,54:50:00,7.64,193,0,80,0,0,104,115
210.7,1878,1260,3250,110,3831,83,100,32.2,1.92,279,338,0.29,18.4,0,14,2.7,0,0,0,1,0,54:50:00,7.64,193,0,80,0,0,104,115
210.9,1878,1259,3250,110,3835,83,100,32.2,1.92,279,338,0.29,18.4,0,13.9,2.7,0.1,0,0,1,0,54:50:00,7.64,193,0,80,0,0,104,115
211.1,1878,1259,3250,110,3838,83,100,32.2,1.92,279,339,0.29,18.4,0,13.9,2.6,0.1,0,0,1,0,54:50:00,7.64,193,0,80,0,0,104,115
211.3,1878,1259,3250,110,3842,83,100,32.2,1.92,279,339,0.29,18.3,0.28,13.9,2.6,0.1,0,0,1,0,54:49:00,7.64,193,0,80,0,0,104,115
211.5,1878,1258,3250,110,3846,83,100,32.2,1.92,279,339,0.29,18.3,0.28,13.9,2.7,0.1,0,0,1,0,54:49:00,7.64,193,0,80,0,0,104,115
211.7,1878,1258,3250,110,3849,83,100,32.2,1.92,279,339,0.29,18.3,0.28,13.9,2.7,0.1,0,0,1,0,54:49:00,7.64,193,0,80,0,0,104,115
211.9,1878,1258,3250,110,3854,83,100,32.2,1.92,279,339,0.29,18.3,0.28,13.9,2.7,0.1,0,0,1,0,54:49:00,7.64,193,0,80,0,0,104,115
212.1,1878,1257,3250,110,3857,83,100,32.2,1.92,279,339,0.29,18.2,0.28,13.9,2.7,0.1,0,0,1,0,54:49:00,7.64,193,0,80,0,0,104,115
212.3,1878,1257,3250,110,3861,83,100,32.2,1.92,279,339,0.29,18.2,0,13.9,2.7,0.1,0,0,1,0,54:48:00,7.64,193,0,80,0,0,104,115
212.5,1877,1257,3250,110,3864,83,100,32.2,1.92,279,339,0.29,18.2,0,13.9,2.7,0.1,0,0,1,0,54:48:00,7.64,193,0,80,0,0,104,115
212.7,1877,1256,3250,110,3868,83,100,32.2,1.92,279,339,0.29,18.2,0,13.9,2.7,0,0,0,1,0,54:48:00,7.64,193,0,80,0,0,104,115
212.9,1877,1256,3250,110,3871,83,100,32.2,1.92,279,339,0.29,18.2,0,13.9,2.7,0,0,0,1,0,54:48:00,7.64,193,0,80,0,0,104,115
213.1,1877,1256,3250,110,3875,83,100,32.2,1.92,279,339,0.29,18.2,0,13.9,2.7,0,0,0,1,0,54:48:00,7.64,193,0,80,0,0,104,115
213.3,1877,1255,3250,110,3879,83,100,32.2,1.92,279,339,0.29,18.2,0,13.9,2.7,0,0,0,1,0,54:47:00,7.64,193,0,80,0,0,104,115
213.5,1877,1255,3250,110,3883,83,100,32.2,1.92,279,340,0.29,18.2,0,13.9,2.7,0,0,0,1,0,54:47:00,7.64,193,0,80,0,0,104,115
213.7,1877,1255,3250,110,3886,83,100,32.3,1.92,280,340,0.29,18.2,0,13.9,2.7,-0.1,0,0,1,0,54:47:00,7.64,193,0,80,0,0,104,115
213.9,1877,1254,3250,110,3890,83,100,32.3,1.92,280,340,0.29,18.2,0,13.9,2.7,-0.1,0,0,1,0,54:47:00,7.64,193,0,80,0,0,104,115
214.1,1877,1254,3250,110,3894,83,100,32.3,1.92,280,340,0.29,18.2,0,13.9,2.7,-0.1,0,0,1,0,54:46:00,7.64,193,0,80,0,0,104,115
214.3,1877,1254,3250,110,3898,83,100,32.3,1.92,280,340,0.29,18.2,0.28,13.8,2.7,-0.1,0,0,1,0,54:46:00,7.64,193,0,80,0,0,104,115
214.5,1877,1253,3250,110,3901,83,100,32.3,1.92,280,340,0.29,18.2,0.28,13.8,2.7,-0.1,0,0,1,0,54:46:00,7.64,193,0,80,0,0,104,115
214.7,1877,1253,3250,110,3905,83,100,32.3,1.92,280,340,0.29,18.2,0.28,13.8,2.7,-0.1,0,0,1,0,54:46:00,7.64,193,0,80,0,0,104,115
214.9,1877,1253,3250,110,3908,83,100,32.3,1.92,280,340,0.29,18.2,0.28,13.8,2.7,-0.1,0,0,1,0,54:46:00,7.64,193,0,80,0,0,104,115
215.1,1877,1252,3250,110,3912,83,100,32.3,1.92,280,340,0.29,18.2,0.28,13.8,2.7,-0.1,0,0,1,0,54:45:00,7.64,193,0,80,0,0,104,115
215.3,1876,1252,3250,110,3916,83,100,32.3,1.92,280,340,0.29,18.2,0,13.8,2.7,0,0,0,1,0,54:45:00,7.64,193,0,80,0,0,104,115
215.5,1876,1252,3250,110,3919,83,100,32.3,1.92,280,340,0.29,18.2,0,13.8,2.7,0,0,0,1,0,54:45:00,7.64,193,0,80,0,0,104,115
215.7,1876,1251,3250,110,3923,83,100,32.3,1.92,280,341,0.29,18.2,0,13.8,2.7,0,0,0,1,0,54:45:00,7.64,193,0,80,0,0,105,115
215.9,1876,1251,3250,110,3927,83,100,32.3,1.92,280,341,0.29,18.2,0,13.8,2.7,0,0,0,1,0,54:45:00,7.64,193,0,80,0,0,105,115
216.2,1876,1251,3250,110,3931,83,100,32.3,1.92,280,341,0.29,18.2,0,13.8,2.7,0,0,0,1,0,54:44:00,7.64,193,0,80,0,0,105,115
216.3,1876,1250,3250,110,3934,83,100,32.3,1.92,280,341,0.29,18.2,0.28,13.8,2.8,0.1,0,0,1,0,54:44:00,7.64,193,0,80,0,0,105,115
216.5,1876,1250,3250,110,3938,83,100,32.3,1.92,280,341,0.29,18.2,0.28,13.9,2.8,0.1,0,0,1,0,54:44:00,7.64,193,0,80,0,0,105,115
216.7,1876,1250,3250,110,3942,83,100,32.3,1.92,280,341,0.29,18.2,0.28,13.9,2.8,0.1,0,0,1,0,54:44:00,7.64,193,0,80,0,0,105,115
216.9,1876,1249,3250,110,3945,83,100,32.4,1.92,280,341,0.29,18.2,0.28,13.9,2.8,0.1,0,0,1,0,54:44:00,7.64,192,0,80,0,0,105,115
217.1,1876,1249,3250,110,3949,83,100,32.4,1.92,280,341,0.29,18.3,0.28,13.9,2.8,0.1,0,0,1,0,54:43:00,7.64,192,0,80,0,0,105,115
217.3,1876,1249,3250,110,3952,83,100,32.4,1.92,280,341,0.29,18.3,0,13.9,2.8,0.1,0,0,1,0,54:43:00,7.64,192,0,80,0,0,105,115
217.5,1876,1248,3250,110,3956,83,100,32.4,1.92,280,341,0.29,18.3,0,13.9,2.8,0.2,0,0,1,0,54:43:00,7.64,192,0,80,0,0,105,115
217.7,1876,1248,3250,110,3960,83,100,32.4,1.92,280,341,0.29,18.3,0,13.9,2.8,0.2,0,0,1,0,54:43:00,7.64,192,0,80,0,0,105,115
217.9,1875,1248,3250,110,3963,83,100,32.4,1.92,280,341,0.29,18.3,0,13.9,2.8,0.2,0,0,1,0,54:43:00,7.64,192,0,80,0,0,105,115
218.1,1875,1247,3250,110,3967,83,100,32.4,1.92,280,342,0.29,18.4,0,13.9,2.8,0.2,0,0,1,0,54:42:00,7.64,192,0,80,0,0,105,115
218.3,1875,1247,3250,110,3971,83,100,32.4,1.92,280,342,0.29,18.4,0.28,13.9,2.8,0.2,0,0,1,0,54:42:00,7.64,192,0,80,0,0,105,115
218.5,1875,1247,3250,110,3975,83,100,32.4,1.92,280,342,0.29,18.4,0.28,13.9,2.7,0.1,0,0,1,0,54:42:00,7.64,192,0,80,0,0,105,115
218.7,1875,1247,3250,110,3978,83,100,32.4,1.92,280,342,0.29,18.4,0.28,13.9,2.7,0.1,0,0,1,0,54:42:00,7.64,192,0,80,0,0,105,115
218.9,1875,1246,3250,110,3982,83,100,32.4,1.92,280,342,0.29,18.4,0.28,13.9,2.7,0.1,0,0,1,0,54:42:00,7.64,192,0,80,0,0,105,115
219.1,1875,1246,3250,110,3986,83,100,32.4,1.92,280,342,0.29,18.4,0.28,13.9,2.7,0.1,0,0,1,0,54:41:00,7.64,192,0,80,0,0,105,115
219.3,1875,1246,3250,110,3989,83,100,32.4,1.92,280,342,0.29,18.4,0,13.9,2.7,0.1,0,0,1,0,54:41:00,7.64,192,0,80,0,0,105,115
219.5,1875,1245,3250,110,3993,83,100,32.4,1.92,280,342,0.29,18.4,0,13.8,2.7,0,0,0,1,0,54:41:00,7.64,192,0,80,0,0,105,115
219.7,1875,1245,3250,110,3997,83,100,32.4,1.92,280,342,0.29,18.4,0,13.8,2.7,0,0,0,1,0,54:41:00,7.64,192,0,80,0,0,105,115
219.9,1875,1245,3250,110,4001,83,100,32.5,1.92,280,342,0.29,18.3,0,13.8,2.7,0,0,0,1,0,54:41:00,7.64,192,0,80,0,0,105,115
220.1,1875,1244,3250,110,4004,83,100,32.5,1.92,280,342,0.29,18.3,0,13.8,2.7,0,0,0,1,0,54:40:00,7.64,192,0,80,0,0,105,115
220.3,1875,1244,3250,110,4008,83,100,32.5,1.92,280,342,0.29,18.3,0,13.8,2.7,0,0,0,1,0,54:40:00,7.64,192,0,80,0,0,105,115
220.6,1875,1244,3250,110,4012,83,100,32.5,1.92,280,342,0.29,18.3,0,13.8,2.7,-0.1,0,0,1,0,54:40:00,7.64,192,0,80,0,0,105,115
220.7,1874,1243,3250,110,4015,83,100,32.5,1.92,280,343,0.29,18.3,0,13.8,2.7,-0.1,0,0,1,0,54:40:00,7.64,192,0,80,0,0,105,115
220.9,1874,1243,3250,110,4019,83,100,32.5,1.92,280,343,0.29,18.3,0,13.7,2.7,-0.1,0,0,1,0,54:40:00,7.64,192,0,80,0,0,105,115
221.2,1874,1243,3250,110,4023,83,100,32.5,1.92,280,343,0.29,18.3,0,13.7,2.7,-0.1,0,0,1,0,54:39:00,7.64,192,0,80,0,0,105,115
221.4,1874,1243,3250,110,4026,83,100,32.5,1.92,280,343,0.29,18.2,0.27,13.7,2.7,-0.1,0,0,1,0,54:39:00,7.64,192,0,80,0,0,105,115
221.6,1874,1242,3250,110,4030,83,100,32.5,1.92,280,343,0.29,18.2,0.27,13.7,2.7,-0.1,0,0,1,0,54:39:00,7.64,192,0,80,0,0,105,115
221.8,1874,1242,3250,110,4033,83,100,32.5,1.92,280,343,0.29,18.2,0.27,13.7,2.7,-0.1,0,0,1,0,54:39:00,7.64,192,0,80,0,0,105,115
222,1874,1242,3250,110,4037,83,100,32.5,1.92,280,343,0.29,18.2,0.27,13.7,2.7,-0.1,0,0,1,0,54:39:00,7.64,192,0,80,0,0,105,115
222.2,1874,1241,3250,110,4041,83,100,32.5,1.92,280,343,0.29,18.2,0.27,13.7,2.7,-0.1,0,0,1,0,54:38:00,7.64,192,0,80,0,0,105,115
