"Time, s","Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]",RPM[1],RPM[2],"Manifold pressure, atm[1]","Manifold pressure, atm[2]","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %[1]","Propeller efficiency, %[2]",Supercharger gear,"Throttle, %[1]","Throttle, %[2]","WEP remain, min:sec","Altitude, m","Critical AoA, %","Mixture, %","Radiator, %[1]","Radiator, %[2]","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
799.9,912,912,443,443,2800,2800,0.87,0.87,4.3,0.02,4.0,82,82,0,110,110,00:00,9464,18,0,5,5,0,0.0,0,276,460,101017.6,661.3
800.4,912,912,443,443,2800,2800,0.87,0.87,4.2,0.01,4.0,82,82,0,110,110,00:00,9466,18,0,5,5,0,0.0,0,276,460,101037.5,665.8
801.0,911,911,443,443,2800,2800,0.87,0.87,4.2,0.01,4.0,82,82,0,110,110,00:00,9468,18,0,5,5,0,0.0,0,276,460,101057.3,665.8
801.5,911,911,442,442,2800,2800,0.87,0.87,4.1,0.01,4.0,82,82,0,110,110,00:00,9470,18,0,5,5,0,0.0,0,276,460,101076.9,667.1
802.1,911,911,443,443,2800,2800,0.87,0.87,4.1,0.01,4.0,82,82,0,110,110,00:00,9472,18,0,5,5,0,0.0,0,276,460,101096.5,667.1
802.6,911,911,442,442,2800,2800,0.87,0.87,4.1,0.02,4.0,82,82,0,110,110,00:00,9475,18,0,5,5,0,0.0,0,276,461,101143.3,669.1
803.2,910,910,442,442,2800,2800,0.87,0.87,4.1,0.06,4.0,82,82,0,110,110,00:00,9477,18,0,5,5,0,0.0,0,276,461,101175.1,669.1
803.7,910,910,442,442,2800,2800,0.87,0.87,5.5,0.08,4.0,82,82,0,110,110,00:00,9479,18,0,5,5,0,0.0,0,276,461,101198.9,592.1
804.2,910,910,442,442,2800,2800,0.86,0.86,5.0,0.08,4.0,82,82,0,110,110,00:00,9481,18,0,5,5,0,0.0,0,276,461,101219.8,619.1
804.8,910,910,441,441,2800,2800,0.86,0.86,5.0,0.07,4.0,82,82,0,110,110,00:00,9483,18,0,5,5,0,0.0,0,276,461,101239.7,619.1
805.3,909,909,441,441,2800,2800,0.86,0.86,4.6,0.06,4.0,82,82,0,110,110,00:00,9486,18,0,5,5,0,0.0,0,276,461,101268.9,641.6
805.9,909,909,441,441,2800,2800,0.86,0.86,4.6,0.04,4.0,82,82,0,110,110,00:00,9488,18,0,5,5,0,0.0,0,276,461,101288.0,641.6
806.4,909,909,441,441,2800,2800,0.86,0.86,4.3,0.03,4.1,82,82,0,110,110,00:00,9490,19,0,5,5,0,0.0,0,276,461,101306.9,655.3
807.0,908,908,440,440,2800,2800,0.86,0.86,4.3,0.02,4.1,82,82,0,110,110,00:00,9492,18,0,5,5,0,0.0,0,276,461,101325.9,655.3
807.5,908,908,440,440,2800,2800,0.86,0.86,4.2,0.01,4.1,82,82,0,110,110,00:00,9495,18,0,5,5,0,0.0,0,276,461,101354.6,660.0
808.1,908,908,440,440,2800,2800,0.86,0.86,4.2,0.01,4.1,82,82,0,110,110,00:00,9497,18,0,5,5,0,0.0,0,276,461,101373.4,660.0
808.6,908,908,440,440,2800,2800,0.86,0.86,4.1,0.00,4.1,82,82,0,110,110,00:00,9499,18,0,5,5,0,0.0,0,276,461,101392.0,664.7
809.2,907,907,440,440,2800,2800,0.86,0.86,4.1,0.00,4.1,82,82,0,110,110,00:00,9501,18,0,5,5,0,0.0,0,276,461,101410.8,664.7
809.7,907,907,440,440,2800,2800,0.86,0.86,4.0,-0.01,4.1,82,82,0,110,110,00:00,9503,18,0,5,5,0,0.0,0,276,461,101429.7,667.8
810.2,907,907,439,439,2800,2800,0.86,0.86,4.0,-0.01,4.1,82,82,0,110,110,00:00,9506,18,0,5,5,0,0.0,0,276,461,101458.4,668.1
810.8,907,907,439,439,2800,2800,0.86,0.86,4.0,-0.01,4.1,82,82,0,110,110,00:00,9508,18,0,5,5,0,0.0,0,276,461,101477.4,668.1
811.3,906,906,439,439,2800,2800,0.86,0.86,3.9,-0.01,4.0,82,82,0,110,110,00:00,9510,18,0,5,5,0,0.0,0,276,461,101496.6,670.2
811.9,906,906,439,439,2800,2800,0.86,0.86,3.9,-0.01,4.0,82,82,0,110,110,00:00,9512,18,0,5,5,0,0.0,0,276,461,101515.7,670.2
812.4,906,906,439,439,2800,2800,0.86,0.86,3.9,-0.01,4.0,82,82,0,110,110,00:00,9515,18,0,5,5,0,0.0,0,276,461,101544.6,672.0
813.0,905,905,438,438,2800,2800,0.86,0.86,3.9,-0.01,4.0,82,82,0,110,110,00:00,9517,18,0,5,5,0,0.0,0,276,461,101563.5,672.0
813.5,905,905,438,438,2800,2800,0.86,0.86,3.9,-0.01,4.0,82,82,0,110,110,00:00,9519,18,0,5,5,0,0.0,0,276,461,101582.4,670.7
814.1,905,905,438,438,2800,2800,0.86,0.86,3.9,0.02,4.0,82,82,0,110,110,00:00,9521,18,0,5,5,0,0.0,0,276,462,101622.2,670.7
814.6,905,905,438,438,2800,2800,0.86,0.86,5.2,0.05,4.0,82,82,0,110,110,00:00,9523,19,0,5,5,0,0.0,0,276,462,101650.5,600.0
815.2,904,904,438,438,2800,2800,0.86,0.86,5.2,0.07,4.1,82,82,0,110,110,00:00,9526,19,0,5,5,0,0.0,0,276,462,101682.0,600.0
815.7,904,904,438,437,2800,2800,0.86,0.86,4.9,0.07,4.1,82,82,0,110,110,00:00,9528,18,0,5,5,0,0.0,0,276,462,101701.7,615.0
816.2,904,904,437,437,2800,2800,0.86,0.86,4.9,0.06,4.0,82,82,0,110,110,00:00,9530,18,0,5,5,0,0.0,0,276,462,101723.3,615.0
816.8,904,904,438,438,2800,2800,0.86,0.86,4.6,0.05,3.8,82,82,0,110,110,00:00,9532,17,0,5,5,0,0.0,0,276,462,101745.9,633.7
817.3,903,903,438,438,2800,2800,0.86,0.86,4.6,0.05,3.6,82,82,0,110,110,00:00,9534,17,0,5,5,0,0.0,0,276,462,101767.6,633.7
817.9,903,903,436,436,2800,2800,0.86,0.86,4.1,0.05,3.4,82,82,0,110,110,00:00,9536,17,0,5,5,0,0.0,0,276,462,101790.6,660.5
818.4,903,903,437,437,2800,2800,0.86,0.86,3.8,0.05,3.2,82,82,0,110,110,00:00,9538,18,0,5,5,0,0.0,0,276,462,101813.6,674.5
819.0,903,903,436,436,2800,2800,0.86,0.86,3.8,0.05,3.1,82,82,0,110,110,00:00,9540,18,0,5,5,0,0.0,0,276,462,101837.1,674.5
819.5,903,903,436,435,2800,2800,0.86,0.86,4.3,0.06,3.1,82,82,0,110,110,00:00,9541,18,0,5,5,0,0.0,0,276,463,101855.8,643.6
820.1,902,902,435,435,2800,2800,0.86,0.86,4.3,0.03,3.1,82,82,0,110,110,00:00,9543,19,0,5,5,0,0.6,0,276,462,101859.3,643.6
820.6,902,902,435,435,2800,2800,0.86,0.86,2.6,0.00,3.2,82,82,0,110,110,00:00,9545,19,0,5,5,0,0.6,0,276,462,101875.8,731.5
821.2,902,902,435,435,2800,2800,0.86,0.86,2.6,-0.01,3.2,82,82,0,110,110,00:00,9546,19,0,5,5,0,0.6,0,276,462,101887.1,731.5
821.7,902,902,435,435,2800,2800,0.86,0.86,3.1,-0.01,3.2,82,82,0,110,110,00:00,9548,18,0,5,5,0,0.0,0,277,462,101909.4,708.7
822.2,902,902,435,435,2800,2800,0.86,0.86,3.1,0.00,3.3,82,82,0,110,110,00:00,9550,18,0,5,5,0,0.0,0,277,462,101932.2,708.7
822.8,901,901,434,434,2800,2800,0.86,0.86,3.4,0.01,3.2,82,82,0,110,110,00:00,9552,18,0,5,5,0,0.0,0,277,462,101955.0,689.3
823.3,901,901,434,434,2800,2800,0.86,0.86,3.4,0.04,3.2,82,82,0,110,110,00:00,9553,18,0,5,5,0,0.0,0,277,463,101985.5,689.3
823.9,901,901,434,434,2800,2800,0.86,0.86,4.6,0.09,3.2,82,82,0,110,110,00:00,9555,18,0,5,5,0,0.0,0,277,463,102020.3,624.3
824.4,901,901,434,434,2800,2800,0.86,0.86,4.6,0.10,3.2,82,82,0,110,110,00:00,9557,18,0,5,5,0,0.0,0,277,464,102046.5,624.3
825.0,901,901,433,433,2800,2800,0.86,0.86,4.8,0.11,3.3,82,82,0,110,110,00:00,9559,18,0,5,5,0,0.6,0,277,464,102069.9,614.3
825.5,900,900,433,433,2800,2800,0.86,0.86,4.4,0.11,3.3,82,82,0,110,110,00:00,9561,18,0,5,5,0,0.6,0,277,464,102092.2,634.3
826.1,900,900,433,433,2800,2800,0.85,0.85,4.4,0.09,3.4,82,82,0,110,110,00:00,9562,18,0,5,5,0,0.0,0,277,464,102104.5,634.3
826.6,900,900,433,433,2800,2800,0.85,0.85,4.1,0.08,3.4,82,82,0,110,110,00:00,9564,18,0,5,5,0,0.0,0,277,464,102126.4,650.7
827.2,900,900,432,432,2800,2800,0.85,0.85,4.1,0.07,3.4,82,82,0,110,110,00:00,9566,18,0,5,5,0,0.0,0,277,464,102148.2,650.7
827.7,899,899,432,432,2800,2800,0.85,0.85,4.0,0.06,3.4,82,82,0,110,110,00:00,9568,18,0,5,5,0,0.0,0,277,464,102177.1,654.9
828.2,899,899,432,432,2800,2800,0.85,0.85,4.0,0.10,3.4,82,82,0,110,110,00:00,9570,18,0,5,5,0,0.0,0,277,465,102217.8,654.9
828.8,899,899,432,432,2800,2800,0.85,0.85,5.4,0.12,3.4,82,82,0,110,110,00:00,9572,18,0,5,5,0,0.0,0,277,465,102245.6,584.2
829.3,899,899,432,432,2800,2800,0.85,0.85,5.4,0.12,3.4,82,82,0,110,110,00:00,9573,18,0,5,5,0,0.0,0,277,465,102259.1,584.2
829.9,899,899,431,431,2800,2800,0.85,0.85,4.7,0.11,3.4,82,82,0,110,110,00:00,9575,18,0,5,5,0,0.0,0,277,465,102281.3,616.6
830.4,898,898,431,431,2800,2800,0.85,0.85,4.7,0.09,3.4,82,82,0,110,110,00:00,9577,18,0,5,5,0,0.0,0,277,465,102303.1,616.6
831.0,898,898,431,431,2800,2800,0.85,0.85,4.3,0.08,3.4,82,82,0,110,110,00:00,9579,18,0,5,5,0,0.0,0,277,465,102325.2,635.2
831.5,898,898,431,431,2800,2800,0.85,0.85,4.3,0.07,3.3,82,82,0,110,110,00:00,9581,18,0,5,5,0,0.0,0,277,465,102347.2,635.2
832.1,898,898,431,431,2800,2800,0.85,0.85,4.0,0.06,3.3,82,82,0,110,110,00:00,9582,18,0,5,5,0,0.0,0,277,466,102359.5,654.6
832.6,898,898,430,430,2800,2800,0.85,0.85,4.0,0.04,3.2,82,82,0,110,110,00:00,9584,18,0,5,5,0,0.0,0,277,465,102360.0,654.6
833.2,897,897,430,430,2800,2800,0.85,0.85,2.8,0.00,3.2,82,82,0,110,110,00:00,9586,18,0,5,5,0,0.0,0,277,465,102380.1,715.6
833.7,897,897,430,430,2800,2800,0.85,0.85,3.1,-0.01,3.2,81,81,0,110,110,00:00,9588,18,0,5,5,0,0.0,0,277,465,102401.5,700.0
834.2,897,897,430,430,2800,2800,0.85,0.85,3.1,-0.01,3.2,82,81,0,110,110,00:00,9589,18,0,5,5,0,0.0,0,277,465,102413.4,700.0
834.8,897,897,429,429,2800,2800,0.85,0.85,3.3,-0.01,3.2,81,82,0,110,110,00:00,9591,18,0,5,5,0,0.0,0,277,465,102435.4,684.3
835.3,897,897,429,429,2800,2800,0.85,0.85,3.3,0.00,3.2,81,81,0,110,110,00:00,9593,18,0,5,5,0,0.0,0,278,465,102457.5,684.3
835.9,896,896,429,429,2800,2800,0.85,0.85,3.5,0.01,3.2,81,81,0,110,110,00:00,9595,18,0,5,5,0,0.0,0,278,465,102479.4,676.1
836.4,896,896,429,429,2800,2800,0.85,0.85,3.5,0.02,3.2,81,82,0,110,110,00:00,9596,18,0,5,5,0,0.0,0,278,465,102491.6,676.1
837.0,896,896,429,429,2800,2800,0.85,0.85,3.5,0.02,3.2,81,81,0,110,110,00:00,9598,18,0,5,5,0,0.0,0,278,465,102513.2,673.3
837.5,896,896,428,428,2800,2800,0.85,0.85,3.5,0.03,3.2,81,81,0,110,110,00:00,9600,18,0,5,5,0,0.0,0,278,466,102547.9,673.3
838.1,896,896,428,428,2800,2800,0.85,0.85,4.5,0.08,3.2,81,81,0,110,110,00:00,9602,18,0,5,5,0,0.0,0,278,466,102584.9,623.1
838.6,895,895,428,428,2800,2800,0.85,0.85,4.5,0.10,3.2,81,81,0,110,110,00:00,9603,18,0,5,5,0,0.0,0,278,467,102601.8,623.1
839.2,895,895,428,428,2800,2800,0.85,0.85,4.8,0.11,3.2,81,81,0,110,110,00:00,9605,18,0,5,5,0,0.0,0,278,467,102625.1,608.4
839.7,895,895,427,427,2800,2800,0.85,0.85,4.3,0.10,3.2,81,81,0,110,110,00:00,9607,18,0,5,5,0,0.0,0,278,467,102647.2,629.9
840.2,895,895,427,427,2800,2800,0.85,0.85,4.3,0.09,3.2,81,81,0,110,110,00:00,9609,18,0,5,5,0,0.0,0,278,467,102668.8,629.9
840.8,895,895,427,427,2800,2800,0.85,0.85,4.0,0.07,3.2,81,81,0,110,110,00:00,9610,18,0,5,5,0,0.0,0,278,467,102680.3,647.6
841.3,894,894,427,427,2800,2800,0.85,0.85,4.0,0.06,3.2,81,81,0,110,110,00:00,9612,18,0,5,5,0,0.0,0,278,467,102701.3,647.6
841.9,894,894,427,427,2800,2800,0.85,0.85,3.8,0.05,3.3,81,81,0,110,110,00:00,9614,18,0,5,5,0,0.0,0,278,467,102722.1,657.7
842.4,894,894,426,426,2800,2800,0.85,0.85,3.8,0.04,3.3,81,81,0,110,110,00:00,9616,18,0,5,5,0,0.0,0,278,467,102743.0,657.7
843.0,894,894,426,426,2800,2800,0.85,0.85,3.7,0.03,3.3,81,81,0,110,110,00:00,9618,18,0,5,5,0,0.0,0,278,467,102764.0,660.4
843.5,893,893,426,426,2800,2800,0.85,0.85,3.7,0.07,3.3,81,81,0,110,110,00:00,9619,18,0,5,5,0,0.0,0,278,468,102799.4,660.4
844.1,893,893,426,426,2800,2800,0.85,0.85,4.8,0.10,3.3,81,81,0,110,110,00:00,9621,18,0,5,5,0,0.0,0,278,468,102828.7,600.4
844.6,893,893,426,426,2800,2800,0.85,0.85,4.8,0.10,3.2,81,81,0,110,110,00:00,9623,18,0,5,5,0,0.0,0,278,468,102852.8,600.4
845.2,893,893,426,426,2800,2800,0.85,0.85,4.5,0.10,3.2,81,81,0,110,110,00:00,9625,18,0,5,5,0,0.0,0,278,468,102875.3,618.5
845.7,893,893,425,425,2800,2800,0.85,0.85,4.5,0.09,3.1,81,81,0,110,110,00:00,9626,18,0,5,5,0,0.0,0,278,468,102887.4,618.5
846.2,892,892,425,425,2800,2800,0.85,0.85,4.1,0.08,3.1,81,81,0,110,110,00:00,9628,18,0,5,5,0,0.0,0,278,468,102908.7,638.0
846.8,892,892,425,425,2800,2800,0.85,0.85,3.8,0.07,3.1,81,81,0,110,110,00:00,9630,18,0,5,5,0,0.0,0,278,468,102929.8,653.8
847.3,892,892,425,425,2800,2800,0.85,0.85,3.8,0.05,3.2,81,81,0,110,110,00:00,9632,18,0,5,5,0,0.6,0,278,468,102950.8,653.8
847.9,892,892,424,424,2800,2800,0.85,0.85,3.6,0.04,3.2,81,81,0,110,110,00:00,9633,18,0,5,5,0,0.6,0,278,468,102961.5,658.8
848.4,892,892,424,424,2800,2800,0.85,0.85,3.6,0.04,3.3,81,81,0,110,110,00:00,9635,18,0,5,5,0,0.6,0,278,468,102981.9,658.8
849.0,891,891,424,424,2800,2800,0.85,0.85,3.6,0.03,3.3,81,81,0,110,110,00:00,9637,18,0,5,5,0,0.6,0,278,468,103002.1,661.3
849.5,891,891,424,424,2800,2800,0.85,0.85,3.6,0.06,3.4,81,81,0,110,110,00:00,9639,18,0,5,5,0,0.0,0,278,469,103046.5,661.3
850.1,891,891,424,424,2800,2800,0.85,0.85,4.9,0.08,3.4,81,81,0,110,110,00:00,9641,18,0,5,5,0,0.0,0,278,469,103074.6,592.2
850.6,891,891,424,424,2800,2800,0.85,0.85,4.9,0.10,3.4,81,81,0,110,110,00:00,9642,18,0,5,5,0,0.0,0,278,469,103087.3,592.2
851.2,891,891,423,423,2800,2800,0.85,0.85,4.6,0.09,3.4,81,81,0,110,110,00:00,9644,18,0,5,5,0,0.0,0,278,469,103108.3,611.2
851.7,890,890,423,423,2800,2800,0.84,0.84,4.1,0.08,3.3,81,81,0,110,110,00:00,9646,18,0,5,5,0,0.0,0,278,469,103128.7,635.3
852.3,890,890,423,423,2800,2800,0.84,0.84,4.1,0.06,3.3,81,81,0,110,110,00:00,9648,18,0,5,5,0,0.0,0,278,469,103149.0,635.3
852.8,890,890,423,423,2800,2800,0.84,0.84,3.7,0.05,3.3,81,81,0,110,110,00:00,9650,18,0,5,5,0,0.0,0,278,469,103169.3,652.3
853.4,890,890,423,423,2800,2800,0.84,0.84,3.7,0.04,3.3,81,81,0,110,110,00:00,9651,18,0,5,5,0,0.0,0,278,469,103179.6,652.3
853.9,889,889,423,423,2800,2800,0.84,0.84,3.6,0.03,3.3,81,81,0,110,110,00:00,9653,18,0,5,5,0,0.0,0,278,469,103199.8,662.1
854.4,889,889,422,422,2800,2800,0.84,0.84,3.6,0.02,3.3,81,81,0,110,110,00:00,9655,18,0,5,5,0,0.0,0,278,470,103220.0,662.1
855.0,889,889,422,422,2800,2800,0.84,0.84,3.4,0.02,3.3,81,81,0,110,110,00:00,9657,18,0,5,5,0,0.0,0,278,470,103240.4,665.5
855.5,889,889,422,422,2800,2800,0.84,0.84,3.4,0.02,3.2,81,81,0,110,110,00:00,9659,18,0,5,5,0,0.0,0,278,470,103260.7,665.5
856.1,889,889,422,422,2800,2800,0.84,0.84,3.4,-0.02,3.2,81,81,0,110,110,00:00,9660,18,0,5,5,0,0.0,0,278,469,103241.4,667.3
856.6,888,888,422,422,2800,2800,0.84,0.84,3.4,-0.09,3.2,81,81,0,110,110,00:00,9662,18,0,5,5,0,0.0,0,278,468,103240.9,667.3
857.2,888,888,422,422,2800,2800,0.84,0.84,0.8,-0.12,3.2,81,81,0,110,110,00:00,9664,18,0,5,5,0,0.0,0,278,468,103254.2,800.5
857.7,888,888,421,421,2800,2800,0.84,0.84,0.8,-0.10,3.2,81,81,0,110,110,00:00,9666,18,0,5,5,0,0.0,0,278,469,103293.3,800.5
858.3,888,888,421,421,2800,2800,0.84,0.84,2.8,-0.04,3.2,81,81,0,110,110,00:00,9667,18,0,5,5,0,0.0,0,278,469,103312.5,694.5
858.8,888,888,421,421,2800,2800,0.84,0.84,3.5,-0.01,3.3,81,81,0,110,110,00:00,9669,18,0,5,5,0,0.0,0,278,469,103335.2,659.8
859.4,887,887,421,421,2800,2800,0.84,0.84,3.5,0.01,3.3,81,81,0,110,110,00:00,9671,18,0,5,5,0,0.0,0,278,469,103355.9,659.8
859.9,887,887,421,421,2800,2800,0.84,0.84,3.5,0.02,3.3,81,81,0,110,110,00:00,9673,18,0,5,5,0,0.0,0,278,469,103376.0,660.0
860.5,887,887,421,421,2800,2800,0.84,0.84,3.5,0.02,3.3,81,81,0,110,110,00:00,9675,18,0,5,5,0,0.0,0,278,469,103395.8,660.0
861.0,887,887,420,420,2800,2800,0.84,0.84,3.4,0.02,3.3,81,81,0,110,110,00:00,9676,18,0,5,5,0,0.0,0,278,469,103405.6,662.9
861.6,887,887,420,420,2800,2800,0.84,0.84,3.4,0.01,3.3,81,81,0,110,110,00:00,9678,18,0,5,5,0,0.0,0,278,469,103425.0,662.9
862.1,886,886,420,420,2800,2800,0.84,0.84,3.4,0.01,3.3,81,81,0,110,110,00:00,9680,18,0,5,5,0,0.0,0,278,469,103444.2,666.2
862.6,886,886,420,420,2800,2800,0.84,0.84,3.4,0.01,3.3,81,81,0,110,110,00:00,9682,18,0,5,5,0,0.0,0,278,469,103463.4,666.2
863.2,886,886,420,420,2800,2800,0.84,0.84,3.3,0.00,3.4,81,81,0,110,110,00:00,9684,18,0,5,5,0,0.0,0,278,469,103482.6,667.5
863.7,886,886,420,420,2800,2800,0.84,0.84,3.3,0.00,3.4,81,81,0,110,110,00:00,9685,18,0,5,5,0,0.0,0,278,469,103492.1,667.5
864.3,885,885,420,420,2800,2800,0.84,0.84,3.3,0.00,3.4,81,81,0,110,110,00:00,9687,18,0,5,5,0,0.0,0,278,469,103511.4,667.8
864.8,885,885,419,419,2800,2800,0.84,0.84,3.3,0.00,3.3,81,81,0,110,110,00:00,9689,18,0,5,5,0,0.0,0,278,469,103530.5,667.8
865.4,885,885,419,419,2800,2800,0.84,0.84,3.8,0.06,3.3,81,81,0,110,110,00:00,9691,18,0,5,5,0,0.0,0,278,470,103590.8,640.2
865.9,885,885,419,419,2800,2800,0.84,0.84,5.6,0.11,3.3,81,81,0,110,110,00:00,9693,18,0,5,5,0,0.0,0,278,470,103623.4,547.8
866.5,885,885,419,419,2800,2800,0.84,0.84,5.6,0.13,3.3,81,81,0,110,110,00:00,9695,18,0,5,5,0,0.0,0,278,470,103647.1,547.8
867.0,884,884,419,419,2800,2800,0.84,0.84,4.8,0.12,3.3,81,81,0,110,110,00:00,9696,18,0,5,5,0,0.0,0,278,470,103658.1,590.8
867.6,884,884,419,419,2800,2800,0.84,0.84,4.8,0.10,3.3,81,81,0,110,110,00:00,9698,18,0,5,5,0,0.0,0,278,471,103678.0,590.8
868.1,884,884,418,418,2800,2800,0.84,0.84,4.1,0.08,3.3,81,81,0,110,110,00:00,9700,18,0,5,5,0,0.0,0,278,470,103697.3,625.9
868.6,884,884,418,418,2800,2800,0.84,0.84,4.1,0.06,3.3,81,81,0,110,110,00:00,9702,18,0,5,5,0,0.0,0,278,470,103716.4,625.9
869.2,883,883,418,418,2800,2800,0.84,0.84,3.7,0.04,3.3,81,81,0,110,110,00:00,9704,18,0,5,5,0,0.0,0,278,470,103735.1,646.1
869.7,883,883,418,418,2800,2800,0.84,0.84,3.7,0.06,3.3,81,81,0,110,110,00:00,9705,18,0,5,5,0,0.0,0,278,471,103768.5,646.1
870.3,883,883,418,418,2800,2800,0.84,0.84,4.8,0.08,3.4,81,81,0,110,110,00:00,9707,18,0,5,5,0,0.0,0,278,471,103795.4,590.3
870.8,883,883,418,418,2800,2800,0.84,0.84,4.5,0.09,3.4,81,81,0,110,110,00:00,9709,18,0,5,5,0,0.0,0,278,471,103816.8,606.4
871.4,883,883,418,418,2800,2800,0.84,0.84,4.5,0.08,3.4,81,81,0,110,110,00:00,9711,18,0,5,5,0,0.0,0,278,471,103836.3,606.4
871.9,882,882,417,417,2800,2800,0.84,0.84,3.9,0.06,3.4,81,81,0,110,110,00:00,9713,18,0,5,5,0,0.0,0,278,471,103855.1,634.7
872.5,882,882,417,417,2800,2800,0.84,0.84,3.9,0.04,3.4,81,81,0,110,110,00:00,9715,18,0,5,5,0,0.0,0,278,471,103873.5,634.7
873.0,882,882,417,417,2800,2800,0.84,0.84,3.6,0.03,3.4,81,81,0,110,110,00:00,9717,18,0,5,5,0,0.0,0,278,471,103891.9,649.2
873.6,882,882,417,417,2800,2800,0.84,0.84,3.6,0.02,3.4,81,81,0,110,110,00:00,9718,18,0,5,5,0,0.0,0,278,471,103900.4,649.2
874.1,881,881,417,417,2800,2800,0.84,0.84,3.4,0.01,3.4,81,81,0,110,110,00:00,9720,18,0,5,5,0,0.0,0,278,471,103918.7,658.3
874.6,881,881,417,417,2800,2800,0.84,0.84,3.4,0.00,3.4,81,81,0,110,110,00:00,9722,18,0,5,5,0,0.0,0,278,471,103936.9,658.3
875.2,881,881,417,417,2800,2800,0.84,0.84,3.3,-0.01,3.4,81,81,0,110,110,00:00,9724,18,0,5,5,0,0.0,0,278,471,103954.9,663.9
875.7,881,881,416,416,2800,2800,0.84,0.84,3.3,-0.01,3.4,81,81,0,110,110,00:00,9726,18,0,5,5,0,0.0,0,278,471,103973.1,663.9
876.3,881,881,416,416,2800,2800,0.83,0.83,3.2,-0.01,3.4,81,81,0,110,110,00:00,9728,18,0,5,5,0,0.0,0,278,471,103991.4,664.6
876.8,880,880,416,416,2800,2800,0.83,0.83,3.2,-0.02,3.4,81,81,0,110,110,00:00,9730,18,0,5,5,0,0.0,0,278,471,104010.0,666.4
877.4,880,880,416,416,2800,2800,0.83,0.83,3.2,-0.02,3.4,81,81,0,110,110,00:00,9731,18,0,5,5,0,0.0,0,278,471,104019.0,666.4
877.9,880,880,416,416,2800,2800,0.83,0.83,3.2,-0.01,3.3,81,81,0,110,110,00:00,9733,18,0,5,5,0,0.0,0,278,471,104038.0,668.8
878.5,880,880,416,416,2800,2800,0.83,0.83,3.2,-0.01,3.3,81,81,0,110,110,00:00,9735,18,0,5,5,0,0.0,0,278,471,104057.1,668.8
879.0,879,879,416,416,2800,2800,0.83,0.83,3.1,-0.01,3.2,81,81,0,110,110,00:00,9737,18,0,5,5,0,0.0,0,278,471,104076.1,671.7
879.6,879,879,415,415,2800,2800,0.83,0.83,3.1,-0.01,3.2,81,81,0,110,110,00:00,9739,17,0,5,5,0,0.0,0,278,471,104098.3,671.7
880.1,879,879,416,416,2800,2800,0.83,0.83,3.1,0.00,3.0,81,81,0,110,110,00:00,9740,18,0,5,5,0,0.0,0,278,471,104108.1,670.8
880.7,879,879,415,415,2800,2800,0.83,0.83,3.1,0.00,3.0,81,81,0,110,110,00:00,9742,18,0,5,5,0,0.0,0,278,471,104128.7,670.8
881.2,879,879,414,414,2800,2800,0.83,0.83,3.0,0.00,2.9,81,81,0,110,110,00:00,9744,18,0,5,5,0,0.0,0,278,471,104149.3,674.2
881.8,879,879,415,415,2800,2800,0.83,0.83,3.0,0.01,2.9,81,81,0,110,110,00:00,9745,18,0,5,5,0,0.0,0,278,471,104160.5,673.4
882.3,878,878,415,415,2800,2800,0.83,0.83,3.0,0.01,2.9,81,81,0,110,110,00:00,9747,18,0,5,5,0,0.0,0,278,471,104181.5,673.4
882.9,878,878,414,414,2800,2800,0.83,0.83,3.1,0.01,2.9,81,81,0,110,110,00:00,9748,18,0,5,5,0,0.0,0,278,471,104192.5,669.4
883.4,878,878,414,414,2800,2800,0.83,0.83,3.1,0.05,2.9,81,81,0,110,110,00:00,9750,18,0,5,5,0,0.0,0,278,472,104237.7,669.4
883.9,878,878,414,414,2800,2800,0.83,0.83,4.5,0.08,2.9,81,81,0,110,110,00:00,9751,18,0,5,5,0,0.0,0,278,472,104256.7,598.1
884.5,878,878,414,414,2800,2800,0.83,0.83,4.5,0.10,2.9,81,81,0,110,110,00:00,9753,18,0,5,5,0,0.0,0,278,472,104280.0,598.1
885.0,877,877,414,414,2800,2800,0.83,0.83,4.2,0.09,2.9,81,81,0,110,110,00:00,9755,18,0,5,5,0,0.0,0,278,472,104301.5,614.5
885.6,877,877,414,414,2800,2800,0.83,0.83,4.2,0.08,2.9,81,81,0,110,110,00:00,9756,18,0,5,5,0,0.0,0,278,472,104313.0,614.5
886.1,877,877,413,413,2800,2800,0.83,0.83,3.7,0.07,2.9,81,81,0,110,110,00:00,9758,18,0,5,5,0,0.0,0,278,472,104333.9,637.3
886.7,877,877,413,413,2800,2800,0.83,0.83,3.7,0.05,2.9,81,81,0,110,110,00:00,9759,18,0,5,5,0,0.0,0,278,472,104345.1,637.3
887.2,877,877,413,413,2800,2800,0.83,0.83,3.4,0.05,2.9,81,81,0,110,110,00:00,9761,18,0,5,5,0,0.0,0,278,472,104366.0,650.8
887.8,876,876,413,413,2800,2800,0.83,0.83,3.3,0.04,2.8,81,81,0,110,110,00:00,9763,18,0,5,5,0,0.0,0,278,472,104387.1,658.6
