"Time, s","Altitude, m","IAS, km/h","TAS, km/h","Propeller efficiency, %[1]","Propeller efficiency, %[2]","Propeller pitch, deg[1]","Propeller pitch, deg[2]","Propeller pitch, %[1]","Propeller pitch, %[2]",RPM[1],RPM[2],"Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]","Pitch angle, deg","AoA, deg","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s",Mach number,"Manifold pressure, atm[1]","Manifold pressure, atm[2]"
2.3,209,234,236,79,79,27.4,27.4,100,100,2842,2842,1128,1128,1030,1030,25.4,5.7,14.5,-1.15,22.2,0.19,1.61,1.61
2.4,212,233,235,78,78,27.4,27.4,100,100,2842,2842,1129,1129,1025,1025,25.4,5.7,14.4,-1.17,22.1,0.19,1.61,1.61
2.5,214,233,235,78,78,27.3,27.3,100,100,2842,2843,1130,1130,1022,1022,25.4,5.7,14.4,-1.19,22.1,0.19,1.61,1.61
2.6,216,232,234,78,78,27.2,27.2,100,100,2844,2844,1130,1130,1019,1019,25.4,5.8,14.1,-1.20,22.0,0.19,1.61,1.61
2.7,218,232,234,77,77,27.2,27.2,100,100,2845,2845,1131,1131,1017,1018,25.4,5.8,14.1,-1.23,22.0,0.19,1.61,1.61
2.8,220,231,233,77,77,27.1,27.1,100,100,2847,2847,1132,1132,1018,1019,25.4,5.8,13.7,-1.24,21.9,0.19,1.61,1.61
2.9,223,231,233,77,77,27.1,27.1,100,100,2849,2849,1133,1133,1020,1021,25.4,5.8,13.7,-1.25,21.8,0.19,1.61,1.61
3.0,225,230,233,77,77,27.0,27.0,100,100,2850,2850,1133,1133,1024,1024,25.5,5.8,13.5,-1.26,21.8,0.19,1.61,1.61
3.1,227,230,232,77,77,27.0,27.0,100,100,2852,2852,1133,1133,1029,1030,25.5,5.9,13.5,-1.27,21.7,0.19,1.61,1.61
3.2,229,229,231,78,78,27.1,27.1,100,100,2853,2853,1134,1134,1037,1037,25.5,5.9,13.2,-1.28,21.6,0.19,1.61,1.61
3.3,232,229,231,78,78,27.1,27.1,100,100,2854,2854,1134,1133,1044,1044,25.5,5.9,13.2,-1.27,21.6,0.19,1.61,1.61
3.4,234,228,231,78,78,27.1,27.1,100,100,2854,2854,1133,1133,1050,1050,25.5,5.9,13.2,-1.27,21.5,0.19,1.61,1.61
3.5,235,228,230,79,79,27.1,27.1,100,100,2854,2854,1133,1133,1055,1055,25.5,6.0,13.1,-1.28,21.4,0.19,1.61,1.61
3.6,238,227,230,79,79,27.2,27.2,100,100,2854,2854,1133,1133,1061,1061,25.5,6.0,13.1,-1.24,21.4,0.19,1.61,1.61
3.7,241,688,696,716,716,27.4,27.4,100,100,2932,2932,1276,1276,3585,3586,25.4,5.5,250.3,9.30,67.1,0.57,1.85,1.85
3.8,248,689,697,608,608,28.2,28.2,100,100,3260,3260,1322,1322,3158,3159,25.0,3.2,386.7,15.96,71.9,0.57,1.96,1.96
3.9,255,688,696,506,506,29.0,29.0,100,100,3482,3482,1254,1254,2496,2497,24.7,1.9,538.3,23.50,75.0,0.57,1.98,1.98
4.0,262,690,698,436,436,29.7,29.7,100,100,3593,3593,1175,1175,2013,2014,24.7,1.5,538.3,28.69,77.2,0.57,1.95,1.96
4.1,270,690,698,341,341,30.7,30.7,100,100,3663,3663,1090,1090,1458,1459,25.1,1.2,725.0,32.66,79.5,0.57,1.89,1.89
4.2,280,688,697,320,320,31.8,31.8,100,100,3690,3690,1031,1031,1298,1298,25.4,0.7,725.0,36.74,81.7,0.57,1.83,1.83
4.3,289,691,700,348,348,33.1,33.1,100,100,3731,3731,972,972,1325,1325,25.4,0.1,839.7,38.16,83.5,0.57,1.78,1.78
4.4,295,690,700,326,326,34.1,34.1,100,100,3779,3779,927,927,1181,1181,25.4,-0.3,839.7,40.29,84.3,0.57,1.76,1.76
4.5,304,689,699,276,276,35.3,35.3,100,100,3827,3827,876,876,946,946,25.4,-0.6,905.0,41.44,85.0,0.57,1.74,1.74
4.6,313,689,699,211,211,36.6,36.6,100,100,3870,3870,830,830,686,686,25.4,-0.8,919.3,42.12,85.6,0.57,1.72,1.72
4.7,322,688,698,111,111,38.0,38.0,100,100,3895,3895,797,797,347,347,25.4,-0.9,919.3,42.36,86.0,0.57,1.70,1.70
4.8,331,688,698,29,29,39.4,39.4,100,100,3897,3897,782,782,89,89,25.4,-1.0,920.2,42.17,86.3,0.57,1.68,1.68
4.9,338,688,699,119,119,40.4,40.4,100,100,3872,3872,790,790,369,369,25.4,-1.1,912.1,41.74,86.5,0.57,1.65,1.65
5.0,347,688,699,183,182,41.7,41.7,100,100,3808,3808,821,821,587,587,25.4,-1.2,912.1,41.07,86.7,0.57,1.61,1.61
5.1,356,688,699,220,220,42.8,42.8,100,100,3720,3720,861,861,742,741,25.4,-1.2,882.7,40.23,86.9,0.57,1.57,1.57
5.2,365,687,698,236,236,43.8,43.8,100,100,3614,3614,901,901,832,832,25.4,-1.3,861.0,39.15,86.9,0.57,1.53,1.53
5.3,373,687,698,229,229,44.5,44.5,100,100,3526,3526,929,929,835,835,25.4,-1.3,861.0,38.00,87.0,0.57,1.51,1.51
5.4,382,686,698,211,211,45.1,45.1,100,100,3423,3423,957,957,790,790,25.3,-1.3,813.7,36.77,87.0,0.57,1.50,1.50
5.5,391,687,699,181,181,45.6,45.6,100,100,3333,3333,979,979,694,694,25.3,-1.3,813.7,35.49,87.2,0.57,1.49,1.49
5.6,400,687,699,156,156,45.9,45.9,100,100,3260,3260,997,997,609,609,25.3,-1.3,762.8,34.14,87.2,0.57,1.49,1.49
5.7,409,687,699,136,136,46.0,46.0,100,100,3202,3202,1013,1013,540,540,25.3,-1.3,762.8,32.77,87.2,0.57,1.50,1.50
5.8,418,686,699,119,119,46.1,46.1,100,100,3157,3157,1026,1026,476,476,25.3,-1.3,708.5,31.40,87.2,0.57,1.51,1.51
6.0,425,686,699,107,107,46.1,46.1,100,100,3130,3130,1037,1037,434,434,25.3,-1.3,681.1,30.02,87.2,0.57,1.52,1.52
6.0,434,685,699,98,98,46.1,46.1,100,100,3103,3103,1048,1048,401,401,25.3,-1.3,681.1,28.62,87.1,0.57,1.53,1.53
6.1,443,685,699,93,93,46.2,46.2,100,100,3083,3083,1058,1058,384,384,25.3,-1.3,625.4,27.22,87.1,0.57,1.54,1.54
6.2,452,684,698,94,94,46.4,46.4,100,100,3065,3065,1066,1066,392,392,25.3,-1.3,625.4,25.85,87.0,0.57,1.55,1.55
6.3,460,684,698,95,95,46.6,46.6,100,100,3051,3051,1071,1071,398,398,25.3,-1.3,571.9,24.53,87.0,0.57,1.56,1.56
6.4,469,684,698,98,98,46.8,46.8,100,100,3032,3032,1075,1075,414,414,25.3,-1.3,571.9,23.23,87.0,0.57,1.56,1.56
6.5,478,683,698,102,102,47.1,47.1,100,100,3011,3011,1078,1078,431,431,25.3,-1.3,521.0,21.97,87.0,0.57,1.57,1.57
6.6,487,682,697,104,104,47.3,47.3,100,100,2989,2989,1079,1079,439,439,25.3,-1.3,496.4,20.74,86.9,0.57,1.57,1.57
6.7,496,684,699,99,99,47.5,47.5,100,100,2968,2968,1080,1080,420,420,25.3,-1.3,475.6,19.63,87.1,0.57,1.57,1.57
6.8,503,682,697,100,100,47.5,47.5,100,100,2952,2952,1081,1081,424,424,25.3,-1.3,452.9,18.54,86.9,0.57,1.57,1.57
7.0,514,683,698,93,93,47.6,47.6,100,100,2932,2932,1083,1083,392,392,25.3,-1.3,429.2,17.30,87.1,0.57,1.57,1.57
7.1,523,682,698,89,89,47.6,47.6,100,100,2921,2921,1085,1085,376,376,25.3,-1.3,408.7,16.27,87.0,0.57,1.58,1.58
7.2,530,682,699,85,85,47.6,47.6,100,100,2913,2913,1088,1088,360,360,25.3,-1.3,392.3,15.43,87.1,0.57,1.58,1.58
7.3,540,681,698,82,82,47.6,47.6,100,100,2908,2908,1091,1091,352,352,25.3,-1.3,373.1,14.47,87.0,0.57,1.58,1.58
7.4,549,681,698,81,81,47.6,47.6,100,100,2904,2904,1094,1094,348,348,25.3,-1.3,373.1,13.52,87.0,0.57,1.59,1.59
7.5,558,680,698,82,82,47.6,47.6,100,100,2901,2901,1096,1096,352,352,25.3,-1.3,337.2,12.67,86.9,0.57,1.59,1.59
7.6,567,680,698,83,83,47.7,47.7,100,100,2897,2897,1098,1098,356,357,25.3,-1.3,337.2,11.90,86.9,0.57,1.59,1.59
7.7,576,679,697,85,85,47.8,47.8,100,100,2893,2893,1098,1098,365,365,25.3,-1.3,307.6,11.18,86.9,0.57,1.59,1.59
7.8,583,679,698,85,85,47.8,47.8,100,100,2889,2889,1099,1099,366,366,25.3,-1.3,293.8,10.47,86.9,0.57,1.60,1.60
7.9,592,679,697,86,86,47.9,47.9,100,100,2883,2883,1099,1099,371,372,25.3,-1.3,293.8,9.84,86.9,0.57,1.59,1.59
8.0,601,678,697,86,86,47.9,47.9,100,100,2878,2878,1099,1099,371,371,25.3,-1.3,269.4,9.24,86.9,0.57,1.60,1.60
8.1,610,676,695,88,88,47.9,47.9,100,100,2871,2871,1098,1098,378,378,25.3,-1.3,255.9,8.60,86.6,0.57,1.59,1.59
8.2,619,674,693,87,87,47.9,47.9,100,100,2863,2863,1097,1097,378,378,25.3,-1.3,242.3,7.95,86.3,0.57,1.59,1.59
8.3,626,672,691,86,86,47.9,47.9,100,100,2858,2858,1096,1096,374,374,25.3,-1.3,242.3,7.32,86.1,0.57,1.59,1.59
8.4,635,669,689,84,84,47.8,47.8,100,100,2853,2853,1097,1097,365,365,25.3,-1.3,216.3,6.69,85.8,0.57,1.59,1.59
8.5,644,667,687,82,82,47.7,47.7,100,100,2851,2851,1098,1098,357,357,25.3,-1.3,216.3,6.09,85.5,0.56,1.59,1.59
8.6,653,664,684,80,80,47.5,47.5,100,100,2850,2850,1100,1100,351,351,25.3,-1.3,191.3,5.47,85.2,0.56,1.60,1.60
8.7,662,662,682,79,79,47.4,47.4,100,100,2851,2851,1102,1102,349,349,25.3,-1.3,179.4,4.89,84.9,0.56,1.60,1.60
8.8,669,660,681,79,79,47.4,47.4,100,100,2853,2853,1103,1103,350,350,25.3,-1.3,168.0,4.32,84.7,0.56,1.60,1.60
8.9,678,676,698,56,56,47.3,47.3,100,100,2867,2867,1115,1115,244,244,25.3,-1.3,168.0,4.16,86.8,0.57,1.62,1.62
9.0,687,675,697,65,65,47.4,47.4,100,100,2883,2883,1120,1120,285,285,25.3,-1.3,165.7,4.00,86.8,0.57,1.62,1.62
9.1,696,677,699,73,73,47.7,47.7,100,100,2891,2891,1121,1121,319,319,25.3,-1.3,164.0,3.89,87.0,0.57,1.62,1.62
9.2,705,677,699,83,83,47.9,47.9,100,100,2890,2890,1118,1118,364,364,25.3,-1.3,161.3,3.75,87.0,0.57,1.62,1.62
9.3,713,675,697,93,93,48.1,48.1,100,100,2884,2884,1114,1114,405,405,25.3,-1.3,161.3,3.57,86.8,0.57,1.61,1.61
9.4,722,676,699,94,94,48.3,48.3,100,100,2872,2872,1108,1108,406,406,25.3,-1.3,154.9,3.43,87.1,0.57,1.60,1.60
9.5,731,675,698,94,94,48.4,48.4,100,100,2858,2858,1103,1103,406,406,25.3,-1.3,154.9,3.28,87.0,0.57,1.60,1.60
9.6,740,675,699,89,89,48.4,48.4,100,100,2847,2847,1100,1100,385,385,25.3,-1.3,149.0,3.13,87.0,0.57,1.59,1.59
9.7,749,674,698,84,84,48.3,48.3,100,100,2840,2840,1100,1100,361,361,25.3,-1.3,145.1,2.94,87.0,0.57,1.59,1.59
9.8,758,674,698,78,78,48.1,48.1,100,100,2838,2838,1101,1101,335,335,25.3,-1.3,145.1,2.77,87.0,0.57,1.60,1.60
9.9,767,673,698,74,74,48.0,48.0,100,100,2841,2841,1105,1105,320,320,25.3,-1.3,138.7,2.62,86.9,0.57,1.60,1.60
10.0,776,673,697,73,73,47.9,47.9,100,100,2847,2847,1108,1108,316,316,25.3,-1.3,135.6,2.47,86.9,0.57,1.60,1.60
10.1,785,672,697,73,73,47.9,47.9,100,100,2854,2854,1111,1111,319,319,25.3,-1.3,132.7,2.32,86.9,0.57,1.61,1.61
10.2,794,674,699,72,72,47.9,47.9,100,100,2859,2859,1114,1114,316,316,25.3,-1.3,131.0,2.22,87.1,0.57,1.61,1.61
10.3,800,672,698,77,77,48.0,48.0,100,100,2861,2861,1114,1114,335,335,25.3,-1.3,131.0,2.10,86.9,0.57,1.61,1.61
10.4,810,673,699,80,80,48.1,48.1,100,100,2862,2862,1114,1114,347,347,25.3,-1.3,126.3,1.99,87.0,0.57,1.61,1.61
10.5,819,672,698,82,82,48.1,48.1,100,100,2860,2860,1113,1113,358,358,25.4,-1.3,124.2,1.88,87.1,0.57,1.61,1.61
10.6,829,672,699,83,83,48.2,48.2,100,100,2856,2856,1112,1112,363,363,25.4,-1.3,124.2,1.77,87.1,0.57,1.60,1.60
10.7,836,672,699,83,83,48.2,48.2,100,100,2853,2853,1111,1111,363,363,25.4,-1.3,120.4,1.68,87.1,0.57,1.60,1.60
10.8,845,671,698,83,83,48.2,48.2,100,100,2850,2850,1110,1110,361,361,25.4,-1.3,118.4,1.59,87.0,0.57,1.60,1.60
10.9,854,671,698,81,81,48.2,48.2,100,100,2847,2847,1109,1109,353,353,25.4,-1.3,116.4,1.49,87.0,0.57,1.60,1.60
11.0,863,670,698,80,80,48.2,48.2,100,100,2846,2846,1110,1110,348,348,25.4,-1.3,116.4,1.38,87.0,0.57,1.60,1.60
11.1,872,670,698,78,78,48.1,48.1,100,100,2847,2847,1111,1111,341,341,25.4,-1.3,112.5,1.29,87.0,0.57,1.60,1.60
11.2,879,670,698,78,78,48.1,48.1,100,100,2848,2848,1112,1112,338,339,25.4,-1.3,110.8,1.21,87.0,0.58,1.60,1.60
11.3,888,671,699,75,75,48.1,48.1,100,100,2850,2850,1114,1114,328,328,25.4,-1.3,109.8,1.15,87.1,0.58,1.61,1.61
11.4,897,668,697,79,79,48.1,48.1,100,100,2852,2852,1114,1114,346,346,25.4,-1.3,107.5,1.04,86.8,0.58,1.61,1.61
11.5,907,670,699,76,76,48.1,48.1,100,100,2853,2853,1115,1115,334,334,25.4,-1.3,106.9,1.00,87.1,0.58,1.61,1.61
11.6,914,668,697,80,80,48.1,48.1,100,100,2853,2853,1115,1115,351,351,25.4,-1.3,105.0,0.92,86.9,0.58,1.61,1.61
11.7,921,668,698,80,80,48.1,48.1,100,100,2853,2853,1115,1115,351,351,25.4,-1.3,105.0,0.86,87.0,0.58,1.61,1.61
11.8,932,669,699,79,79,48.2,48.2,100,100,2852,2852,1116,1116,344,344,25.4,-1.3,103.4,0.82,87.1,0.58,1.61,1.61
11.9,941,668,699,80,80,48.2,48.2,100,100,2852,2852,1115,1115,350,350,25.4,-1.3,103.4,0.78,87.1,0.58,1.60,1.60
12.0,950,668,698,81,81,48.2,48.2,100,100,2851,2851,1115,1115,352,352,25.4,-1.3,101.3,0.72,87.0,0.57,1.60,1.60
12.1,959,667,698,81,81,48.2,48.2,100,100,2850,2850,1115,1115,354,354,25.4,-1.3,100.2,0.67,86.9,0.57,1.60,1.60
12.2,966,667,698,81,81,48.2,48.2,100,100,2849,2849,1115,1115,352,352,25.4,-1.3,99.1,0.62,86.9,0.57,1.60,1.60
12.3,975,667,698,80,80,48.2,48.2,100,100,2849,2849,1115,1115,349,350,25.4,-1.3,98.1,0.57,86.9,0.57,1.60,1.60
12.4,986,667,699,80,80,48.2,48.2,100,100,2849,2849,1116,1116,347,347,25.4,-1.3,98.1,0.55,87.1,0.58,1.60,1.60
12.5,995,667,699,77,77,48.2,48.2,100,100,2849,2849,1117,1117,336,336,25.4,-1.3,97.4,0.52,87.1,0.58,1.61,1.61
12.6,1003,665,697,80,80,48.2,48.2,100,100,2850,2850,1117,1117,350,350,25.3,-1.3,97.4,0.47,86.9,0.58,1.60,1.60
12.7,1010,667,699,77,77,48.2,48.2,100,100,2851,2851,1118,1118,338,338,25.3,-1.3,96.2,0.46,87.1,0.58,1.61,1.61
12.8,1021,666,699,78,78,48.2,48.2,100,100,2851,2851,1119,1119,344,344,25.3,-1.3,96.2,0.45,87.0,0.58,1.61,1.61
12.9,1030,665,698,79,79,48.2,48.2,100,100,2851,2851,1119,1119,348,348,25.3,-1.3,95.2,0.42,87.0,0.58,1.61,1.61
13.0,1037,665,698,80,80,48.2,48.2,100,100,2851,2851,1119,1119,350,350,25.3,-1.3,95.2,0.38,87.0,0.58,1.61,1.61
13.1,1046,665,698,80,80,48.2,48.2,100,100,2851,2851,1119,1119,350,350,25.3,-1.3,93.9,0.35,86.9,0.58,1.60,1.60
13.2,1055,664,698,80,80,48.2,48.2,100,100,2850,2850,1119,1119,350,350,25.3,-1.3,93.3,0.32,86.9,0.58,1.60,1.60
13.3,1064,664,697,80,80,48.2,48.2,100,100,2850,2850,1119,1119,353,353,25.3,-1.3,93.3,0.28,86.9,0.58,1.60,1.60
13.4,1073,663,697,80,80,48.2,48.2,100,100,2850,2850,1119,1119,352,352,25.4,-1.3,91.8,0.25,86.9,0.58,1.60,1.60
13.5,1081,663,697,80,80,48.2,48.2,100,100,2850,2850,1120,1120,351,352,25.3,-1.3,91.8,0.22,86.9,0.58,1.60,1.60
13.6,1090,662,697,81,81,48.2,48.2,100,100,2850,2850,1120,1120,354,354,25.4,-1.3,90.5,0.19,86.8,0.58,1.60,1.60
13.7,1099,664,699,78,78,48.2,48.2,100,100,2850,2850,1121,1121,341,341,25.4,-1.3,90.5,0.19,87.1,0.58,1.61,1.61
13.8,1108,663,699,78,78,48.2,48.2,100,100,2850,2850,1121,1121,340,340,25.4,-1.3,90.9,0.20,87.0,0.58,1.61,1.61
13.9,1117,663,698,79,79,48.2,48.2,100,100,2850,2850,1121,1121,345,345,25.4,-1.3,90.7,0.19,87.0,0.58,1.61,1.61
14.0,1124,663,699,78,78,48.2,48.2,100,100,2850,2850,1122,1122,341,341,25.4,-1.3,90.7,0.19,87.1,0.58,1.61,1.61
14.1,1133,662,698,79,79,48.2,48.2,100,100,2851,2851,1122,1122,346,346,25.4,-1.3,90.7,0.18,87.0,0.58,1.61,1.61
14.2,1142,662,699,79,79,48.2,48.2,100,100,2850,2850,1122,1122,347,347,25.4,-1.3,90.6,0.18,87.0,0.58,1.61,1.61
14.3,1151,661,698,80,80,48.2,48.2,100,100,2851,2851,1122,1122,350,350,25.4,-1.3,90.2,0.16,87.0,0.58,1.60,1.60
14.4,1160,661,698,80,80,48.2,48.2,100,100,2850,2850,1123,1123,350,350,25.4,-1.3,90.2,0.15,87.0,0.58,1.60,1.60
14.5,1168,661,698,80,80,48.3,48.3,100,100,2850,2850,1123,1123,351,351,25.4,-1.3,89.7,0.14,87.0,0.58,1.60,1.60
14.6,1177,660,698,80,80,48.3,48.3,100,100,2850,2850,1123,1123,354,354,25.4,-1.3,89.2,0.11,86.9,0.58,1.60,1.60
14.7,1186,660,698,80,80,48.3,48.3,100,100,2850,2850,1123,1123,353,353,25.4,-1.3,88.8,0.09,86.9,0.58,1.60,1.60
14.8,1195,659,697,81,81,48.3,48.3,100,100,2850,2850,1123,1123,356,356,25.4,-1.2,88.4,0.07,86.9,0.58,1.60,1.60
14.9,1204,659,697,81,81,48.3,48.3,100,100,2850,2850,1124,1124,356,356,25.4,-1.2,88.0,0.05,86.9,0.58,1.60,1.60
15.0,1211,659,698,80,80,48.3,48.3,100,100,2850,2850,1124,1124,353,353,25.4,-1.2,88.0,0.05,87.0,0.58,1.60,1.60
15.1,1220,660,699,78,78,48.3,48.3,100,100,2850,2850,1125,1125,343,343,25.4,-1.2,88.5,0.07,87.1,0.58,1.61,1.61
15.2,1229,659,699,79,79,48.3,48.3,100,100,2850,2850,1125,1125,348,348,25.4,-1.2,88.5,0.07,87.1,0.58,1.61,1.61
15.3,1238,659,699,79,79,48.3,48.3,100,100,2850,2850,1126,1126,348,348,25.4,-1.2,88.7,0.08,87.1,0.58,1.61,1.61
15.4,1247,658,698,80,80,48.3,48.3,100,100,2850,2850,1126,1126,351,351,25.4,-1.3,88.6,0.08,87.0,0.58,1.60,1.60
15.5,1255,658,698,80,80,48.3,48.3,100,100,2851,2851,1126,1126,352,352,25.4,-1.3,88.6,0.08,87.1,0.58,1.60,1.60
15.6,1265,657,698,80,80,48.3,48.3,100,100,2850,2850,1126,1126,355,354,25.4,-1.2,88.4,0.07,87.0,0.58,1.60,1.60
15.7,1273,657,699,80,80,48.3,48.3,100,100,2850,2850,1126,1126,351,351,25.4,-1.2,88.5,0.07,87.1,0.58,1.60,1.60
15.8,1284,656,698,81,81,48.3,48.3,100,100,2850,2850,1126,1126,357,357,25.4,-1.3,88.5,0.08,86.9,0.58,1.60,1.60
15.9,1291,656,698,80,80,48.3,48.3,100,100,2850,2850,1127,1127,354,354,25.4,-1.3,88.4,0.07,87.0,0.58,1.60,1.60
16.0,1300,656,698,81,81,48.3,48.3,100,100,2850,2850,1127,1127,357,357,25.4,-1.3,88.0,0.05,86.9,0.58,1.60,1.60
16.1,1309,653,695,83,83,48.3,48.3,100,100,2848,2848,1126,1126,368,367,25.4,-1.2,86.6,-0.01,86.7,0.57,1.60,1.60
16.2,1318,651,693,84,84,48.3,48.3,100,100,2845,2845,1125,1125,373,373,25.4,-1.2,84.4,-0.10,86.4,0.57,1.60,1.60
16.3,1327,656,699,74,74,48.2,48.2,100,100,2844,2844,1127,1127,326,326,25.4,-1.2,84.4,-0.07,87.1,0.58,1.60,1.60
16.4,1334,656,699,74,74,48.2,48.2,100,100,2848,2848,1129,1129,326,326,25.4,-1.2,86.3,-0.04,87.1,0.58,1.61,1.61
16.5,1343,655,699,75,75,48.2,48.2,100,100,2852,2852,1131,1131,331,331,25.4,-1.2,86.3,-0.01,87.1,0.58,1.61,1.61
16.6,1352,655,698,77,77,48.2,48.2,100,100,2855,2855,1132,1132,342,342,25.4,-1.2,86.9,-0.01,87.0,0.58,1.61,1.61
16.7,1363,654,698,80,80,48.3,48.3,100,100,2857,2857,1132,1132,356,356,25.4,-1.2,86.9,-0.01,87.0,0.58,1.61,1.61
16.8,1371,654,698,82,82,48.3,48.3,100,100,2856,2856,1132,1132,363,363,25.4,-1.2,86.8,-0.01,87.0,0.58,1.61,1.61
16.9,1378,653,698,83,83,48.4,48.4,100,100,2855,2855,1131,1131,368,368,25.4,-1.3,86.8,-0.01,87.0,0.58,1.61,1.61
17.0,1387,653,698,84,84,48.4,48.4,100,100,2852,2852,1130,1130,370,369,25.4,-1.3,86.7,-0.01,87.0,0.58,1.60,1.60
17.1,1396,654,699,81,81,48.4,48.4,100,100,2850,2850,1130,1130,358,358,25.4,-1.2,87.4,0.01,87.1,0.58,1.60,1.60
17.2,1405,654,699,80,80,48.4,48.4,100,100,2847,2847,1129,1129,354,354,25.4,-1.2,87.8,0.03,87.1,0.58,1.60,1.60
17.3,1414,653,699,80,80,48.4,48.4,100,100,2847,2847,1129,1129,353,353,25.4,-1.2,87.8,0.04,87.0,0.58,1.60,1.60
17.4,1423,653,699,79,79,48.4,48.4,100,100,2846,2846,1130,1130,348,348,25.4,-1.2,88.1,0.05,87.0,0.58,1.60,1.60
17.5,1430,653,699,78,78,48.3,48.3,100,100,2847,2847,1131,1131,345,345,25.4,-1.2,88.1,0.06,87.0,0.58,1.60,1.60
17.6,1439,652,699,77,77,48.3,48.3,100,100,2848,2848,1132,1132,343,343,25.4,-1.2,88.3,0.06,87.0,0.58,1.61,1.61
17.7,1449,652,698,78,78,48.3,48.3,100,100,2850,2850,1133,1133,346,346,25.4,-1.2,88.2,0.06,87.0,0.58,1.61,1.61
17.8,1458,651,698,79,79,48.3,48.3,100,100,2851,2851,1133,1133,352,352,25.4,-1.2,87.9,0.05,86.9,0.58,1.61,1.61
17.9,1465,651,698,79,79,48.3,48.3,100,100,2852,2852,1134,1134,351,351,25.4,-1.2,88.0,0.05,87.0,0.58,1.61,1.61
