"Time, s","Power, hp","Thrust, kgf",RPM,"Manifold pressure, atm","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %",Supercharger gear,"Throttle, %","WEP remain, min:sec","Altitude, m","Critical AoA, %","AoA, deg","Mixture, %","Radiator, %","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
18.2,1323,482,3121,1.83,300.9,4.66,79.4,93,2,100,00:00,6105,-6,-1,100,55,0,0,0,510,698,78672,-4531.2
18.3,1313,347,3110,1.82,300.9,5.68,79.7,68,2,100,00:00,6114,-6,-1,100,55,0,0.8,0,511,699,78840.3,-4531.2
18.4,1311,417,3112,1.82,300.9,6.48,79.8,81,2,100,00:00,6122,-6,-1,100,55,0,0.7,0,511,699,78928.1,-4531.2
18.5,1300,470,3095,1.8,300.9,7.01,79.7,92,2,100,00:00,6129,-6,-1,100,55,0,0,0,510,698,78916.2,-4531.2
18.6,1294,374,3078,1.79,300.9,7.49,80,74,2,100,00:00,6137,-6,-1.1,100,55,0,0,0,510,699,79074.7,-4531.2
18.7,1297,390,3079,1.8,300.9,7.8,80,77,2,100,00:00,6145,-6,-1.1,100,55,0,0,0,510,699,79134.9,-4531.2
18.8,1293,440,3067,1.79,300.9,8.01,80,87,2,100,00:00,6154,-6,-1.1,100,55,0,0,0,509,699,79193.6,-4531.2
18.9,1291,375,3055,1.78,300.9,8.11,80.1,74,2,100,00:00,6162,-6,-1.1,100,55,0,0,0,509,699,79282.6,-4531.2
19,1295,374,3056,1.79,300.9,8.14,80.2,74,2,100,00:00,6169,-6,-1.1,100,55,0,0,0,509,699,79356.4,-4531.2
19.1,1295,427,3050,1.79,200.5,8.1,80.2,84,2,100,00:00,6177,-6,-1.1,100,55,0,0,0,509,699,79421.1,-2972.8
19.2,1293,378,3038,1.79,200.5,7.97,80.1,75,2,100,00:00,6187,-6,-1.1,100,55,0,0,0,508,698,79483.5,-2972.8
19.3,1298,388,3039,1.79,200.5,7.75,80.2,76,2,100,00:00,6195,-6,-1.1,100,55,0,0,0,508,698,79566,-2972.8
19.4,1297,421,3033,1.79,200.5,7.57,80.2,83,2,100,00:00,6204,-6,-1.1,100,55,0,0,0,507,697,79626.9,-2972.8
19.5,1296,388,3026,1.79,200.5,7.37,80.2,77,2,100,00:00,6211,-6,-1.1,100,55,0,0,0,507,698,79714.2,-2972.8
19.6,1301,374,3027,1.79,200.5,7.17,80.4,73,2,100,00:00,6219,-6,-1.1,100,55,0,0,0,508,699,79869.7,-2972.8
19.7,1301,403,3024,1.79,200.5,6.95,80.4,79,2,100,00:00,6227,-6,-1.1,100,55,0,0,0,508,699,79958.6,-2972.8
19.8,1300,385,3018,1.79,200.5,6.71,80.4,76,2,100,00:00,6236,-7,-1.2,100,55,0,0,0,507,699,80011.7,-2972.8
19.9,1302,372,3018,1.8,200.5,6.47,80.4,73,2,100,00:00,6242,-7,-1.2,100,55,0,0,0,507,699,80098.2,-2972.8
20,1304,394,3018,1.8,200.5,6.21,80.4,77,2,100,00:00,6251,-7,-1.2,100,55,0,0,0,507,699,80177.1,-2972.8
20.1,1303,391,3013,1.8,146,5.95,80.4,77,2,100,00:00,6259,-7,-1.2,100,55,0,0,0,507,699,80237.4,-2084
20.2,1304,382,3013,1.8,146,5.68,80.3,75,2,100,00:00,6267,-7,-1.2,100,55,0,0,0,506,698,80294.3,-2084
20.3,1305,395,3012,1.8,146,5.41,80.3,77,2,100,00:00,6276,-7,-1.2,100,55,0,0,0,506,698,80384.3,-2084
20.4,1305,395,3010,1.8,146,5.13,80.3,77,2,100,00:00,6282,-7,-1.2,100,55,0,0,0,506,698,80453,-2084
20.5,1306,385,3009,1.8,146,4.82,80.3,75,2,100,00:00,6293,-7,-1.2,100,55,0,0,0,505,698,80516.2,-2084
20.6,1307,398,3008,1.8,146,4.55,80.2,78,2,100,00:00,6301,-7,-1.2,100,55,0,0,0,505,697,80580.4,-2084
20.7,1306,396,3007,1.8,146,4.34,80.2,77,2,100,00:00,6308,-7,-1.2,100,55,0,0,0,505,698,80667.6,-2084
20.8,1307,387,3006,1.8,146,4.11,80.2,75,2,100,00:00,6316,-7,-1.2,100,55,0,0,0,504,698,80744.7,-2084
20.9,1309,387,3006,1.8,146,3.82,80.4,76,2,100,00:00,6324,-7,-1.2,100,55,0,0,0,505,699,80899.1,-2084
21,1307,398,3005,1.8,146,3.63,80.2,78,2,100,00:00,6331,-7,-1.2,100,55,0,0,0,504,698,80880.1,-2084
21.1,1309,380,3004,1.8,116.3,3.42,80.3,74,2,100,00:00,6339,-7,-1.2,100,55,0,0,0,505,699,81048.9,-1591.2
21.2,1309,384,3004,1.8,116.3,3.21,80.3,75,2,100,00:00,6348,-7,-1.2,100,55,0,0,0,504,699,81132.4,-1591.2
21.3,1309,391,3003,1.8,116.3,3.05,80.3,76,2,100,00:00,6356,-7,-1.2,100,55,0,0,0,504,699,81196.1,-1591.2
21.4,1309,385,3002,1.8,116.3,2.86,80.2,75,2,100,00:00,6364,-7,-1.2,100,55,0,0,0,504,699,81273.5,-1591.2
21.5,1310,386,3003,1.8,116.3,2.7,80.2,75,2,100,00:00,6373,-7,-1.2,100,55,0,0,0,503,699,81350.8,-1591.2
21.6,1310,391,3002,1.8,116.3,2.57,80.2,76,2,100,00:00,6379,-7,-1.2,100,55,0,0,0,503,699,81412,-1591.2
21.7,1310,392,3001,1.8,116.3,2.41,80.1,76,2,100,00:00,6390,-7,-1.2,100,55,0,0,0,502,698,81462.4,-1591.2
21.8,1310,390,3001,1.8,116.3,2.24,80.1,76,2,100,00:00,6396,-7,-1.2,100,55,0,0,0,502,698,81520.6,-1591.2
21.9,1311,393,3001,1.8,116.3,2.1,80.1,76,2,100,00:00,6405,-7,-1.2,100,55,0,0,0,502,698,81608.3,-1591.2
22,1311,392,3001,1.8,116.3,1.96,80.1,76,2,100,00:00,6413,-7,-1.2,100,55,0,0,0,502,698,81691.8,-1591.2
22.1,1311,394,3001,1.8,94.8,1.83,80,77,2,100,00:00,6421,-7,-1.2,100,55,0,0,0,501,697,81751.3,-1216.1
22.2,1311,393,3001,1.8,94.8,1.71,80,77,2,100,00:00,6430,-6,-1.1,100,55,0,0,0,501,697,81834.4,-1216.1
22.3,1311,392,3001,1.8,94.8,1.59,80,76,2,100,00:00,6436,-6,-1.1,100,55,0,0,0,501,698,81917.8,-1216.1
22.4,1312,387,3000,1.8,94.8,1.52,80.2,75,2,100,00:00,6445,-6,-1.1,100,55,0,0,0,502,699,82069.6,-1216.1
22.5,1312,389,3000,1.8,94.8,1.43,80.1,76,2,100,00:00,6453,-6,-1.1,100,55,0,0,0,501,698,82125.1,-1216.1
22.6,1312,387,3000,1.8,94.8,1.35,80.1,75,2,100,00:00,6461,-6,-1.1,100,55,0,0,0,501,699,82213.6,-1216.1
22.7,1312,389,3000,1.8,94.8,1.28,80.1,76,2,100,00:00,6470,-6,-1.1,100,55,0,0,0,501,699,82297.3,-1216.1
22.8,1313,390,3000,1.8,94.8,1.2,80.1,76,2,100,00:00,6476,-6,-1.1,100,55,0,0,0,501,699,82361.1,-1216.1
22.9,1313,388,3000,1.8,94.8,1.13,80.1,76,2,100,00:00,6485,-6,-1.1,100,55,0,0,0,500,699,82438.2,-1216.1
23,1313,390,3000,1.8,94.8,1.06,80.1,76,2,100,00:00,6493,-6,-1.1,100,55,0,0,0,500,698,82507.5,-1216.1
23.1,1313,393,3000,1.8,89,0.97,80,76,2,100,00:00,6503,-6,-1.1,100,55,0,0,0,499,698,82575.3,-1117.1
23.2,1313,393,3000,1.8,89,0.91,80,76,2,100,00:00,6510,-6,-1.1,100,55,0,0,0,499,698,82649,-1117.1
23.3,1313,394,3000,1.8,89,0.84,80,76,2,100,00:00,6516,-6,-1.1,100,55,0,0,0,499,698,82715.4,-1117.1
23.4,1313,392,3000,1.8,89,0.78,80,76,2,100,00:00,6525,-6,-1.1,100,55,0,0,0,499,698,82794.6,-1117.1
23.6,1313,393,3000,1.8,89,0.72,80,76,2,100,00:00,6533,-6,-1.1,100,55,0,0,0,498,698,82870.9,-1117.1
23.7,1313,397,2999,1.8,89,0.65,80,77,2,100,00:00,6541,-6,-1.1,100,55,0,0,0,498,697,82931.7,-1117.1
23.8,1313,394,2999,1.8,89,0.59,80,77,2,100,00:00,6550,-6,-1.1,100,55,0,0,0,498,697,83021.3,-1117.1
23.9,1314,392,3000,1.8,89,0.56,80,76,2,100,00:00,6556,-6,-1.1,100,55,0,0,0,498,698,83114.6,-1117.1
24,1314,389,2999,1.8,89,0.52,80.1,76,2,100,00:00,6565,-6,-1.1,100,55,0,0,0,498,699,83257.2,-1117.1
24.1,1314,391,2999,1.8,89,0.49,80,76,2,100,00:00,6575,-6,-1.1,100,55,0,0,0,498,698,83314.3,-1117.1
24.2,1314,388,2999,1.8,87.5,0.47,80.1,75,2,100,00:00,6581,-6,-1.1,100,55,0,0,0,498,699,83400.4,-1094.6
24.3,1315,391,3000,1.8,87.5,0.45,80.1,76,2,100,00:00,6590,-6,-1.1,100,55,0,0,0,497,699,83474.3,-1094.6
24.4,1315,392,2999,1.8,87.5,0.43,80.1,76,2,100,00:00,6596,-6,-1.1,100,55,0,0,0,497,699,83535.1,-1094.6
24.5,1315,390,2999,1.8,87.5,0.4,80,76,2,100,00:00,6606,-6,-1.1,100,55,0,0,0,497,698,83616.3,-1094.6
24.6,1315,395,3000,1.8,87.5,0.37,80,77,2,100,00:00,6615,-6,-1.1,100,55,0,0,0,496,698,83679.5,-1094.6
24.7,1315,395,2999,1.8,87.5,0.34,80,77,2,100,00:00,6623,-6,-1.1,100,55,0,0,0,496,698,83774.3,-1094.6
24.8,1315,394,2999,1.8,87.5,0.32,80,76,2,100,00:00,6630,-6,-1.1,100,55,0,0,0,496,698,83846.6,-1094.6
24.9,1315,396,2999,1.8,87.5,0.29,79.9,77,2,100,00:00,6638,-6,-1.1,100,55,0,0,0,495,698,83899.9,-1094.6
25,1315,396,2999,1.8,87.5,0.26,79.9,77,2,100,00:00,6646,-6,-1.1,100,55,0,0,0,495,698,83977.7,-1094.6
25.1,1316,388,2999,1.8,87.5,0.27,80.1,75,2,100,00:00,6655,-6,-1.1,100,55,0,0,0,496,699,84147.7,-1094.6
