Time/s,Throttle/%,IAS/kph,TAS/kph,Mach Number/Ma,"Altitude, m",Temperature/?,Oil Temp/?,Vario/m/s,SEP*/m/s,Load/G,Roll Rate/deg/s,Power/bhp,Efficiency/%,EffectivePower*/bhp,RPM/rpm,Thrust/kg,Acceleration*/m/s^2,RPM throttle/%,PropPitch/deg,Radiator/%,Mixture/%,Compressor/stage,Magneto/stage,ManifoldPressure/ata,Flaps/%,Elevator/%,Aileron/%,Rudder/%,AoA ?/deg,AoS ?/deg
23.24,110,250,240,0.2,107,77,67,8.6,22,1.13,1,1440,76,1094,2802,1248,1.9191397,100,25.1,40,-65535,-65535,3,1.42,0,22,-1,-7,5.8,0.2
23.35,110,251,241,0.21,108,77,67,8.7,25,1.14,1,1437,76,1092,2802,1246,2.4382317,100,25.1,40,-65535,-65535,3,1.42,0,22,-1,-12,5.8,0.2
23.47,110,252,242,0.21,109,77,68,9,21,1.15,1,1437,76,1092,2801,1243,1.7551446,100,25.2,40,-65535,-65535,3,1.42,0,20,-1,-8,5.8,0.2
23.59,110,253,243,0.21,110,77,68,9.2,24,1.16,1,1438,76,1092,2801,1240,2.1003494,100,25.2,40,-65535,-65535,3,1.42,0,21,0,-7,5.8,0.2
23.7,110,253,243,0.21,111,77,68,9.4,23,1.16,1,1438,76,1092,2801,1236,1.970883,100,25.2,40,-65535,-65535,3,1.42,0,20,0,-8,5.8,0.2
23.82,110,254,244,0.21,112,77,68,9.7,21,1.16,1,1438,76,1093,2801,1232,1.6438755,100,25.2,40,-65535,-65535,3,1.42,0,20,0,-9,5.7,0.2
23.92,110,255,245,0.21,113,77,68,9.8,21,1.15,1,1436,77,1106,2801,1229,1.6856894,100,25.2,40,-65535,-65535,3,1.42,0,21,0,-8,5.7,0.2
24.03,110,256,246,0.21,114,77,68,10.1,25,1.15,1,1441,76,1095,2801,1225,2.0971951,100,25.3,40,-65535,-65535,3,1.42,0,24,0,-8,5.7,0.1
24.14,110,256,246,0.21,115,77,68,10.3,21,1.17,1,1439,77,1108,2801,1224,1.507644,100,25.3,40,-65535,-65535,3,1.42,0,22,0,-8,5.7,0.1
24.24,110,257,247,0.21,116,77,68,10.5,22,1.2,1,1440,77,1109,2801,1224,1.6000015,100,25.3,40,-65535,-65535,3,1.42,0,22,0,-8,5.8,0.1
24.35,110,258,248,0.21,117,77,68,10.7,22,1.2,1,1440,77,1109,2801,1223,1.5727153,100,25.3,40,-65535,-65535,3,1.42,0,23,0,-8,5.8,0.1
24.47,110,258,248,0.21,119,77,68,11.1,21,1.22,0,1436,77,1106,2801,1222,1.3623126,100,25.4,40,-65535,-65535,3,1.42,0,24,0,-8,5.9,0
24.56,110,259,249,0.21,120,77,68,11.3,20,1.24,0,1439,77,1108,2801,1221,1.2783641,100,25.4,40,-65535,-65535,3,1.42,0,24,0,-8,6,0
24.7,110,259,249,0.21,121,77,68,11.6,22,1.26,0,1436,77,1106,2801,1219,1.4166688,100,25.4,40,-65535,-65535,3,1.42,0,22,0,-8,6.1,0
24.81,110,260,250,0.21,123,78,68,12.1,22,1.27,0,1438,77,1107,2800,1215,1.4040519,100,25.4,40,-65535,-65535,3,1.42,0,25,0,-1,6.1,0
24.92,110,261,251,0.21,124,78,68,12.4,21,1.29,0,1440,77,1109,2800,1213,1.1849722,100,25.4,40,-65535,-65535,3,1.42,0,22,0,-8,6.2,0.1
25.02,110,261,251,0.21,125,78,68,12.7,21,1.29,0,1440,77,1108,2800,1210,1.1845988,100,25.4,40,-65535,-65535,3,1.42,0,22,0,-10,6.2,0.1
25.13,110,262,252,0.21,127,78,68,13.1,22,1.29,0,1437,77,1106,2800,1207,1.2265475,100,25.5,40,-65535,-65535,3,1.42,0,23,0,-5,6.1,0.2
25.23,110,262,252,0.21,128,78,69,13.4,22,1.28,0,1437,77,1107,2800,1204,1.1578428,100,25.5,40,-65535,-65535,3,1.42,0,23,0,-6,6.1,0.2
25.33,110,262,252,0.22,130,78,69,13.8,23,1.28,1,1438,77,1107,2801,1202,1.3137488,100,25.5,40,-65535,-65535,3,1.42,0,24,0,-4,6.1,0.2
25.45,110,263,253,0.22,131,78,69,14.1,22,1.29,1,1438,77,1107,2801,1201,1.0593303,100,25.5,40,-65535,-65535,3,1.42,0,22,0,-6,6.1,0.2
25.57,110,263,253,0.22,133,78,69,14.4,21,1.29,1,1441,77,1110,2801,1201,0.88998383,100,25.5,40,-65535,-65535,3,1.42,0,22,0,-5,6,0.2
25.67,110,264,254,0.22,134,78,69,14.8,21,1.28,1,1438,77,1107,2801,1201,0.93164647,100,25.5,40,-65535,-65535,3,1.42,0,20,0,-4,6,0.3
25.79,110,264,254,0.22,136,78,69,15.1,23,1.26,1,1438,77,1107,2801,1201,1.1439474,100,25.6,40,-65535,-65535,3,1.42,0,24,-1,-7,5.9,0.3
25.9,110,264,254,0.22,138,78,69,15.5,21,1.26,1,1441,77,1109,2801,1201,0.82759815,100,25.6,40,-65535,-65535,3,1.42,0,21,-1,-6,5.8,0.3
26.02,110,265,255,0.22,139,78,69,15.8,23,1.25,1,1438,78,1121,2801,1200,0.97750384,100,25.6,40,-65535,-65535,3,1.42,0,20,-1,-5,5.7,0.2
26.13,110,265,255,0.22,141,78,69,16.2,22,1.23,1,1438,78,1121,2801,1198,0.77212256,100,25.6,40,-65535,-65535,3,1.42,0,21,-1,-6,5.6,0.2
26.24,110,265,255,0.22,143,78,69,16.4,22,1.23,1,1440,77,1108,2800,1197,0.7501316,100,25.7,40,-65535,-65535,3,1.42,0,20,-1,-5,5.6,0.2
26.35,110,266,256,0.22,145,78,69,16.7,23,1.22,0,1440,77,1108,2800,1195,0.9284511,100,25.7,40,-65535,-65535,3,1.42,0,21,-1,-8,5.5,0.2
26.47,110,266,256,0.22,147,78,69,17,22,1.21,0,1437,78,1121,2800,1193,0.63196784,100,25.7,40,-65535,-65535,3,1.42,0,22,-1,-10,5.4,0.1
26.59,110,266,256,0.22,149,78,69,17.3,22,1.21,0,1439,78,1122,2800,1192,0.6423843,100,25.7,40,-65535,-65535,3,1.42,0,22,-1,-7,5.4,0
26.7,110,266,257,0.22,151,79,69,17.6,22,1.22,0,1439,78,1122,2800,1191,0.6096425,100,25.7,40,-65535,-65535,3,1.42,0,21,-1,-5,5.4,0
26.82,110,267,257,0.22,153,79,69,18,22,1.23,0,1439,78,1123,2800,1191,0.5280084,100,25.7,40,-65535,-65535,3,1.42,0,18,-1,-6,5.4,0.1
26.93,110,267,257,0.22,155,79,69,18.2,22,1.23,1,1440,78,1123,2801,1190,0.51639783,100,25.7,40,-65535,-65535,3,1.42,0,16,-1,-8,5.4,0.1
27.03,110,267,257,0.22,157,79,70,18.5,23,1.18,1,1442,77,1110,2801,1189,0.5643463,100,25.7,40,-65535,-65535,3,1.42,0,21,-1,-8,5.2,0.1
27.17,110,267,257,0.22,159,79,70,18.8,23,1.18,1,1442,77,1110,2801,1189,0.53626996,100,25.8,40,-65535,-65535,3,1.42,0,18,-1,-8,5.1,0.1
27.29,110,267,258,0.22,162,79,70,19,23,1.17,1,1442,78,1125,2801,1189,0.52208745,100,25.8,40,-65535,-65535,3,1.42,0,17,0,-8,5,0.1
27.4,110,268,258,0.22,164,79,70,19.2,22,1.14,1,1438,78,1122,2801,1188,0.44783264,100,25.8,40,-65535,-65535,3,1.42,0,19,0,-8,4.9,0.1
27.5,110,268,258,0.22,166,79,70,19.4,22,1.14,1,1439,78,1122,2801,1188,0.41977367,100,25.8,40,-65535,-65535,3,1.42,0,18,0,-8,4.8,0.1
27.6,110,268,258,0.22,168,79,70,19.6,23,1.13,1,1442,78,1124,2800,1187,0.42318523,100,25.8,40,-65535,-65535,3,1.42,0,18,0,-8,4.8,0.1
27.71,110,268,258,0.22,170,79,70,19.8,23,1.12,1,1438,78,1122,2800,1187,0.3894085,100,25.8,40,-65535,-65535,3,1.42,0,16,0,-8,4.7,0.1
27.84,110,268,258,0.22,172,79,70,20,23,1.09,1,1439,78,1122,2800,1185,0.41362992,100,25.8,40,-65535,-65535,3,1.42,0,19,0,-8,4.6,0.1
27.95,110,268,259,0.22,175,79,70,20.1,23,1.1,1,1442,78,1124,2800,1185,0.36186808,100,25.9,40,-65535,-65535,3,1.42,0,17,0,-8,4.5,0.1
28.07,110,268,259,0.22,177,79,70,20.3,22,1.1,1,1442,78,1125,2801,1185,0.270767,100,25.9,40,-65535,-65535,3,1.42,0,16,0,-8,4.5,0.1
28.17,110,269,259,0.22,179,79,70,20.4,22,1.09,1,1442,78,1124,2801,1185,0.28531507,100,25.9,40,-65535,-65535,3,1.42,0,17,0,-8,4.5,0.1
28.28,110,269,259,0.22,182,79,70,20.6,23,1.08,1,1443,78,1125,2800,1185,0.35851654,100,25.9,40,-65535,-65535,3,1.42,0,15,0,-8,4.4,0.1
28.4,110,269,259,0.22,184,79,70,20.7,23,1.07,1,1443,78,1125,2800,1185,0.26045835,100,25.9,40,-65535,-65535,3,1.42,0,15,0,-8,4.3,0.1
28.5,110,269,259,0.22,186,79,70,20.8,23,1.05,0,1439,78,1122,2801,1184,0.26618767,100,25.9,40,-65535,-65535,3,1.42,0,17,0,-8,4.3,0.1
28.6,110,269,259,0.22,188,79,70,20.9,23,1.05,0,1439,78,1122,2800,1184,0.25782225,100,25.9,40,-65535,-65535,3,1.42,0,15,0,-8,4.2,0.1
28.72,110,269,259,0.22,190,80,70,21,23,1.04,0,1439,78,1122,2800,1183,0.23191658,100,25.9,40,-65535,-65535,3,1.42,0,16,0,-8,4.2,0.1
28.83,110,269,260,0.22,193,80,70,21.1,23,1.04,0,1439,78,1122,2800,1183,0.24117376,100,25.9,40,-65535,-65535,3,1.42,0,16,0,-10,4.2,0.1
28.93,110,269,260,0.22,195,80,70,21.2,22,1.04,0,1444,78,1126,2800,1182,0.17586988,100,25.9,40,-65535,-65535,3,1.42,0,15,0,-10,4.2,0.1
29.07,110,269,260,0.22,198,80,71,21.3,23,1.04,0,1444,78,1126,2800,1183,0.19136187,100,26,40,-65535,-65535,3,1.42,0,15,0,-6,4.1,0.2
29.18,110,269,260,0.22,200,80,71,21.4,23,1.03,0,1442,78,1125,2800,1182,0.19554174,100,26,40,-65535,-65535,3,1.42,0,15,1,-8,4.1,0.2
29.3,110,269,260,0.22,203,80,71,21.5,23,1.03,0,1441,78,1124,2800,1182,0.13892123,100,26,40,-65535,-65535,3,1.42,0,15,1,-8,4.1,0.1
29.4,110,269,260,0.22,205,80,71,21.6,23,1.03,0,1440,78,1123,2800,1181,0.15326245,100,26,40,-65535,-65535,3,1.42,0,14,1,-8,4.1,0.1
29.5,110,269,260,0.22,207,80,71,21.7,23,1.01,0,1443,78,1126,2800,1181,0.14921781,100,26,40,-65535,-65535,3,1.42,0,17,1,-11,4,0.1
29.63,110,269,260,0.22,210,80,71,21.8,22,1.03,0,1441,78,1124,2800,1181,0.08976944,100,26,40,-65535,-65535,3,1.42,0,14,1,-7,4.1,0.1
29.73,110,270,260,0.22,212,80,71,21.8,23,1.03,0,1442,78,1125,2800,1181,0.11635781,100,26,40,-65535,-65535,3,1.42,0,13,1,-6,4.1,0.1
29.86,110,270,260,0.22,215,80,71,21.9,23,1.01,0,1441,78,1124,2800,1180,0.18157151,100,26,40,-65535,-65535,3,1.42,0,15,1,-8,4,0.1
29.96,110,270,260,0.22,217,80,71,22,23,1.01,0,1445,78,1127,2800,1179,0.084424034,100,26,40,-65535,-65535,3,1.42,0,14,1,-8,3.9,0.1
30.1,110,270,260,0.22,220,80,71,22.1,23,1,0,1443,78,1125,2800,1179,0.15244661,100,26,40,-65535,-65535,3,1.42,0,14,1,-8,3.9,0
30.2,110,270,261,0.22,223,80,71,22.1,23,0.99,0,1442,78,1124,2800,1180,0.09833442,100,26,40,-65535,-65535,3,1.42,0,15,1,-7,3.8,0
30.3,110,270,261,0.22,225,80,71,22.2,23,0.99,0,1443,78,1125,2800,1180,0.054590065,100,26,40,-65535,-65535,3,1.42,0,16,1,-7,3.8,0
30.43,110,270,261,0.22,228,80,71,22.2,23,1,0,1443,78,1125,2800,1181,0.068219505,100,26,40,-65535,-65535,3,1.42,0,13,1,-7,3.9,0
30.53,110,270,261,0.22,230,80,71,22.3,23,1,0,1442,78,1125,2800,1181,0.06745831,100,26,40,-65535,-65535,3,1.42,0,14,1,-7,3.9,0
30.67,110,270,261,0.22,233,80,71,22.3,23,0.99,0,1446,78,1127,2800,1180,0.077590734,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-7,3.8,0.1
30.78,110,270,261,0.22,236,81,71,22.4,23,0.99,0,1442,78,1125,2800,1180,0.08063009,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-6,3.8,0.1
30.9,110,270,261,0.22,238,81,71,22.4,23,0.98,0,1442,78,1124,2800,1179,0.04771357,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-7,3.8,0.1
31,110,270,261,0.22,240,81,71,22.5,23,0.98,0,1442,78,1124,2800,1179,0.05401924,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-6,3.8,0.1
31.12,110,270,261,0.22,243,81,72,22.5,23,0.98,0,1443,78,1126,2800,1179,0.04952873,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-6,3.7,0.1
31.22,110,270,261,0.22,245,81,72,22.5,23,0.98,1,1444,78,1126,2800,1179,0.068077676,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-7,3.7,0.1
31.33,110,270,261,0.22,248,81,72,22.6,23,0.97,1,1445,78,1127,2800,1179,0.043391254,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-6,3.7,0.1
31.43,110,270,261,0.22,250,81,72,22.6,23,0.97,1,1443,78,1126,2800,1180,0.04894372,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-7,3.7,0.1
31.57,110,270,261,0.22,253,81,72,22.6,23,0.97,0,1443,78,1126,2800,1179,0.041995294,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-7,3.7,0.1
31.68,110,270,261,0.22,256,81,72,22.6,23,0.96,0,1443,78,1125,2800,1179,0.050553977,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-6,3.7,0.1
31.8,110,270,261,0.22,258,81,72,22.7,23,0.96,1,1444,78,1126,2800,1179,0.02456277,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-7,3.7,0.1
31.92,110,270,261,0.22,261,81,72,22.7,23,0.96,1,1444,78,1126,2800,1178,0.044451628,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-6,3.7,0.1
32,110,270,261,0.22,263,81,72,22.7,23,0.96,1,1446,78,1128,2800,1178,0.024222082,100,26.1,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0.1
32.13,110,270,261,0.22,266,81,72,22.7,23,0.96,1,1446,78,1128,2800,1177,0.028209686,100,26.1,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0.1
32.23,110,270,261,0.22,268,81,72,22.7,23,0.95,0,1446,78,1128,2800,1177,0.025746936,100,26.1,40,-65535,-65535,3,1.42,0,14,0,-7,3.6,0.1
32.33,110,270,261,0.22,271,81,72,22.7,23,0.96,0,1446,78,1128,2800,1177,0.030230531,100,26.1,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0.1
32.46,110,270,261,0.22,273,81,72,22.8,23,0.96,0,1444,78,1126,2800,1178,0.023907555,100,26.1,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
32.56,110,270,262,0.22,276,81,72,22.8,23,0.95,0,1444,78,1126,2800,1178,0.029811658,100,26.1,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
32.7,110,270,262,0.22,279,81,72,22.8,23,0.95,0,1446,78,1128,2800,1178,0.042523306,100,26.1,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
32.81,110,270,262,0.22,281,81,72,22.8,23,0.95,0,1447,78,1128,2801,1179,0.020911183,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
32.93,110,270,262,0.22,284,81,72,22.8,23,0.95,0,1448,78,1129,2800,1180,0.039990682,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
33.03,110,270,262,0.22,287,81,72,22.8,23,0.95,0,1448,78,1129,2800,1180,0.030554457,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
33.16,110,270,262,0.22,290,82,72,22.8,23,0.95,0,1449,78,1130,2800,1180,0.042600565,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0
33.28,110,270,262,0.22,292,82,73,22.8,23,0.95,0,1447,78,1129,2800,1180,0.030652419,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0
33.39,110,270,262,0.22,295,82,73,22.8,23,0.95,0,1448,78,1129,2800,1180,0.0235787,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
33.5,110,270,262,0.22,297,82,73,22.8,23,0.95,0,1445,78,1127,2800,1179,0.021676442,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
33.6,110,270,262,0.22,299,82,73,22.8,23,0.94,0,1445,78,1127,2800,1178,0.03353277,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
33.73,110,270,262,0.22,302,82,73,22.8,23,0.94,0,1449,78,1130,2800,1178,0.018600123,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
33.85,110,270,262,0.22,305,82,73,22.8,23,0.95,0,1447,78,1128,2800,1177,0.032102972,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
33.96,110,270,262,0.22,308,82,73,22.8,23,0.94,0,1450,78,1131,2800,1177,0.01107337,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
34.06,110,270,262,0.22,310,82,73,22.8,23,0.95,0,1447,78,1129,2800,1178,0.02240484,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
34.18,110,270,262,0.22,313,82,73,22.8,23,0.94,0,1447,78,1129,2800,1178,0.035219766,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
34.3,110,270,262,0.22,315,82,73,22.8,23,0.95,0,1446,78,1128,2800,1178,0.018103963,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
34.39,110,270,262,0.22,317,82,73,22.8,23,0.96,0,1446,78,1128,2800,1178,0.03100148,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0.1
34.53,110,270,262,0.22,320,82,73,22.8,23,0.95,0,1446,78,1128,2800,1177,0.019742236,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-7,3.5,0.1
34.63,110,270,262,0.22,323,82,73,22.8,23,0.94,0,1449,78,1130,2800,1176,0.022343408,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-7,3.5,0.1
34.73,110,270,262,0.22,325,82,73,22.8,23,0.95,0,1451,78,1132,2800,1176,0.011032426,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0.1
34.85,110,270,262,0.22,328,82,73,22.8,23,0.96,0,1451,78,1132,2800,1176,0.04859815,100,26.2,40,-65535,-65535,3,1.42,0,14,0,-7,3.6,0
34.96,110,270,262,0.22,330,82,73,22.8,23,0.95,0,1450,78,1131,2800,1176,0.008896449,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
35.06,110,270,262,0.22,333,82,73,22.9,23,0.96,0,1448,78,1130,2800,1177,0.022274956,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
35.2,110,270,263,0.22,336,82,73,22.9,23,0.94,0,1449,78,1130,2801,1178,0.017735908,100,26.2,40,-65535,-65535,3,1.42,0,13,0,-8,3.5,0
35.3,110,270,263,0.22,338,82,73,22.9,23,0.94,0,1451,78,1131,2801,1178,0.018194595,100,26.3,40,-65535,-65535,3,1.42,0,14,0,-7,3.6,0
35.43,110,270,263,0.22,341,82,73,22.9,23,0.95,0,1451,78,1132,2800,1179,0.033757076,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
35.55,110,270,263,0.22,344,83,73,22.9,23,0.95,0,1448,78,1129,2800,1179,0.016284887,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
35.67,110,270,263,0.22,347,83,73,22.9,23,0.95,0,1452,78,1132,2800,1179,0.028837131,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
35.78,110,270,263,0.22,349,83,74,22.9,23,0.95,0,1451,78,1132,2800,1178,0.010769515,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
35.9,110,270,263,0.22,352,83,74,22.9,23,0.95,0,1451,78,1132,2800,1177,0.025542205,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
36.01,110,270,263,0.22,355,83,74,22.9,23,0.95,0,1451,78,1132,2800,1177,0.023299055,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
36.13,110,270,263,0.22,357,83,74,22.9,23,0.95,0,1451,78,1132,2800,1176,-0.007931199,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
36.25,110,270,263,0.22,360,83,74,22.9,23,0.95,0,1449,78,1130,2800,1175,0.016818874,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
36.35,110,270,263,0.22,362,83,74,22.9,23,0.94,0,1454,78,1134,2800,1175,-0.00012386,100,26.3,40,-65535,-65535,3,1.42,0,15,0,-8,3.6,0
36.46,110,270,263,0.22,365,83,74,22.9,23,0.95,0,1449,78,1130,2800,1176,-0.01687736,100,26.3,40,-65535,-65535,3,1.42,0,15,0,-7,3.6,0
36.56,110,270,263,0.22,367,83,74,22.9,23,0.96,0,1450,78,1131,2800,1177,-0.034963887,100,26.3,40,-65535,-65535,3,1.42,0,14,0,-7,3.6,0
36.67,110,270,263,0.22,369,83,74,23,23,0.98,0,1450,78,1131,2800,1178,-0.022440504,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.7,0
36.78,110,270,263,0.23,372,83,74,23,23,0.97,0,1451,78,1131,2800,1178,-0.008225261,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.7,0
36.89,110,270,263,0.23,375,83,74,23,23,0.97,0,1453,78,1133,2800,1178,0.013211725,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-7,3.7,0
36.99,110,270,263,0.23,377,83,74,23,23,0.96,0,1453,78,1133,2800,1178,0.000530828,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.7,0
37.13,110,270,263,0.23,380,83,74,23.1,23,0.97,0,1453,78,1133,2800,1177,-0.005821417,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
37.23,110,270,263,0.23,382,83,74,23.1,23,0.96,0,1453,78,1133,2800,1177,-0.002827952,100,26.3,40,-65535,-65535,3,1.42,0,14,0,-8,3.6,0
37.35,110,270,263,0.23,385,83,74,23.1,23,0.96,0,1453,78,1133,2800,1177,-0.007574511,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
37.47,110,270,263,0.23,388,83,74,23.1,23,0.96,0,1452,78,1132,2800,1177,-0.02280731,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
37.56,110,270,263,0.23,390,83,74,23.1,23,0.96,0,1452,78,1132,2800,1177,-0.005538642,100,26.3,40,-65535,-65535,3,1.42,0,14,0,-7,3.6,0
37.67,110,270,263,0.23,393,83,74,23.1,23,0.96,0,1454,78,1134,2800,1177,-0.01118212,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
37.78,110,270,263,0.23,395,83,74,23.2,23,0.96,0,1453,78,1133,2800,1176,-0.025489679,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
37.89,110,270,263,0.23,398,83,74,23.2,23,0.96,0,1455,78,1135,2800,1177,-0.016046984,100,26.3,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
37.99,110,270,263,0.23,400,83,74,23.2,23,0.96,0,1454,78,1134,2800,1177,-0.01433706,100,26.3,40,-65535,-65535,3,1.42,0,14,0,-7,3.6,0
38.13,110,270,263,0.23,403,83,74,23.2,23,0.96,0,1452,78,1132,2800,1177,-0.026962565,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
38.23,110,270,263,0.23,406,84,74,23.2,23,0.96,0,1453,78,1133,2800,1177,-0.019706998,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
38.33,110,270,263,0.23,408,84,74,23.2,23,0.95,0,1454,78,1134,2800,1177,-0.02091047,100,26.4,40,-65535,-65535,3,1.42,0,14,0,-8,3.6,0
38.44,110,270,263,0.23,410,84,75,23.2,23,0.96,0,1452,78,1132,2800,1177,-0.03443551,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
38.56,110,270,263,0.23,413,84,75,23.2,23,0.95,0,1456,78,1135,2800,1177,-0.02165413,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
38.67,110,270,263,0.23,416,84,75,23.3,23,0.95,0,1454,78,1134,2800,1176,-0.015121681,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
38.78,110,270,263,0.23,418,84,75,23.3,23,0.95,0,1455,78,1135,2800,1176,-0.04236704,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
38.89,110,270,264,0.23,421,84,75,23.3,23,0.96,0,1458,78,1137,2800,1177,-0.02019305,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
38.99,110,270,264,0.23,423,84,75,23.3,23,0.94,0,1458,78,1137,2801,1178,-0.017903646,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
39.13,110,270,264,0.23,426,84,75,23.3,23,0.94,0,1455,78,1135,2800,1179,-0.027477123,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
39.23,110,270,264,0.23,429,84,75,23.3,23,0.95,0,1457,78,1136,2800,1178,-0.017041905,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
39.33,110,270,264,0.23,431,84,75,23.3,23,0.94,0,1456,78,1136,2800,1178,-0.023988545,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-6,3.6,0
39.46,110,270,264,0.23,434,84,75,23.3,23,0.95,0,1457,78,1136,2800,1177,-0.026482476,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
39.56,110,270,264,0.23,437,84,75,23.3,23,0.94,0,1454,78,1134,2800,1177,-0.02396823,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.5,0
39.69,110,270,264,0.23,439,84,75,23.3,23,0.94,0,1457,78,1136,2800,1176,-0.039848045,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-8,3.6,0
39.79,110,270,264,0.23,442,84,75,23.3,23,0.96,0,1454,78,1134,2800,1176,-0.018126132,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.6,0
39.92,110,270,264,0.23,445,84,75,23.3,23,0.95,0,1454,78,1134,2800,1176,-0.009419644,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.5,0
40.03,110,270,264,0.23,447,84,75,23.3,23,0.95,0,1458,78,1137,2800,1177,-0.026077049,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.5,0
40.16,110,270,264,0.23,451,84,75,23.3,23,0.95,0,1454,78,1134,2800,1177,-0.024636319,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.5,0
40.28,110,270,264,0.23,453,84,75,23.3,23,0.94,0,1455,78,1135,2800,1177,-0.029644804,100,26.4,40,-65535,-65535,3,1.42,0,13,0,-7,3.5,0
