Time/s,Throttle/%,IAS/kph,TAS/kph,Mach Number/Ma,"Altitude, m",Temperature/?,Oil Temp/?,Vario/m/s,SEP*/m/s,Load/G,Roll Rate/deg/s,Power/bhp,Efficiency/%,EffectivePower*/bhp,RPM/rpm,Thrust/kg,Acceleration*/m/s^2,RPM throttle/%,PropPitch/deg,Radiator/%,Mixture/%,Compressor/stage,Magneto/stage,ManifoldPressure/ata,Flaps/%,Elevator/%,Aileron/%,Rudder/%,AoA ?/deg,AoS ?/deg
169.24,110,266,303,0.27,3518,94,84,22.8,23,0.96,0,1493,78,1164,2800,1050,-0.009493961,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
169.35,110,266,303,0.27,3521,94,84,22.8,23,0.96,0,1494,78,1165,2800,1050,0.002744408,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
169.47,110,266,303,0.27,3524,94,84,22.8,23,0.96,0,1495,78,1166,2800,1049,0.002651377,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
169.59,110,266,303,0.27,3527,94,84,22.8,23,0.96,0,1495,78,1166,2800,1049,-0.016237749,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
169.7,110,266,304,0.27,3529,94,84,22.8,23,0.96,0,1495,78,1166,2800,1049,-0.000812817,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
169.82,110,266,304,0.27,3532,94,84,22.8,23,0.96,0,1492,78,1164,2800,1049,-0.015333955,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
169.93,110,266,304,0.27,3535,94,84,22.8,23,0.96,0,1492,78,1163,2800,1049,-0.000894288,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
170.05,110,266,304,0.27,3538,94,84,22.8,23,0.96,0,1495,78,1166,2800,1049,0.010748802,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
170.17,110,266,304,0.27,3540,94,84,22.8,23,0.96,0,1495,78,1166,2800,1049,-0.014979324,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
170.29,110,266,304,0.27,3543,94,84,22.8,23,0.96,0,1495,78,1166,2800,1049,0.000298096,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
170.39,110,266,304,0.27,3545,94,84,22.8,23,0.96,0,1495,78,1166,2800,1049,-0.001879161,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
170.5,110,266,304,0.27,3548,94,84,22.8,23,0.96,0,1495,78,1166,2800,1049,-0.018207967,100,30.8,40,-65535,-65535,3,1.42,0,14,0,-8,3.8,0
170.6,110,266,304,0.27,3550,94,84,22.8,23,0.96,0,1495,78,1166,2800,1049,-0.001223763,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
170.73,110,266,304,0.27,3553,94,84,22.8,23,0.96,0,1493,78,1165,2800,1049,-0.014677502,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
170.83,110,266,304,0.27,3555,94,84,22.8,23,0.96,0,1493,78,1164,2800,1048,-0.003163643,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
170.97,110,266,304,0.27,3558,94,84,22.8,23,0.96,0,1493,78,1164,2800,1048,0.000144121,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
171.09,110,266,304,0.27,3561,94,84,22.8,23,0.96,0,1490,78,1162,2800,1047,-0.022299822,100,30.8,40,-65535,-65535,3,1.42,0,14,0,-7,3.8,0
171.2,110,266,304,0.27,3564,94,84,22.8,23,0.96,0,1494,78,1165,2800,1047,-0.006740978,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
171.3,110,266,304,0.27,3566,94,84,22.8,23,0.96,0,1492,78,1164,2800,1046,-0.011166833,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
171.43,110,266,304,0.27,3569,94,84,22.8,23,0.96,0,1491,78,1163,2800,1046,-0.024212293,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
171.54,110,266,304,0.27,3571,94,84,22.8,23,0.96,0,1490,78,1162,2800,1045,-0.014091024,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
171.64,110,266,304,0.27,3574,94,84,22.8,23,0.96,0,1492,78,1164,2800,1044,-0.01951053,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
171.75,110,266,304,0.27,3576,94,84,22.9,23,0.96,0,1493,78,1164,2800,1044,-0.034962714,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
171.85,110,266,304,0.27,3578,94,84,22.9,23,0.96,0,1491,78,1163,2800,1044,-0.016204024,100,30.8,40,-65535,-65535,3,1.42,0,14,0,-7,3.8,0
171.99,110,266,304,0.27,3581,94,84,22.9,23,0.96,0,1491,78,1163,2800,1044,-0.026303247,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
172.1,110,266,304,0.27,3584,94,84,22.9,23,0.96,0,1492,78,1163,2800,1044,-0.01631112,100,30.8,40,-65535,-65535,3,1.42,0,14,0,-7,3.8,0
172.22,110,266,304,0.27,3587,94,84,22.9,23,0.96,0,1490,78,1162,2801,1045,-0.010401982,100,30.8,40,-65535,-65535,3,1.42,0,14,0,-7,3.8,0
172.33,110,266,304,0.27,3589,94,84,22.9,23,0.96,0,1493,78,1165,2801,1045,-0.02172561,100,30.8,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
172.45,110,266,304,0.27,3592,94,84,22.9,23,0.96,0,1493,78,1164,2800,1045,0.001147277,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
172.55,110,266,304,0.27,3594,94,84,22.9,23,0.95,0,1493,78,1164,2800,1045,-0.023098517,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
172.67,110,266,304,0.27,3597,94,84,22.9,23,0.96,0,1493,78,1164,2800,1045,-0.005299971,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
172.78,110,266,304,0.27,3600,94,84,22.9,23,0.95,0,1492,78,1164,2800,1045,0,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
172.9,110,266,305,0.27,3602,94,84,22.9,23,0.95,0,1492,78,1164,2800,1045,-0.017653601,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
173,110,266,305,0.27,3605,94,84,22.9,23,0.95,0,1494,78,1165,2800,1044,-0.00671182,100,30.9,40,-65535,-65535,3,1.42,0,14,0,-7,3.8,0
173.12,110,266,305,0.27,3607,94,84,22.8,23,0.95,0,1491,78,1163,2800,1044,0.000943411,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
173.21,110,266,305,0.27,3609,94,84,22.8,23,0.95,0,1488,78,1161,2800,1043,-0.020050703,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
173.33,110,266,305,0.27,3612,94,84,22.8,23,0.95,0,1488,78,1161,2800,1043,-0.001992116,100,30.9,40,-65535,-65535,3,1.42,0,14,0,-7,3.7,0
173.45,110,266,305,0.27,3615,94,84,22.8,23,0.95,0,1491,78,1163,2800,1043,-0.001408575,100,30.9,40,-65535,-65535,3,1.42,0,14,0,-7,3.7,0
173.57,110,266,305,0.27,3617,94,84,22.8,23,0.95,0,1492,78,1164,2800,1042,-0.015642593,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.7,0
173.67,110,266,305,0.27,3620,94,84,22.8,23,0.95,0,1492,78,1164,2800,1043,-0.000452482,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.7,0
173.8,110,266,305,0.27,3623,94,84,22.8,23,0.95,0,1492,78,1163,2800,1043,-0.010716287,100,30.9,40,-65535,-65535,3,1.42,0,14,0,-7,3.7,0
173.92,110,266,305,0.27,3626,94,84,22.8,23,0.95,0,1492,78,1163,2801,1043,0.005806855,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.7,0
174.03,110,266,305,0.27,3628,94,84,22.8,23,0.94,0,1489,78,1161,2800,1043,0.007911226,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.7,0
174.13,110,266,305,0.27,3631,94,84,22.7,23,0.95,0,1491,78,1163,2800,1043,0.00567852,100,30.9,40,-65535,-65535,3,1.42,0,14,0,-7,3.7,0
174.25,110,266,305,0.27,3633,94,84,22.7,23,0.95,0,1491,78,1162,2800,1043,-0.007461521,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.7,0
174.37,110,266,305,0.27,3636,94,84,22.7,23,0.94,0,1488,78,1161,2800,1042,0.00992419,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.7,0
174.48,110,266,305,0.27,3638,94,84,22.7,23,0.95,0,1490,78,1162,2800,1041,-0.013352195,100,30.9,40,-65535,-65535,3,1.42,0,14,0,-7,3.7,0
174.6,110,266,305,0.27,3641,94,84,22.7,23,0.95,0,1489,78,1161,2800,1041,0.005159071,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.7,0
174.7,110,266,305,0.27,3644,94,84,22.7,23,0.95,0,1490,78,1162,2800,1040,-0.000301655,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-8,3.7,0
174.82,110,266,305,0.27,3646,94,84,22.7,23,0.95,0,1491,78,1162,2800,1040,-0.01844873,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-7,3.7,0
174.93,110,266,305,0.27,3649,94,84,22.7,23,0.95,0,1489,78,1161,2800,1040,0.003423126,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
175.03,110,266,305,0.27,3651,94,84,22.7,23,0.95,0,1489,78,1161,2800,1040,0.00143286,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
175.13,110,266,305,0.27,3653,94,84,22.6,22,0.95,0,1489,78,1161,2800,1040,-0.01541725,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
175.26,110,266,305,0.27,3656,94,84,22.6,23,0.95,0,1488,78,1161,2801,1040,0.006434472,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
175.36,110,266,305,0.27,3659,94,84,22.6,23,0.95,0,1492,78,1163,2800,1041,0.007303368,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
175.5,110,266,305,0.27,3661,94,84,22.6,23,0.96,0,1490,78,1162,2800,1041,-0.001617275,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
175.6,110,266,305,0.27,3664,94,84,22.6,23,0.96,0,1490,78,1162,2800,1041,0.008673854,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
175.73,110,266,306,0.27,3667,94,84,22.6,23,0.96,0,1486,78,1159,2800,1040,-0.002433867,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
175.83,110,266,306,0.27,3669,94,84,22.6,23,0.96,0,1488,78,1160,2800,1039,0.002925557,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
175.93,110,266,306,0.27,3671,94,84,22.6,23,0.96,0,1490,78,1162,2800,1038,-0.000434489,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
176.05,110,266,306,0.27,3674,94,84,22.6,22,0.96,0,1490,78,1162,2800,1037,-0.021813864,100,30.9,40,-65535,-65535,3,1.42,0,14,0,-8,3.8,0.1
176.17,110,266,306,0.27,3677,94,84,22.6,23,0.96,0,1490,78,1162,2800,1037,-0.001843839,100,30.9,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
176.29,110,266,306,0.27,3679,94,84,22.6,23,0.96,0,1490,78,1162,2800,1038,-0.002400457,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
176.4,110,266,306,0.27,3682,94,84,22.6,22,0.96,0,1488,78,1160,2801,1038,-0.017248068,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
176.5,110,266,306,0.27,3684,94,84,22.6,23,0.96,0,1488,78,1160,2801,1038,-0.006679591,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
176.6,110,266,306,0.27,3686,94,84,22.6,23,0.96,0,1487,78,1160,2801,1038,-0.002085546,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
176.73,110,266,306,0.27,3689,94,84,22.6,22,0.96,0,1489,78,1161,2800,1039,-0.014602566,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
176.83,110,266,306,0.27,3692,94,84,22.6,23,0.96,0,1489,78,1161,2800,1039,-0.00274748,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
176.93,110,266,306,0.27,3694,94,84,22.6,23,0.97,0,1488,78,1160,2800,1038,-0.004171092,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
177.07,110,266,306,0.27,3697,94,84,22.6,22,0.97,0,1487,78,1160,2800,1038,-0.018431012,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
177.17,110,266,306,0.27,3699,94,84,22.7,23,0.97,0,1489,78,1161,2800,1037,-0.008095724,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.9,0.1
177.29,110,266,306,0.27,3702,94,84,22.7,23,0.97,0,1489,78,1161,2800,1036,-0.011477186,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.9,0
177.4,110,266,306,0.27,3704,94,84,22.7,22,0.97,0,1489,78,1161,2800,1035,-0.029001176,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.9,0
177.5,110,266,306,0.27,3707,94,84,22.7,23,0.97,0,1488,78,1161,2800,1035,-0.019149102,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
177.6,110,266,306,0.27,3709,94,84,22.7,23,0.97,0,1489,78,1161,2800,1035,-0.022110462,100,31,40,-65535,-65535,3,1.42,0,15,0,-8,3.9,0
177.72,110,266,306,0.27,3711,94,84,22.7,22,0.97,0,1485,78,1158,2800,1035,-0.036640476,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
177.83,110,266,306,0.27,3714,94,84,22.7,23,0.97,0,1485,78,1158,2800,1035,-0.021979839,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
177.93,110,266,306,0.27,3717,94,84,22.7,23,0.97,0,1488,78,1161,2800,1035,-0.022020044,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
178.07,110,266,306,0.27,3720,94,84,22.7,22,0.97,0,1485,78,1158,2800,1035,-0.034082744,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
178.17,110,266,306,0.27,3722,94,84,22.7,23,0.97,0,1485,78,1158,2800,1035,-0.022319984,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
178.28,110,266,306,0.27,3725,94,84,22.8,23,0.97,0,1489,78,1161,2800,1035,-0.031449743,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
178.4,110,266,306,0.27,3727,94,84,22.8,22,0.97,0,1489,78,1161,2800,1035,-0.040931206,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
178.5,110,266,306,0.27,3729,94,84,22.8,23,0.97,0,1485,78,1158,2800,1034,-0.027029043,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
178.6,110,266,306,0.27,3732,94,84,22.8,22,0.97,0,1485,78,1158,2800,1034,-0.035714973,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
178.7,110,266,306,0.27,3734,94,84,22.8,23,0.97,0,1489,78,1161,2800,1034,-0.03340248,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
178.83,110,266,306,0.27,3737,94,84,22.8,22,0.97,0,1484,78,1158,2800,1034,-0.051321216,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
178.93,110,266,307,0.27,3739,94,84,22.8,23,0.97,0,1485,78,1158,2800,1033,-0.034435224,100,31,40,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
179.06,110,266,307,0.27,3742,94,84,22.8,22,0.97,0,1485,78,1158,2800,1033,-0.05599302,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
179.17,110,266,307,0.27,3745,94,84,22.9,23,0.97,0,1487,78,1160,2800,1033,-0.03781585,100,31,40,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
179.29,110,266,307,0.27,3748,94,84,22.9,23,0.97,0,1488,78,1161,2800,1033,-0.04426912,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
179.39,110,266,307,0.27,3750,94,84,22.9,22,0.97,0,1488,78,1160,2800,1033,-0.052681603,100,31,40,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
179.5,110,266,307,0.27,3752,94,84,22.9,23,0.97,0,1487,78,1160,2800,1034,-0.037564125,100,31,40,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
179.6,110,266,307,0.27,3755,94,84,22.9,23,0.97,0,1487,78,1160,2800,1034,-0.041934412,100,31,40,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
179.71,110,266,307,0.27,3757,94,84,22.9,23,0.97,0,1485,78,1158,2800,1034,-0.043767788,100,31.1,38,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
179.82,110,266,307,0.27,3759,94,84,22.9,22,0.97,0,1483,78,1157,2800,1034,-0.047369543,100,31.1,36,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
179.93,110,266,307,0.27,3762,94,84,22.9,23,0.97,0,1487,78,1159,2800,1033,-0.031211834,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
180.03,110,266,307,0.27,3765,94,84,22.9,23,0.97,0,1488,78,1160,2800,1033,-0.03030311,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
180.17,110,266,307,0.27,3768,94,84,22.9,22,0.96,0,1487,78,1160,2800,1033,-0.049530115,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
180.28,110,266,307,0.27,3770,94,84,22.9,23,0.97,0,1485,78,1158,2800,1032,-0.039037067,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
180.4,110,266,307,0.27,3773,94,84,23,23,0.97,0,1485,78,1158,2800,1032,-0.049386553,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
181.63,110,266,307,0.27,3801,94,84,23,23,0.96,0,1483,78,1157,2801,1030,-0.053341527,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
181.73,110,266,307,0.27,3803,94,84,23,23,0.96,0,1486,78,1159,2800,1031,-0.037125275,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
181.86,110,266,307,0.27,3806,94,84,23,23,0.96,0,1484,78,1157,2800,1031,-0.04903671,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
181.96,110,266,307,0.27,3809,94,84,23,23,0.95,0,1481,78,1155,2800,1031,-0.030856369,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0
182.1,110,266,307,0.27,3812,94,84,23,23,0.95,0,1481,78,1155,2800,1030,-0.033911526,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
182.22,110,265,307,0.27,3814,94,84,23,23,0.96,0,1484,78,1157,2800,1030,-0.049387515,100,31.1,35,-65535,-65535,3,1.42,0,14,0,-8,3.8,0.1
182.33,110,265,307,0.27,3817,94,84,22.9,23,0.95,0,1483,78,1157,2800,1029,-0.035429873,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
182.43,110,265,307,0.27,3820,94,84,22.9,23,0.95,0,1485,78,1159,2800,1029,-0.03543186,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
182.55,110,265,307,0.27,3822,94,84,22.9,22,0.95,0,1485,78,1158,2800,1028,-0.055891033,100,31.1,35,-65535,-65535,3,1.42,0,14,0,-8,3.8,0.1
182.67,110,265,307,0.27,3825,94,84,22.9,23,0.95,0,1485,78,1158,2800,1028,-0.038376063,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
182.76,110,265,307,0.27,3827,94,84,22.9,23,0.95,0,1482,78,1156,2800,1028,-0.040604968,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
182.86,110,265,307,0.27,3830,94,84,22.9,23,0.95,0,1481,78,1155,2800,1029,-0.033028383,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
182.99,110,265,307,0.27,3833,94,84,22.9,22,0.95,0,1483,78,1156,2800,1028,-0.04936123,100,31.1,35,-65535,-65535,3,1.42,0,15,0,-8,3.8,0.1
183.1,110,265,307,0.27,3835,94,84,22.9,23,0.96,0,1485,78,1158,2800,1028,-0.036077484,100,31.1,35,-65535,-65535,3,1.42,0,14,0,-8,3.8,0.1
183.19,110,265,307,0.27,3837,94,84,22.9,23,0.96,0,1482,78,1156,2800,1028,-0.01944488,100,31.1,35,-65535,-65535,3,1.42,0,10,0,-8,3.8,0.1
183.33,110,265,307,0.27,3840,94,84,22.9,24,0.92,0,1483,78,1157,2800,1027,0.09812323,100,31.1,35,-65535,-65535,3,1.42,0,16,0,-11,3.6,0.1
183.45,110,265,307,0.27,3843,94,84,22.8,23,0.91,0,1484,78,1157,2800,1027,0.001537145,100,31.1,35,-65535,-65535,3,1.42,0,16,0,-7,3.6,0.1
183.56,110,265,307,0.27,3845,94,84,22.8,22,0.93,0,1481,78,1155,2801,1028,-0.03655278,100,31.2,35,-65535,-65535,3,1.42,0,14,0,-6,3.6,0.1
183.66,110,265,308,0.27,3848,94,84,22.7,23,0.94,0,1481,78,1155,2801,1028,-0.001310829,100,31.2,35,-65535,-65535,3,1.42,0,11,0,-8,3.6,0.1
183.76,110,265,308,0.27,3850,94,84,22.7,23,0.91,0,1480,78,1154,2800,1028,0.06650529,100,31.2,35,-65535,-65535,3,1.42,0,14,0,-12,3.6,0.1
183.89,110,265,308,0.27,3853,94,84,22.6,23,0.9,0,1482,78,1156,2800,1028,0.027554808,100,31.2,35,-65535,-65535,3,1.42,0,16,0,-7,3.5,0.2
183.99,110,265,308,0.27,3855,94,84,22.6,23,0.92,0,1480,78,1154,2800,1028,-0.007093898,100,31.2,35,-65535,-65535,3,1.42,0,14,1,-6,3.6,0.2
184.12,110,265,308,0.27,3858,94,84,22.5,22,0.92,0,1480,78,1154,2800,1027,-0.02877549,100,31.2,35,-65535,-65535,3,1.42,0,14,1,-8,3.6,0.2
184.23,110,265,308,0.27,3861,94,84,22.5,22,0.93,0,1480,78,1154,2800,1027,-0.005335453,100,31.2,35,-65535,-65535,3,1.42,0,14,1,-8,3.7,0.1
184.33,110,265,308,0.27,3863,94,84,22.5,23,0.93,0,1480,78,1154,2800,1026,0.000798862,100,31.2,35,-65535,-65535,3,1.42,0,14,1,-8,3.7,0.1
184.43,110,265,308,0.27,3865,94,84,22.5,23,0.94,0,1480,78,1155,2800,1025,0.003099276,100,31.2,35,-65535,-65535,3,1.42,0,15,1,-8,3.7,0.1
184.55,110,265,308,0.27,3868,94,84,22.4,22,0.94,0,1482,78,1156,2800,1024,-0.015324196,100,31.2,35,-65535,-65535,3,1.42,0,15,1,-8,3.7,0.1
184.66,110,265,308,0.27,3870,94,84,22.4,22,0.94,0,1479,78,1154,2800,1024,0.002081905,100,31.2,35,-65535,-65535,3,1.42,0,15,1,-8,3.7,0.1
184.78,110,265,308,0.27,3873,94,84,22.4,22,0.95,0,1483,78,1157,2800,1024,-0.01943111,100,31.2,35,-65535,-65535,3,1.42,0,15,1,-8,3.8,0
184.89,110,265,308,0.27,3876,94,84,22.4,22,0.95,0,1483,78,1157,2800,1024,0.003949333,100,31.2,35,-65535,-65535,3,1.42,0,15,1,-7,3.8,0
184.99,110,265,308,0.27,3878,94,84,22.4,22,0.95,0,1482,78,1156,2801,1025,0.001209187,100,31.2,35,-65535,-65535,3,1.42,0,15,1,-7,3.8,0
185.1,110,265,308,0.27,3880,94,84,22.4,22,0.96,0,1483,78,1157,2801,1025,0.008258827,100,31.2,35,-65535,-65535,3,1.42,0,15,1,-7,3.8,0
185.2,110,265,308,0.27,3883,94,84,22.4,22,0.96,0,1480,78,1155,2801,1026,0.00086935,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
185.3,110,265,308,0.27,3884,94,84,22.4,22,0.96,0,1482,78,1156,2800,1026,-0.013996538,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-7,3.8,0
185.43,110,265,308,0.27,3888,94,84,22.4,23,0.96,0,1479,78,1154,2800,1026,0.015648304,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0
185.53,110,265,308,0.27,3890,94,84,22.4,22,0.97,0,1483,78,1157,2800,1025,-0.013538577,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
185.66,110,265,308,0.28,3893,94,84,22.4,22,0.97,0,1483,78,1157,2800,1024,0.010626189,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
185.76,110,265,308,0.28,3895,94,84,22.4,22,0.97,0,1479,78,1153,2800,1023,0.002476473,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
185.9,110,265,308,0.28,3898,94,84,22.4,22,0.97,1,1481,78,1155,2800,1022,-0.010059623,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
186.01,110,265,308,0.28,3901,94,84,22.4,22,0.97,1,1483,78,1156,2800,1022,0.000375736,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
186.13,110,265,309,0.28,3903,94,84,22.4,22,0.97,1,1483,78,1156,2800,1022,-0.009901815,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
186.25,110,265,309,0.28,3906,94,84,22.4,22,0.97,1,1482,78,1156,2801,1023,-0.015123475,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
186.35,110,265,309,0.28,3908,94,84,22.5,22,0.97,1,1483,78,1156,2801,1024,-0.00647703,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
186.46,110,265,309,0.28,3911,94,84,22.5,23,0.97,1,1483,78,1156,2801,1024,0.004080808,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
186.56,110,265,309,0.28,3913,94,84,22.5,23,0.97,1,1482,78,1156,2801,1025,0.004105921,100,31.2,35,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
186.69,110,265,309,0.28,3916,94,84,22.5,22,0.97,1,1479,78,1153,2800,1024,-0.00919025,100,31.3,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
186.79,110,265,309,0.28,3918,94,84,22.5,22,0.97,0,1480,78,1154,2800,1024,-0.001810723,100,31.3,35,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
186.93,110,265,309,0.28,3921,94,84,22.5,23,0.97,0,1480,78,1154,2800,1023,0.006396414,100,31.3,35,-65535,-65535,3,1.42,0,15,0,-6,3.9,0.1
187.03,110,265,309,0.28,3923,94,84,22.5,22,0.97,0,1481,78,1155,2800,1023,-0.017870361,100,31.3,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
187.16,110,265,309,0.28,3926,94,84,22.5,22,0.96,0,1479,78,1153,2800,1021,-0.000296539,100,31.3,35,-65535,-65535,3,1.42,0,15,0,-7,3.9,0.1
